X,Y,Z,
-0.110494,0.0711867,1.53454,
-0.108187,0.0713893,1.53499,
-0.10712,0.0714785,1.53519,
-0.104778,0.0716586,1.53563,
-0.101686,0.0718721,1.5362,
-0.0985912,0.0720582,1.53676,
-0.0954812,0.0722138,1.53731,
-0.0923609,0.0723408,1.53787,
-0.0894157,0.0724392,1.53839,
-0.0864696,0.0725162,1.5389,
-0.0835333,0.0725689,1.53942,
-0.0793543,0.0725995,1.54016,
-0.0739986,0.0725585,1.54111,
-0.0701667,0.0724729,1.5418,
-0.0648018,0.0722851,1.54275,
-0.0588677,0.0719971,1.54378,
-0.0529379,0.0716265,1.54479,
-0.0470001,0.0711724,1.54577,
-0.0417611,0.0707116,1.54663,
-0.0396573,0.0705115,1.54697,
-0.0357857,0.0701182,1.5476,
-0.0329779,0.0698075,1.54804,
-0.0290517,0.0693345,1.54864,
-0.0246739,0.0687552,1.54929,
-0.020299,0.0681214,1.54993,
-0.0159403,0.0674445,1.55054,
-0.0115969,0.0667342,1.55115,
-0.0072574,0.0659896,1.55174,
-0.0024415,0.0651256,1.55238,
0.00234079,0.0642178,1.553,
0.008245,0.063015,1.55375,
0.0150057,0.0615485,1.55456,
0.021315,0.0601246,1.55524,
0.0276187,0.0586825,1.55583,
0.0339863,0.0572128,1.55635,
0.0412852,0.0554859,1.5569,
0.0485871,0.0537352,1.55738,
0.0558986,0.0519998,1.55779,
0.0631724,0.050265,1.5581,
0.0709028,0.0483649,1.55829,
0.078732,0.0463858,1.55835,
0.0866627,0.0443843,1.55827,
0.0944952,0.0424955,1.55803,
0.101068,0.0409953,1.55771,
0.107666,0.0395342,1.55733,
0.114265,0.0381008,1.55691,
0.123675,0.036087,1.55627,
0.130948,0.0345433,1.55571,
0.138104,0.0330292,1.55504,
0.145254,0.0315248,1.55425,
0.155557,0.0294266,1.5529,
0.166062,0.0273936,1.55134,
0.177664,0.0252441,1.54949,
0.189267,0.0231866,1.54756,
0.200883,0.0212477,1.54549,
0.205598,0.0204983,1.54462,
0.2103,0.0197699,1.54373,
0.21504,0.0190527,1.54282,
0.219788,0.0183467,1.5419,
0.224529,0.0176627,1.541,
0.229325,0.017004,1.54008,
0.236427,0.0160677,1.53872,
0.245282,0.0149533,1.53703,
0.256798,0.0136155,1.53484,
0.265939,0.012643,1.5331,
0.275109,0.0117472,1.53129,
0.283479,0.0109838,1.52962,
0.291856,0.010253,1.52794,
0.30327,0.00929464,1.52558,
0.314506,0.00838571,1.52312,
0.32504,0.00757896,1.52078,
0.335609,0.00682563,1.51851,
0.347159,0.0060673,1.51608,
0.358004,0.00542771,1.51382,
0.368873,0.00487036,1.51148,
0.379614,0.00440996,1.50905,
0.389653,0.00404142,1.50675,
0.398446,0.00375019,1.50481,
0.407252,0.00348483,1.503,
0.41554,0.0032591,1.50144,
0.423867,0.0030678,1.49992,
0.428738,0.00297381,1.49903,
0.433601,0.00288886,1.49815,
0.438477,0.00280639,1.49729,
0.443354,0.0027262,1.49644,
0.448235,0.00264825,1.49561,
0.453116,0.00257252,1.49479,
0.45801,0.00250045,1.49399,
0.469176,0.0023623,1.49218,
0.482962,0.0022506,1.49,
0.496797,0.00221427,1.48789,
0.511255,0.00226879,1.48577,
0.525802,0.00240566,1.48372,
0.542454,0.00262418,1.48138,
0.554513,0.00280877,1.47968,
0.566565,0.00300936,1.478,
0.578623,0.00321968,1.47636,
0.590767,0.00343827,1.47476,
0.604719,0.00367819,1.47307,
0.61882,0.00390669,1.47152,
0.632958,0.0041407,1.47001,
0.647208,0.00439112,1.46852,
0.662527,0.00468823,1.46696,
0.678448,0.0050295,1.46539,
0.695041,0.00542119,1.46377,
0.711558,0.0058308,1.46217,
0.728073,0.00623308,1.46063,
0.744595,0.0066261,1.45914,
0.761152,0.00702271,1.45768,
0.777908,0.00744147,1.45626,
0.796258,0.00791136,1.4548,
0.820728,0.00853501,1.45308,
0.846667,0.00915734,1.45154,
0.87344,0.00971429,1.45018,
0.903853,0.0102758,1.44872,
0.934673,0.010868,1.44724,
0.964966,0.0114683,1.4458,
0.995229,0.012069,1.44443,
1.01988,0.0125533,1.44339,
1.04451,0.0130347,1.44238,
1.06934,0.0135195,1.4414,
1.09654,0.0140537,1.44035,
1.11815,0.0144802,1.43952,
1.13977,0.0149038,1.43872,
1.16746,0.0154256,1.43775,
1.1934,0.0158867,1.43688,
1.21661,0.0162747,1.43614,
1.23982,0.0166379,1.43546,
1.26328,0.0169804,1.43483,
1.29889,0.0174519,1.43395,
1.33781,0.0179323,1.43306,
1.37704,0.0184313,1.43223,
1.41924,0.0190015,1.43138,
1.46143,0.0196015,1.43058,
1.50429,0.0202228,1.42979,
1.54267,0.0207692,1.42907,
1.57585,0.0212367,1.42844,
1.60895,0.0217011,1.42782,
1.64204,0.0221712,1.42723,
1.67514,0.0226501,1.42669,
1.70188,0.0230306,1.42628,
1.72882,0.0234004,1.42587,
1.76775,0.023919,1.4253,
1.80764,0.0244458,1.42473,
1.84273,0.0249044,1.42422,
1.8766,0.0253278,1.42373,
1.91046,0.025714,1.42325,
1.93839,0.0260213,1.42285,
1.96634,0.0263385,1.42246,
1.9943,0.0266659,1.42207,
2.02859,0.0270853,1.4216,
2.058,0.0274581,1.42121,
2.0874,0.0278359,1.42082,
2.11679,0.0282148,1.42044,
2.14621,0.0285944,1.42007,
2.18674,0.0291162,1.41957,
2.22152,0.0295635,1.41915,
2.25628,0.0300118,1.41872,
2.29105,0.0304595,1.4183,
2.32671,0.0309167,1.41787,
2.36235,0.0313705,1.41744,
2.39796,0.0318142,1.41702,
2.43366,0.0322447,1.41662,
2.47123,0.0326879,1.41622,
2.50252,0.0330503,1.41591,
2.53387,0.0334049,1.41561,
2.57952,0.0339179,1.41517,
2.62796,0.0344713,1.4147,
2.67647,0.0350314,1.41422,
2.72,0.0355301,1.41381,
2.76369,0.0360173,1.41341,
2.80786,0.0365119,1.41301,
2.86419,0.0371529,1.41248,
2.91281,0.0376869,1.41203,
2.95089,0.038078,1.41169,
2.97622,0.0383229,1.41147,
3.01435,0.0386825,1.41115,
3.04857,0.0390006,1.41086,
3.08278,0.0393183,1.41057,
3.11355,0.0396052,1.41032,
3.15489,0.0399976,1.40998,
3.2037,0.0404668,1.40959,
3.24164,0.0408287,1.40929,
3.27954,0.0411884,1.40899,
3.31754,0.0415463,1.40869,
3.35651,0.0419124,1.40838,
3.39492,0.0422713,1.40807,
3.4273,0.0425717,1.40782,
3.45969,0.0428716,1.40757,
3.48834,0.043134,1.40735,
3.517,0.0433912,1.40714,
3.54835,0.0436709,1.40691,
3.58683,0.044016,1.40663,
3.62529,0.0443606,1.40635,
3.6547,0.0446239,1.40614,
3.68407,0.0448883,1.40594,
3.72328,0.0452432,1.40567,
3.77517,0.0457132,1.40531,
3.82707,0.0461803,1.40496,
3.87896,0.0466429,1.40461,
3.91716,0.0469787,1.40436,
3.95394,0.0472981,1.40412,
3.99214,0.047631,1.40387,
4.04898,0.0481313,1.4035,
4.10581,0.0486284,1.40313,
4.13589,0.0488873,1.40294,
4.166,0.0491424,1.40275,
4.19613,0.0493969,1.40257,
4.22601,0.0496488,1.40238,
4.2559,0.049901,1.4022,
4.29012,0.0501898,1.40199,
4.32435,0.0504784,1.40178,
4.35447,0.0507318,1.4016,
4.38459,0.0509841,1.40142,
4.41447,0.051233,1.40125,
4.45086,0.0515372,1.40104,
4.48713,0.0518461,1.40082,
4.52339,0.0521624,1.40061,
4.53925,0.052302,1.40051,
4.55511,0.0524415,1.40041,
4.57097,0.0525812,1.40032,
4.58683,0.0527208,1.40022,
4.60447,0.052876,1.40011,
4.62212,0.0530307,1.4,
4.64603,0.0532384,1.39986,
4.66148,0.0533707,1.39977,
4.66625,0.0534114,1.39974,
4.67101,0.0534519,1.39971,
4.6848,0.0535686,1.39963,
4.68956,0.0536088,1.39961,
4.70334,0.0537248,1.39953,
4.71712,0.0538406,1.39945,
4.72817,0.0539333,1.39939,
4.73922,0.054026,1.39933,
4.75027,0.0541186,1.39927,
4.76765,0.054264,1.39917,
4.77959,0.0543637,1.3991,
4.79152,0.0544633,1.39904,
4.80345,0.0545629,1.39897,
4.81501,0.0546593,1.39891,
4.82656,0.0547556,1.39884,
4.83812,0.0548518,1.39878,
4.85396,0.0549836,1.39869,
4.86981,0.0551152,1.3986,
4.88214,0.0552175,1.39853,
4.89447,0.0553197,1.39846,
4.90639,0.0554184,1.3984,
4.91831,0.055517,1.39833,
4.93023,0.0556156,1.39827,
4.94448,0.0557334,1.39819,
4.95703,0.0558371,1.39812,
4.96957,0.0559406,1.39805,
4.9818,0.0560415,1.39798,
4.99404,0.0561423,1.39791,
5.00627,0.056243,1.39784,
5.02677,0.0564118,1.39773,
5.04699,0.056578,1.39762,
5.06721,0.0567439,1.3975,
5.08736,0.0569089,1.39739,
5.12168,0.0571897,1.3972,
5.14149,0.0573513,1.39709,
5.16106,0.0575109,1.39698,
5.18087,0.0576721,1.39687,
5.20038,0.0578306,1.39676,
5.23446,0.0581071,1.39657,
5.2535,0.0582611,1.39647,
5.27254,0.058415,1.39636,
5.29158,0.0585686,1.39626,
5.29865,0.0586257,1.39622,
5.30572,0.0586827,1.39618,
5.31279,0.0587396,1.39614,
5.31986,0.0587965,1.3961,
5.32693,0.0588534,1.39606,
5.334,0.0589102,1.39602,
5.34107,0.0589671,1.39599,
5.34576,0.0590047,1.39596,
5.34693,0.0590141,1.39595,
5.34722,0.0590165,1.39595,
5.34737,0.0590176,1.39595,
5.34744,0.0590182,1.39595,
5.34748,0.0590185,1.39595,
5.34749,0.0590186,1.39595,
-0.215473,0.0316179,1.49219,
-0.215473,0.0316957,1.4922,
-0.215472,0.0317737,1.4922,
-0.215472,0.0318517,1.4922,
-0.215471,0.0319297,1.4922,
-0.215471,0.0320082,1.4922,
-0.21547,0.0320842,1.49221,
-0.215469,0.0321601,1.49221,
-0.215469,0.0322367,1.49221,
-0.215468,0.0323134,1.49221,
-0.215467,0.0323901,1.49221,
-0.215466,0.0324673,1.49222,
-0.215465,0.03255,1.49222,
-0.215464,0.0326327,1.49222,
-0.215462,0.0327154,1.49222,
-0.215461,0.0327984,1.49223,
-0.215457,0.0330006,1.49224,
-0.215455,0.0330792,1.49224,
-0.215452,0.0331577,1.49224,
-0.21545,0.0332366,1.49225,
-0.215448,0.0333155,1.49225,
-0.215445,0.0333943,1.49225,
-0.215443,0.0334714,1.49226,
-0.21544,0.0335484,1.49226,
-0.215437,0.0336256,1.49227,
-0.215429,0.0338224,1.49228,
-0.215421,0.0340189,1.49229,
-0.215413,0.0341778,1.4923,
-0.215405,0.0343366,1.49231,
-0.215397,0.034495,1.49233,
-0.215384,0.034722,1.49234,
-0.215371,0.0349487,1.49236,
-0.215358,0.0351752,1.49239,
-0.215354,0.0352321,1.49239,
-0.215351,0.035289,1.4924,
-0.215346,0.0353777,1.49241,
-0.215337,0.0355127,1.49242,
-0.215325,0.0357144,1.49244,
-0.215311,0.0359531,1.49247,
-0.215296,0.0361921,1.49249,
-0.215281,0.0364408,1.49252,
-0.215266,0.0366914,1.49255,
-0.21525,0.0369419,1.49258,
-0.215235,0.0371931,1.49262,
-0.215219,0.0374533,1.49265,
-0.215202,0.0377142,1.49269,
-0.215185,0.0379751,1.49272,
-0.215166,0.0382414,1.49276,
-0.215147,0.0385077,1.4928,
-0.215126,0.038774,1.49284,
-0.215103,0.0390489,1.49288,
-0.215079,0.0393236,1.49292,
-0.215052,0.039598,1.49296,
-0.215024,0.0398595,1.49301,
-0.214995,0.0401205,1.49305,
-0.214962,0.0403919,1.49309,
-0.214927,0.0406617,1.49314,
-0.214887,0.0409527,1.49319,
-0.214846,0.0412424,1.49324,
-0.214804,0.041532,1.4933,
-0.214758,0.0418222,1.49336,
-0.214717,0.0420598,1.4934,
-0.214675,0.0422731,1.49344,
-0.214624,0.04251,1.49349,
-0.214563,0.0427759,1.49354,
-0.214498,0.0430415,1.4936,
-0.214414,0.0433712,1.49366,
-0.214302,0.0437827,1.49375,
-0.214183,0.0441925,1.49383,
-0.214074,0.0445481,1.4939,
-0.213942,0.0449547,1.49398,
-0.213878,0.0451304,1.49402,
-0.213801,0.0453138,1.49406,
-0.213711,0.0455021,1.4941,
-0.213542,0.0458322,1.49417,
-0.213313,0.046257,1.49426,
-0.213052,0.0467218,1.49436,
-0.212785,0.0471825,1.49447,
-0.212549,0.0475778,1.49456,
-0.212397,0.0478279,1.49461,
-0.212212,0.0481238,1.49468,
-0.212028,0.0484126,1.49474,
-0.21184,0.0486987,1.49481,
-0.211598,0.0490552,1.4949,
-0.21135,0.0494074,1.49498,
-0.211283,0.0495002,1.495,
-0.211212,0.0495945,1.49502,
-0.21114,0.0496887,1.49504,
-0.211068,0.0497828,1.49506,
-0.210995,0.0498764,1.49509,
-0.210921,0.0499698,1.49511,
-0.210846,0.0500631,1.49513,
-0.210663,0.0502896,1.49517,
-0.210382,0.0506277,1.49525,
-0.210125,0.0509288,1.49531,
-0.209864,0.0512267,1.49538,
-0.209595,0.051524,1.49544,
-0.209238,0.051906,1.49553,
-0.208869,0.0522859,1.49561,
-0.208431,0.0527209,1.49571,
-0.207915,0.0532123,1.49581,
-0.207475,0.0536188,1.4959,
-0.207029,0.0540215,1.49598,
-0.206579,0.054419,1.49606,
-0.206044,0.054881,1.49615,
-0.205527,0.0553168,1.49624,
-0.205005,0.0557457,1.49633,
-0.204473,0.0561715,1.49641,
-0.203835,0.0566681,1.49651,
-0.203202,0.0571422,1.49661,
-0.202736,0.0574791,1.49667,
-0.202138,0.0579041,1.49676,
-0.201547,0.0583209,1.49684,
-0.200953,0.0587351,1.49692,
-0.200354,0.0591459,1.49699,
-0.199739,0.0595546,1.49706,
-0.199079,0.0599758,1.49713,
-0.198404,0.0603931,1.49721,
-0.197682,0.0608314,1.49729,
-0.196951,0.0612701,1.49736,
-0.1962,0.0617206,1.49743,
-0.195148,0.0623468,1.49753,
-0.194169,0.0629155,1.49761,
-0.19388,0.0630799,1.49763,
-0.193591,0.0632417,1.49765,
-0.193298,0.0634044,1.49768,
-0.192999,0.0635668,1.4977,
-0.192698,0.0637262,1.49773,
-0.192398,0.0638822,1.49776,
-0.192092,0.0640379,1.49778,
-0.191239,0.0644663,1.49786,
-0.190203,0.0649743,1.49794,
-0.189388,0.0653624,1.498,
-0.188564,0.0657438,1.49806,
-0.187729,0.0661207,1.49812,
-0.186876,0.0664975,1.49818,
-0.185758,0.0669821,1.49825,
-0.184466,0.0675329,1.49834,
-0.183174,0.0680767,1.49843,
-0.181889,0.0686061,1.49852,
-0.180575,0.06913,1.49861,
-0.179244,0.069641,1.49871,
-0.177821,0.0701695,1.49882,
-0.176273,0.0707293,1.49895,
-0.174718,0.0712781,1.49907,
-0.173053,0.071855,1.4992,
-0.171376,0.0724253,1.49934,
-0.169294,0.0731148,1.49951,
-0.167193,0.0737886,1.49967,
-0.166773,0.0739206,1.4997,
-0.166352,0.0740519,1.49974,
-0.164842,0.0745136,1.49985,
-0.164417,0.0746402,1.49989,
-0.162887,0.0750859,1.50001,
-0.161262,0.0755407,1.50013,
-0.159589,0.0759907,1.50025,
-0.157537,0.0765248,1.5004,
-0.155468,0.0770458,1.50055,
-0.153367,0.0775574,1.50071,
-0.151262,0.0780534,1.50086,
-0.149145,0.0785355,1.50101,
-0.147216,0.0789615,1.50116,
-0.145286,0.0793764,1.50131,
-0.143353,0.0797804,1.50147,
-0.141395,0.0801757,1.50164,
-0.139078,0.0806243,1.50185,
-0.136473,0.08111,1.50209,
-0.134113,0.0815283,1.50231,
-0.131465,0.0819698,1.50256,
-0.128775,0.0823968,1.50282,
-0.125861,0.0828426,1.50311,
-0.122945,0.0832749,1.5034,
-0.120328,0.08365,1.50367,
-0.117776,0.0840023,1.50393,
-0.115183,0.0843428,1.50421,
-0.111644,0.0847678,1.50461,
-0.108123,0.0851545,1.50502,
-0.104595,0.0855209,1.50544,
-0.101066,0.0858668,1.50587,
-0.0973683,0.0862052,1.50633,
-0.0936897,0.0865112,1.5068,
-0.0902103,0.0867637,1.50726,
-0.0867711,0.0869763,1.50772,
-0.0832975,0.0871609,1.50819,
-0.0796757,0.08733,1.50868,
-0.0772148,0.0874335,1.50901,
-0.0747366,0.0875281,1.50936,
-0.0722965,0.0876113,1.5097,
-0.0698559,0.0876844,1.51005,
-0.0657792,0.0877903,1.51063,
-0.0638838,0.0878328,1.5109,
-0.061958,0.087871,1.51117,
-0.0600295,0.0879015,1.51144,
-0.0580659,0.0879253,1.5117,
-0.0541469,0.0879531,1.51222,
-0.0502333,0.0879568,1.51275,
-0.0460719,0.0879351,1.51332,
-0.0416636,0.0878747,1.51395,
-0.0366433,0.087763,1.51468,
-0.0316101,0.0876167,1.51542,
-0.0267505,0.087437,1.51613,
-0.0220131,0.0872005,1.51685,
-0.0172889,0.0868883,1.51761,
-0.0131764,0.0865826,1.51828,
-0.00905161,0.0862739,1.51892,
-0.00492019,0.0859654,1.51952,
-0.000709322,0.0856465,1.52012,
0.00429195,0.0852403,1.52081,
0.010637,0.0846707,1.52168,
0.0169813,0.0840475,1.52253,
0.023311,0.0833746,1.52335,
0.0289431,0.0827275,1.5241,
0.0345001,0.082034,1.52486,
0.0398011,0.0813314,1.52562,
0.0450418,0.0806105,1.52635,
0.0503059,0.0798695,1.52707,
0.056726,0.0789404,1.52791,
0.0631668,0.0779687,1.52871,
0.0696261,0.0769543,1.52949,
0.0779879,0.0756146,1.53044,
0.0853388,0.0744313,1.53121,
0.0920089,0.0733318,1.53186,
0.0991354,0.0721005,1.53252,
0.105128,0.0710246,1.53304,
0.111112,0.0699283,1.53353,
0.117168,0.0688176,1.53398,
0.123234,0.067717,1.53438,
0.130257,0.0664571,1.53478,
0.137324,0.065215,1.53513,
0.145638,0.0637813,1.53547,
0.153915,0.0623506,1.53573,
0.162217,0.0608878,1.53589,
0.170488,0.0594004,1.53598,
0.177695,0.0581021,1.53601,
0.184903,0.0568314,1.53597,
0.191976,0.0556216,1.53588,
0.199063,0.0544437,1.53574,
0.206165,0.0533002,1.53553,
0.21142,0.0524665,1.53537,
0.216631,0.0516368,1.53525,
0.222676,0.0506741,1.53512,
0.23054,0.0494416,1.53489,
0.237544,0.048371,1.53461,
0.244569,0.0473306,1.53429,
0.251598,0.0463328,1.53394,
0.258663,0.0453774,1.53355,
0.266944,0.0443396,1.53303,
0.277955,0.0430476,1.53224,
0.288551,0.0418342,1.53142,
0.299119,0.040636,1.53056,
0.309652,0.0394646,1.52966,
0.320184,0.0383126,1.52874,
0.329411,0.0373284,1.5279,
0.339884,0.0362601,1.52692,
0.350367,0.0352565,1.52587,
0.36085,0.0343148,1.52477,
0.371333,0.0334344,1.52361,
0.377862,0.0329144,1.52287,
0.384401,0.0324087,1.52216,
0.390959,0.0319037,1.52152,
0.39755,0.0314023,1.52098,
0.405115,0.0308529,1.52036,
0.412679,0.0303384,1.5197,
0.422122,0.0297491,1.51879,
0.43156,0.0292222,1.51779,
0.441,0.0287523,1.51673,
0.453766,0.0281903,1.51526,
0.466533,0.0277056,1.51374,
0.479276,0.0272908,1.51219,
0.493806,0.0268909,1.51039,
0.5083,0.0265775,1.50865,
0.522109,0.0263557,1.50707,
0.536005,0.0261816,1.50554,
0.552727,0.0260138,1.50366,
0.568817,0.0258955,1.50183,
0.57988,0.025841,1.50056,
0.593768,0.0257747,1.49908,
0.608008,0.0256969,1.49772,
0.623279,0.0256344,1.49632,
0.638645,0.0256019,1.49496,
0.658332,0.0256034,1.4933,
0.678026,0.0256512,1.49173,
0.696288,0.0257286,1.49033,
0.70988,0.0258015,1.48931,
0.723441,0.0258858,1.4883,
0.737001,0.0259854,1.4873,
0.750569,0.0260999,1.48631,
0.767312,0.0262599,1.48511,
0.785487,0.0264561,1.48385,
0.803665,0.026676,1.48266,
0.821994,0.0269196,1.48154,
0.841905,0.0271811,1.48045,
0.861657,0.0274313,1.47949,
0.892063,0.0278009,1.47804,
0.923505,0.0282134,1.47655,
0.954314,0.0286456,1.47509,
0.984617,0.0290875,1.47367,
1.00351,0.0293591,1.47284,
1.01756,0.0295541,1.47226,
1.03664,0.0298102,1.47153,
1.05575,0.0300659,1.47082,
1.08303,0.0304344,1.46983,
1.11637,0.0308951,1.46863,
1.14989,0.0313603,1.46748,
1.17593,0.0317078,1.46665,
1.20206,0.0320371,1.46588,
1.22767,0.0323361,1.46517,
1.25342,0.0326315,1.46451,
1.28901,0.0330307,1.46364,
1.32793,0.0334448,1.46276,
1.36701,0.0338564,1.46194,
1.41183,0.0343431,1.46103,
1.45413,0.0348299,1.46022,
1.49188,0.0352788,1.45953,
1.5296,0.03573,1.45885,
1.56444,0.0361497,1.45822,
1.59758,0.0365541,1.45763,
1.63081,0.0369638,1.45706,
1.66869,0.0374383,1.45645,
1.70686,0.0379063,1.45589,
1.74103,0.0383097,1.45541,
1.77283,0.0386823,1.45496,
1.80698,0.039073,1.45449,
1.84207,0.0394584,1.454,
1.87595,0.0398133,1.45352,
1.90989,0.0401525,1.45304,
1.93785,0.0404326,1.45264,
1.95818,0.0406454,1.45236,
1.98614,0.040946,1.45198,
2.01619,0.0412828,1.45157,
2.0456,0.0416244,1.45117,
2.075,0.0419704,1.45079,
2.10439,0.0423173,1.45041,
2.13382,0.0426647,1.45004,
2.16542,0.043035,1.44966,
2.1988,0.0434253,1.44927,
2.23445,0.0438456,1.44884,
2.26783,0.0442417,1.44845,
2.30348,0.0446669,1.44803,
2.33913,0.0450924,1.44761,
2.37477,0.0455138,1.44719,
2.41039,0.0459256,1.44679,
2.44609,0.0463253,1.4464,
2.47931,0.0466813,1.44606,
2.51104,0.0470074,1.44575,
2.54276,0.0473328,1.44545,
2.58841,0.0478085,1.44502,
2.63704,0.0483232,1.44456,
2.68566,0.0488418,1.4441,
2.72988,0.0493122,1.44369,
2.77413,0.049775,1.44329,
2.81837,0.0502346,1.4429,
2.87468,0.0508166,1.4424,
2.92333,0.0513037,1.44198,
2.96141,0.0516638,1.44167,
2.98674,0.0518883,1.44146,
3.01952,0.0521736,1.4412,
3.05229,0.052459,1.44094,
3.08507,0.0527465,1.44068,
3.11928,0.053047,1.44041,
3.15004,0.0533178,1.44017,
3.18597,0.0536365,1.4399,
3.22191,0.0539584,1.43962,
3.25989,0.0542975,1.43934,
3.29887,0.0546437,1.43904,
3.33784,0.0549893,1.43874,
3.37076,0.0552806,1.43849,
3.40371,0.0555697,1.43823,
3.4361,0.0558504,1.43799,
3.46474,0.0560963,1.43778,
3.4934,0.0563383,1.43757,
3.52206,0.0565771,1.43736,
3.56211,0.0569135,1.43708,
3.60216,0.0572557,1.43679,
3.63155,0.0575088,1.43659,
3.66095,0.0577629,1.43638,
3.69032,0.0580193,1.43618,
3.71968,0.0582786,1.43598,
3.77157,0.0587373,1.43563,
3.82346,0.0591911,1.43528,
3.85097,0.0594291,1.4351,
3.88109,0.0596852,1.4349,
3.9093,0.0599206,1.43472,
3.93751,0.0601532,1.43454,
3.97098,0.060434,1.43433,
4.00446,0.0607191,1.43412,
4.04937,0.0611056,1.43382,
4.07395,0.0613162,1.43366,
4.09852,0.0615238,1.43351,
4.12311,0.0617277,1.43335,
4.14771,0.0619281,1.4332,
4.1951,0.0623135,1.43292,
4.22499,0.0625581,1.43274,
4.25487,0.0628031,1.43256,
4.28476,0.063048,1.43238,
4.31488,0.0632941,1.4322,
4.345,0.0635392,1.43202,
4.38138,0.0638336,1.4318,
4.41126,0.0640741,1.43163,
4.44114,0.064314,1.43146,
4.4729,0.0645714,1.43128,
4.50918,0.0648739,1.43106,
4.54544,0.0651833,1.43085,
4.57579,0.0654418,1.43066,
4.60614,0.0656981,1.43048,
4.63181,0.065912,1.43033,
4.65282,0.0660842,1.43021,
4.67163,0.0662365,1.4301,
4.69046,0.0663876,1.43,
4.71555,0.0665879,1.42986,
4.73791,0.0667661,1.42974,
4.76027,0.0669443,1.42962,
4.78233,0.0671202,1.4295,
4.804,0.067293,1.42939,
4.82568,0.0674659,1.42927,
4.84736,0.0676386,1.42915,
4.86879,0.0678092,1.42903,
4.88981,0.0679766,1.42892,
4.91083,0.0681437,1.42881,
4.93184,0.0683107,1.42869,
4.95275,0.0684768,1.42858,
4.97335,0.0686404,1.42847,
4.99395,0.0688037,1.42836,
5.01445,0.0689662,1.42824,
5.03467,0.0691264,1.42813,
5.05489,0.0692864,1.42802,
5.07511,0.0694463,1.42791,
5.09499,0.0696034,1.42781,
5.11487,0.0697604,1.4277,
5.13475,0.0699171,1.42759,
5.15432,0.0700714,1.42749,
5.17413,0.0702275,1.42738,
5.19364,0.070381,1.42727,
5.22772,0.0706489,1.42709,
5.24696,0.0708,1.42699,
5.28094,0.0710667,1.4268,
5.28801,0.0711221,1.42676,
5.29508,0.0711776,1.42673,
5.30215,0.0712331,1.42669,
5.30922,0.0712885,1.42665,
5.31629,0.0713439,1.42661,
5.32337,0.0713993,1.42657,
5.33044,0.0714546,1.42653,
5.33751,0.07151,1.4265,
5.34458,0.0715654,1.42646,
5.34692,0.0715837,1.42645,
5.34721,0.071586,1.42644,
5.34736,0.0715871,1.42644,
5.34743,0.0715877,1.42644,
5.34747,0.071588,1.42644,
5.34748,0.071588,1.42644,
5.34748,0.0715881,1.42644,
5.34748,0.0715881,1.42644,
-0.215473,0.0316179,1.49219,
-0.215473,0.0316957,1.4922,
-0.215472,0.0317737,1.4922,
-0.215472,0.0318517,1.4922,
-0.215471,0.0319297,1.4922,
-0.215471,0.0320082,1.4922,
-0.21547,0.0320842,1.49221,
-0.215469,0.0321601,1.49221,
-0.215469,0.0322367,1.49221,
-0.215468,0.0323134,1.49221,
-0.215467,0.0323901,1.49221,
-0.215466,0.0324673,1.49222,
-0.215465,0.03255,1.49222,
-0.215464,0.0326327,1.49222,
-0.215462,0.0327154,1.49222,
-0.215461,0.0327984,1.49223,
-0.215457,0.0330006,1.49224,
-0.215455,0.0330792,1.49224,
-0.215452,0.0331577,1.49224,
-0.21545,0.0332366,1.49225,
-0.215448,0.0333155,1.49225,
-0.215445,0.0333943,1.49225,
-0.215443,0.0334714,1.49226,
-0.21544,0.0335484,1.49226,
-0.215437,0.0336256,1.49227,
-0.215429,0.0338224,1.49228,
-0.215421,0.0340189,1.49229,
-0.215413,0.0341778,1.4923,
-0.215405,0.0343366,1.49231,
-0.215397,0.034495,1.49233,
-0.215384,0.034722,1.49234,
-0.215371,0.0349487,1.49236,
-0.215358,0.0351752,1.49239,
-0.215354,0.0352321,1.49239,
-0.215351,0.035289,1.4924,
-0.215346,0.0353777,1.49241,
-0.215337,0.0355127,1.49242,
-0.215325,0.0357144,1.49244,
-0.215311,0.0359531,1.49247,
-0.215296,0.0361921,1.49249,
-0.215281,0.0364408,1.49252,
-0.215266,0.0366914,1.49255,
-0.21525,0.0369419,1.49258,
-0.215235,0.0371931,1.49262,
-0.215219,0.0374533,1.49265,
-0.215202,0.0377142,1.49269,
-0.215185,0.0379751,1.49272,
-0.215166,0.0382414,1.49276,
-0.215147,0.0385077,1.4928,
-0.215126,0.038774,1.49284,
-0.215103,0.0390489,1.49288,
-0.215079,0.0393236,1.49292,
-0.215052,0.039598,1.49296,
-0.215024,0.0398595,1.49301,
-0.214995,0.0401205,1.49305,
-0.214962,0.0403919,1.49309,
-0.214927,0.0406617,1.49314,
-0.214887,0.0409527,1.49319,
-0.214846,0.0412424,1.49324,
-0.214804,0.041532,1.4933,
-0.214758,0.0418222,1.49336,
-0.214717,0.0420598,1.4934,
-0.214675,0.0422731,1.49344,
-0.214624,0.04251,1.49349,
-0.214563,0.0427759,1.49354,
-0.214498,0.0430415,1.4936,
-0.214414,0.0433712,1.49366,
-0.214302,0.0437827,1.49375,
-0.214183,0.0441925,1.49383,
-0.214074,0.0445481,1.4939,
-0.213942,0.0449547,1.49398,
