CFD-a,CFD-a.1,SIM-a,SIM-a.1,CFD-b,CFD-b.1,SIM-b,SIM-b.1,CFD-c,CFD-c.1,SIM-c,SIM-c.1,CFD-d,CFD-d.1,SIM-d,SIM-d.1,CFD-e,CFD-e.1,SIM-e,SIM-e.1
0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0,0.0,40000.0
0.000163,37324.0,0.000163,39936.406799285716,0.000163,37550.0,0.000163,39935.079738571425,0.00275,39310.666666666664,0.00275,39060.21101,0.000163,37226.0,0.000163,39939.917566000004,0.000165,37202.0,0.000165,39942.11210307692
0.000351,38254.0,0.000351,39872.813598571425,0.00035,38430.0,0.00035,39870.15947714286,0.00521,38621.333333333336,0.00521,38166.60594,0.000351,38216.0,0.000351,39879.835132,0.000355,38190.0,0.000355,39884.22420615385
0.000541,38498.0,0.000541,39809.22039785714,0.000539,38666.0,0.000539,39805.23921571429,0.00652,37932.0,0.00652,38021.26002166667,0.000541,38500.0,0.000541,39819.752698,0.000547,38468.0,0.000547,39826.33630923077
0.000737,38162.0,0.000737,39745.62719714286,0.000735,38418.0,0.000735,39740.318954285714,0.00671,38658.0,0.00671,37875.914103333336,0.000738,38112.0,0.000738,39759.670264,0.000746,38108.0,0.000746,39768.44841230769
0.000938,37700.0,0.000938,39682.033996428574,0.000935,37988.0,0.000935,39675.39869285714,0.0069,38882.0,0.0069,37730.568185,0.000938,37634.0,0.000938,39699.587830000004,0.000945,37558.0,0.000945,39710.56051538462
0.00114,37754.0,0.00114,39618.44079571428,0.00113,37966.0,0.00113,39610.47843142857,0.00709,38772.0,0.00709,37585.222266666664,0.00113,37684.0,0.00113,39639.505396,0.00114,37652.0,0.00114,39652.67261846154
0.00133,37998.0,0.00133,39554.847595,0.00133,38234.0,0.00133,39545.558170000004,0.00728,38402.0,0.00728,37439.87634833333,0.00133,38000.0,0.00133,39579.422962,0.00132,38016.0,0.00132,39594.78472153846
0.00153,37954.0,0.00153,39491.254394285716,0.00154,38202.0,0.00154,39480.63790857143,0.00745,38320.0,0.00745,37294.53043,0.00153,37952.0,0.00153,39519.340528,0.00152,37986.0,0.00152,39536.89682461538
0.00175,37780.0,0.00175,39427.661193571425,0.00176,38038.0,0.00176,39415.717647142854,0.00747,38238.0,0.00747,37222.60101,0.00175,37780.0,0.00175,39459.258094000004,0.00174,37802.0,0.00174,39479.00892769231
0.00197,37600.0,0.00197,39364.06799285714,0.00197,37948.0,0.00197,39350.797385714286,0.00765,38306.0,0.00765,37150.67159,0.00196,37562.0,0.00196,39399.17566,0.00195,37534.0,0.00195,39421.12103076923
0.00218,37534.0,0.00218,39300.47479214286,0.00217,37816.0,0.00217,39285.87712428572,0.00784,38444.0,0.00784,37078.74217,0.00217,37540.0,0.00217,39339.093226,0.00215,37560.0,0.00215,39363.23313384615
0.00239,37584.0,0.00239,39236.88159142857,0.00238,37840.0,0.00238,39220.95686285714,0.00805,38338.0,0.00805,37006.81275,0.00237,37600.0,0.00237,39279.010792,0.00236,37634.0,0.00236,39305.34523692308
0.00261,37608.0,0.00261,39173.28839071428,0.00259,37794.0,0.00259,39156.03660142857,0.00825,38226.0,0.00825,36934.88333,0.00259,37622.0,0.00259,39218.928358000005,0.00258,37600.0,0.00258,39247.45734
0.00275,37570.0,0.00275,39109.69519,0.00275,37763.0,0.00275,39091.11634,0.00844,38072.0,0.00844,36862.95391,0.00281,37558.0,0.00281,39158.845924,0.0028,37558.0,0.0028,39189.56944307692
0.00283,37532.0,0.00283,39046.67796,0.00279,37732.0,0.00279,39028.96119923077,0.00864,38036.0,0.00864,36791.02449,0.00304,37522.0,0.00304,39098.76349,0.00303,37530.0,0.00303,39131.68154615385
0.00305,37474.0,0.00305,38983.660729999996,0.00301,37666.0,0.00301,38966.80605846154,0.00883,37910.0,0.00883,36719.09507,0.00327,37418.0,0.00327,39038.681056,0.00325,37444.0,0.00325,39073.79364923077
0.00329,37390.0,0.00329,38920.6435,0.00322,37624.0,0.00322,38904.65091769231,0.00903,37876.0,0.00903,36647.16565,0.00351,37362.0,0.00351,38978.598622000005,0.00347,37390.0,0.00347,39015.90575230769
0.00352,37354.0,0.00352,38857.62627,0.00343,37594.0,0.00343,38842.495776923075,0.00924,37762.0,0.00924,36575.23623,0.00374,37256.0,0.00374,38918.516188,0.00368,37282.0,0.00368,38958.01785538462
0.00374,37242.0,0.00374,38794.609039999996,0.00363,37502.0,0.00363,38780.340636153844,0.00944,37642.0,0.00944,36503.30681,0.00397,37088.0,0.00397,38858.433754,0.00389,37104.0,0.00389,38900.12995846154
0.00398,37056.0,0.00398,38731.59181,0.00383,37358.0,0.00383,38718.18549538461,0.00952,37589.0,0.00952,36431.37739,0.004,37019.0,0.004,38798.35132,0.00411,36966.0,0.00411,38842.24206153846
0.00421,36932.0,0.00421,38668.57458,0.00403,37162.0,0.00403,38656.03035461539,0.00964,37536.0,0.00964,36345.357281000004,0.0042,36950.0,0.0042,38729.882716428576,0.00435,36768.0,0.00435,38784.35416461538
0.00443,36800.0,0.00443,38605.557349999995,0.00424,37004.0,0.00424,38593.87521384616,0.00984,37434.0,0.00984,36259.337172,0.00444,36752.0,0.00444,38661.41411285714,0.00458,36662.0,0.00458,38726.46626769231
0.00465,36738.0,0.00465,38542.54012,0.00446,36938.0,0.00446,38531.720073076925,0.01004,37162.0,0.01004,36173.317063,0.00467,36654.0,0.00467,38592.94550928572,0.00481,36506.0,0.00481,38668.57837076923
0.00486,36650.0,0.00486,38479.52289,0.00467,36900.0,0.00467,38469.564932307694,0.01026,36884.0,0.01026,36087.296954,0.0049,36546.0,0.0049,38524.476905714284,0.00506,36390.0,0.00506,38610.69047384615
0.00507,36540.0,0.00507,38416.505659999995,0.00487,36774.0,0.00487,38407.40979153846,0.01048,36696.0,0.01048,36001.276845,0.00515,36432.0,0.00515,38456.00830214286,0.00532,36176.0,0.00532,38552.80257692308
0.0052,36472.0,0.0052,38353.48843,0.00509,36586.0,0.00509,38345.25465076923,0.01071,36516.0,0.01071,35915.256736,0.0054,36226.0,0.0054,38387.539698571425,0.0055,36050.0,0.0055,38494.91468
0.0053,36404.0,0.0053,38287.434988,0.0052,36477.0,0.0052,38283.09951,0.01092,36282.0,0.01092,35829.236627,0.00567,36004.0,0.00567,38319.071095,0.00558,35924.0,0.00558,38424.051153125
0.00554,36218.0,0.00554,38221.381546,0.00528,36368.0,0.00528,38209.006025,0.01113,36054.0,0.01113,35743.216518,0.00592,35808.0,0.00592,38250.60249142857,0.00584,35722.0,0.00584,38353.18762625
0.00579,36090.0,0.00579,38155.328104,0.0055,36168.0,0.0055,38134.91254,0.01134,35678.0,0.01134,35657.196409,0.00619,35602.0,0.00619,38182.13388785714,0.0061,35510.0,0.0061,38282.324099375
0.00603,35932.0,0.00603,38089.274661999996,0.00571,35974.0,0.00571,38060.819055,0.01147,35514.0,0.01147,35571.1763,0.00647,35350.0,0.00647,38113.665284285715,0.00639,35260.0,0.00639,38211.4605725
0.00627,35718.0,0.00627,38023.22122,0.00595,35756.0,0.00595,37986.72557,0.01158,35350.0,0.01158,35475.68408333333,0.00674,35118.0,0.00674,38045.19668071428,0.00668,34988.0,0.00668,38140.597045625
0.00652,35494.0,0.00652,37957.167778,0.00619,35562.0,0.00619,37912.632085000005,0.01181,35018.0,0.01181,35380.19186666667,0.00701,34836.0,0.00701,37976.728077142856,0.00695,34794.0,0.00695,38069.73351875
0.00679,35250.0,0.00679,37891.114336,0.00645,35220.0,0.00645,37838.5386,0.01203,34726.0,0.01203,35284.69965,0.00729,34588.0,0.00729,37908.25947357142,0.00723,34576.0,0.00723,37998.869991875
0.00706,35006.0,0.00706,37825.060894,0.0067,34932.0,0.0067,37764.445115,0.01226,34460.0,0.01226,35189.20743333334,0.00739,34462.0,0.00739,37839.79087,0.00752,34352.0,0.00752,37928.006465
0.00732,34840.0,0.00732,37759.007452,0.00697,34522.0,0.00697,37690.351630000005,0.01249,34094.0,0.01249,35093.715216666664,0.00758,34336.0,0.00758,37767.0081,0.0078,34092.0,0.0078,37857.142938125005
0.00743,34711.0,0.00743,37692.95401,0.00721,34314.0,0.00721,37616.258145,0.01272,33774.0,0.01272,34998.223,0.00785,34102.0,0.00785,37694.225329999994,0.0081,33838.0,0.0081,37786.279411250005
0.00758,34582.0,0.00758,37619.29107875,0.00744,34160.0,0.00744,37542.16466,0.01296,33402.0,0.01296,34902.73078333333,0.00814,33802.0,0.00814,37621.442559999996,0.00841,33640.0,0.00841,37715.415884375005
0.00784,34342.0,0.00784,37545.6281475,0.00746,34006.0,0.00746,37464.99476111111,0.01318,33084.0,0.01318,34807.23856666667,0.00845,33518.0,0.00845,37548.65979,0.00874,33400.0,0.00874,37644.552357500004
0.0081,34130.0,0.0081,37471.96521625,0.00772,33642.0,0.00772,37387.82486222222,0.01331,32916.0,0.01331,34711.74635,0.00875,33246.0,0.00875,37475.87702,0.00904,33142.0,0.00904,37573.688830625004
0.00838,33934.0,0.00838,37398.302285,0.00798,33232.0,0.00798,37310.654963333334,0.01339,32748.0,0.01339,34616.34010555556,0.00909,32922.0,0.00909,37403.094249999995,0.00934,32878.0,0.00934,37502.82530375
0.00866,33718.0,0.00866,37324.639353750004,0.00824,32774.0,0.00824,37233.485064444445,0.01362,32400.0,0.01362,34520.933861111116,0.00939,32638.0,0.00939,37330.31148,0.00965,32664.0,0.00965,37431.961776875
0.00893,33464.0,0.00893,37250.9764225,0.00851,32406.0,0.00851,37156.315165555556,0.01384,32066.0,0.01384,34425.527616666666,0.00969,32350.0,0.00969,37257.52871,0.00988,32545.0,0.00988,37361.09825
0.00922,33178.0,0.00922,37177.31349125,0.00879,32046.0,0.00879,37079.14526666667,0.01406,31754.0,0.01406,34330.121372222224,0.00998,32040.0,0.00998,37184.74594,0.00998,32426.0,0.00998,37285.142325
0.00949,33026.0,0.00949,37103.65056,0.00908,31634.0,0.00908,37001.97536777778,0.01429,31350.0,0.01429,34234.71512777778,0.01028,31828.0,0.01028,37111.963169999995,0.01032,32202.0,0.01032,37209.186400000006
0.00952,32874.0,0.00952,37027.289834285715,0.00934,31316.0,0.00934,36924.80546888889,0.01454,30934.0,0.01454,34139.30888333334,0.01037,31711.0,0.01037,37039.1804,0.01065,31980.0,0.01065,37133.230475000004
0.00981,32584.0,0.00981,36950.92910857143,0.0095,31152.0,0.0095,36847.63557,0.01477,30576.0,0.01477,34043.90263888889,0.01058,31594.0,0.01058,36962.459246666665,0.01101,31754.0,0.01101,37057.27455
0.01013,32248.0,0.01013,36874.56838285714,0.0096,30988.0,0.0096,36764.96457,0.015,30238.0,0.015,33948.496394444446,0.01092,31298.0,0.01092,36885.73809333333,0.01135,31584.0,0.01135,36981.318625
0.01044,31918.0,0.01044,36798.20765714286,0.00987,30684.0,0.00987,36682.29357,0.01507,30056.0,0.01507,33853.09015,0.01125,31066.0,0.01125,36809.01694,0.01172,31358.0,0.01172,36905.3627
0.01077,31608.0,0.01077,36721.846931428576,0.01012,30396.0,0.01012,36599.62257,0.01526,29874.0,0.01526,33746.008875,0.01159,30828.0,0.01159,36732.29578666667,0.01208,31128.0,0.01208,36829.406775
0.0111,31296.0,0.0111,36645.48620571429,0.01038,30098.0,0.01038,36516.951570000005,0.01551,29534.0,0.01551,33638.9276,0.0119,30608.0,0.0119,36655.57463333333,0.01242,30908.0,0.01242,36753.45085
0.0114,31130.0,0.0114,36569.12548,0.01064,29802.0,0.01064,36434.28057,0.01574,29198.0,0.01574,33531.846325000006,0.01226,30356.0,0.01226,36578.85348,0.01276,30770.0,0.01276,36677.494925
0.01141,30964.0,0.01141,36498.93785285715,0.01092,29496.0,0.01092,36351.60957,0.01597,28890.0,0.01597,33424.76505,0.01259,30126.0,0.01259,36502.132326666666,0.01311,30532.0,0.01311,36601.539000000004
0.01171,30598.0,0.01171,36428.750225714284,0.0112,29124.0,0.0112,36268.938570000006,0.01622,28560.0,0.01622,33317.683775,0.01293,29844.0,0.01293,36425.411173333334,0.01343,30272.0,0.01343,36525.583075
0.01205,30184.0,0.01205,36358.56259857143,0.01143,28928.0,0.01143,36186.26757,0.01646,28224.0,0.01646,33210.6025,0.01306,29708.0,0.01306,36348.69002,0.01362,30137.0,0.01362,36449.62715
0.01239,29806.0,0.01239,36288.37497142857,0.01146,28732.0,0.01146,36106.64760625,0.01673,27890.0,0.01673,33103.521225000004,0.01325,29572.0,0.01325,36272.4700125,0.01376,30002.0,0.01376,36373.127091
0.0127,29492.0,0.0127,36218.18734428572,0.01171,28422.0,0.01171,36027.027642500005,0.01676,27728.0,0.01676,32996.43995,0.01357,29302.0,0.01357,36196.250005,0.0141,29868.0,0.0141,36296.627032
0.01302,29144.0,0.01302,36147.999717142855,0.01195,28136.0,0.01195,35947.40767875,0.01698,27566.0,0.01698,32874.61594,0.01388,29034.0,0.01388,36120.0299975,0.01443,29708.0,0.01443,36220.126973
0.0132,28964.0,0.0132,36077.81209,0.01219,27896.0,0.01219,35867.787715,0.01725,27288.0,0.01725,32752.79193,0.0142,28784.0,0.0142,36043.80999,0.01477,29532.0,0.01477,36143.626914
0.01335,28784.0,0.01335,36001.72598333333,0.01245,27624.0,0.01245,35788.16775125,0.01754,26930.0,0.01754,32630.96792,0.01453,28542.0,0.01453,35967.5899825,0.01512,29308.0,0.01512,36067.126854999995
0.01366,28440.0,0.01366,35925.63987666667,0.01272,27312.0,0.01272,35708.5477875,0.01781,26544.0,0.01781,32509.143910000003,0.01485,28300.0,0.01485,35891.369975,0.01545,29062.0,0.01545,35990.626796
0.01395,28172.0,0.01395,35849.55377,0.01298,27056.0,0.01298,35628.927823750004,0.01805,26246.0,0.01805,32387.319900000002,0.01518,28034.0,0.01518,35815.1499675,0.01581,28864.0,0.01581,35914.126737
0.01425,27854.0,0.01425,35773.46766333333,0.01324,26894.0,0.01324,35549.30786,0.01826,26016.0,0.01826,32265.495890000002,0.01552,27897.0,0.01552,35738.92996,0.01618,28586.0,0.01618,35837.626678
0.01457,27588.0,0.01457,35697.38155666667,0.01352,26638.0,0.01352,35446.23225833333,0.01838,25931.0,0.01838,32143.67188,0.01553,27760.0,0.01553,35660.59858714286,0.01657,28330.0,0.01657,35761.126618999995
0.0149,27440.0,0.0149,35621.29545,0.0138,26288.0,0.0138,35343.156656666666,0.01851,25846.0,0.01851,32022.710181428574,0.0159,27508.0,0.0159,35582.26721428572,0.01693,28255.0,0.01693,35684.62656
0.01491,27292.0,0.01491,35549.95989,0.0141,25986.0,0.0141,35240.081055,0.01878,25574.0,0.01878,31901.748482857143,0.01628,27282.0,0.01628,35503.935841428574,0.01698,28180.0,0.01698,35601.9027525
0.01527,27028.0,0.01527,35478.62433,0.01439,25786.0,0.01439,35137.00545333333,0.01904,25270.0,0.01904,31780.786784285716,0.01666,27022.0,0.01666,35425.60446857143,0.01742,28036.0,0.01742,35519.178945
0.01563,26784.0,0.01563,35407.28877,0.01468,25598.0,0.01468,35033.92985166666,0.0193,24950.0,0.0193,31659.825085714285,0.01706,26760.0,0.01706,35347.273095714285,0.01784,27872.0,0.01784,35436.4551375
0.01599,26516.0,0.01599,35335.95321,0.01496,25466.0,0.01496,34930.85425,0.01955,24618.0,0.01955,31538.863387142857,0.01748,26578.0,0.01748,35268.94172285715,0.0183,27670.0,0.0183,35353.731329999995
0.01635,26232.0,0.01635,35264.61765,0.01499,25334.0,0.01499,34830.19223,0.01982,24330.0,0.01982,31417.901688571426,0.01781,26471.0,0.01781,35190.61035,0.01878,27434.0,0.01878,35271.0075225
0.01651,26065.0,0.01651,35193.28209,0.01533,25016.0,0.01533,34729.53021,0.01996,24199.0,0.01996,31296.93999,0.01789,26364.0,0.01789,35107.245905,0.01926,27218.0,0.01926,35188.283715
0.0167,25898.0,0.0167,35112.41713,0.01565,24740.0,0.01565,34628.868189999994,0.02008,24068.0,0.02008,31157.191171666665,0.01833,26222.0,0.01833,35023.881460000004,0.01979,26940.0,0.01979,35105.5599075
0.01709,25580.0,0.01709,35031.55217,0.01598,24450.0,0.01598,34528.20617,0.02037,23782.0,0.02037,31017.442353333332,0.0188,26040.0,0.0188,34940.517015000005,0.01992,26802.0,0.01992,35022.8361
0.01746,25294.0,0.01746,34950.68721,0.01631,24116.0,0.01631,34427.54415,0.02064,23534.0,0.02064,30877.693535,0.01929,25766.0,0.01929,34857.15257,0.02032,26664.0,0.02032,34925.25865
0.01784,25078.0,0.01784,34869.82225,0.0166,23955.0,0.0166,34326.88213,0.02092,23182.0,0.02092,30737.94471666667,0.01977,25446.0,0.01977,34773.788125,0.02082,26434.0,0.02082,34827.6812
0.01805,24979.0,0.01805,34788.95729,0.01666,23794.0,0.01666,34208.433494,0.02122,22838.0,0.02122,30598.195898333335,0.01994,25296.0,0.01994,34690.42368,0.02133,26146.0,0.02133,34730.10375
0.01822,24880.0,0.01822,34692.859769999995,0.01704,23494.0,0.01704,34089.984857999996,0.02149,22678.0,0.02149,30458.44708,0.02027,25146.0,0.02027,34598.104212,0.02187,25824.0,0.02187,34632.526300000005
0.01864,24646.0,0.01864,34596.76225,0.01741,23192.0,0.01741,33971.536222,0.02151,22518.0,0.02151,30320.423205000003,0.02077,24840.0,0.02077,34505.784744,0.02238,25676.0,0.02238,34534.94885
0.01908,24390.0,0.01908,34500.664730000004,0.01778,22950.0,0.01778,33853.087586,0.02182,22178.0,0.02182,30182.39933,0.0213,24558.0,0.0213,34413.465276,0.02266,25573.0,0.02266,34437.3714
0.01952,24221.0,0.01952,34404.56721,0.01817,22791.0,0.01817,33734.63895,0.02212,21886.0,0.02212,30044.375455,0.02182,24308.0,0.02182,34321.145808,0.02291,25470.0,0.02291,34331.983066
0.01953,24052.0,0.01953,34312.7099275,0.01818,22632.0,0.01818,33618.16161,0.02246,21588.0,0.02246,29906.351580000002,0.02196,24196.0,0.02196,34228.82634,0.02345,25266.0,0.02345,34226.594732000005
0.01999,23710.0,0.01999,34220.852645,0.01858,22304.0,0.01858,33501.68427,0.02282,21278.0,0.02282,29768.327705,0.02234,24084.0,0.02234,34121.30938,0.02402,25040.0,0.02402,34121.206398
0.02047,23380.0,0.02047,34128.9953625,0.01899,21970.0,0.01899,33385.20693,0.02299,21154.0,0.02299,29630.30383,0.02287,23814.0,0.02287,34013.79242,0.02463,24754.0,0.02463,34015.81806400001
0.02093,23202.0,0.02093,34037.13808,0.01937,21646.0,0.01937,33268.729589999995,0.02318,21030.0,0.02318,29467.132196000002,0.02342,23568.0,0.02342,33906.275460000004,0.0252,24602.0,0.0252,33910.42973
0.02097,23024.0,0.02097,33948.9239925,0.01969,21480.0,0.01969,33152.25225,0.02351,20808.0,0.02351,29303.960562,0.02386,23430.0,0.02386,33798.7585,0.02524,24450.0,0.02524,33814.271792
0.02147,22692.0,0.02147,33860.709904999996,0.01981,21314.0,0.01981,33037.495304,0.02386,20610.0,0.02386,29140.788928,0.02397,23292.0,0.02397,33697.78484750001,0.02584,24206.0,0.02584,33718.113854
0.02197,22406.0,0.02197,33772.4958175,0.02026,21016.0,0.02026,32922.738357999995,0.02423,20382.0,0.02423,28977.617294,0.02455,23016.0,0.02455,33596.811195,0.02644,24028.0,0.02644,33621.955916
0.0223,22275.0,0.0223,33684.28173,0.0207,20742.0,0.0207,32807.981412,0.02446,20250.0,0.02446,28814.44566,0.02517,22720.0,0.02517,33495.8375425,0.02706,23790.0,0.02706,33525.797978
0.0225,22144.0,0.0225,33599.2257175,0.02114,20486.0,0.02114,32693.224466,0.02461,20118.0,0.02461,28654.074158,0.02568,22581.0,0.02568,33394.86389,0.02759,23654.0,0.02759,33429.64004
0.02304,21806.0,0.02304,33514.169705,0.02115,20343.0,0.02115,32578.46752,0.025,19834.0,0.025,28493.702656,0.0258,22442.0,0.0258,33299.3960075,0.02768,23518.0,0.02768,33340.927104
0.0236,21476.0,0.0236,33429.1136925,0.0216,20200.0,0.0216,32389.801086666666,0.02539,19532.0,0.02539,28333.331154,0.02646,22176.0,0.02646,33203.928125,0.02834,23256.0,0.02834,33252.214168
0.02362,21294.0,0.02362,33344.05768,0.02209,19938.0,0.02209,32201.13465333333,0.02578,19244.0,0.02578,28172.959652,0.02709,21912.0,0.02709,33108.4602425,0.02898,23056.0,0.02898,33163.501232
0.02414,21112.0,0.02414,33234.32947,0.02256,19674.0,0.02256,32012.46822,0.0259,19096.0,0.0259,28012.58815,0.02741,21790.0,0.02741,33012.99236,0.02965,22810.0,0.02965,33074.788296
0.0247,20800.0,0.0247,33124.60126,0.02302,19428.0,0.02302,31826.228623333333,0.02617,18948.0,0.02617,27815.9930825,0.02771,21668.0,0.02771,32922.2119825,0.02984,22642.0,0.02984,32986.07536
0.02489,20647.0,0.02489,33014.87305,0.0235,19100.0,0.0235,31639.989026666666,0.02655,18660.0,0.02655,27619.398015,0.02833,21408.0,0.02833,32831.431605,0.03037,22474.0,0.03037,32882.8305225
0.02525,20494.0,0.02525,32908.384926666666,0.02394,18936.0,0.02394,31453.74943,0.02693,18370.0,0.02693,27422.8029475,0.02896,21172.0,0.02896,32740.6512275,0.03112,22164.0,0.03112,32779.585685
0.02584,20150.0,0.02584,32801.89680333334,0.02396,18772.0,0.02396,31315.8189825,0.02731,18199.0,0.02731,27226.20788,0.02908,21043.0,0.02908,32649.87085,0.03192,21894.0,0.03192,32676.340847500003
0.02613,20003.0,0.02613,32695.40868,0.02443,18420.0,0.02443,31177.888535,0.02736,18028.0,0.02736,27072.274298,0.02963,20914.0,0.02963,32534.20682,0.03197,21793.0,0.03197,32573.09601
0.02647,19856.0,0.02647,32591.793633333335,0.0249,18102.0,0.0249,31039.9580875,0.02779,17707.2,0.02779,26918.340716000002,0.03038,20654.0,0.03038,32418.54279,0.03274,21692.0,0.03274,32443.94383666667
0.02714,19518.0,0.02714,32488.178586666665,0.02528,17981.0,0.02528,30902.02764,0.02825,17334.0,0.02825,26764.407134,0.03068,20531.0,0.03068,32302.87876,0.03363,21494.0,0.03363,32314.791663333333
0.02733,19335.0,0.02733,32384.56354,0.02537,17860.0,0.02537,30765.81458,0.02867,17072.4,0.02867,26610.473552000003,0.03112,20408.0,0.03112,32191.88263,0.034,21381.0,0.034,32185.63949
0.02778,19152.0,0.02778,32283.513133333334,0.02587,17608.0,0.02587,30629.60152,0.02871,16926.6,0.02871,26456.53997,0.03186,20132.0,0.03186,32080.8865,0.03449,21268.0,0.03449,32063.681403333336
0.02847,18830.0,0.02847,32182.462726666665,0.02639,17356.0,0.02639,30493.388460000002,0.02912,16780.8,0.02912,26205.88879,0.03222,19956.0,0.03222,31969.89037,0.03535,20970.0,0.03535,31941.723316666667
0.0285,18664.0,0.0285,32081.41232,0.02658,17216.0,0.02658,30357.1754,0.02962,16482.4,0.02962,25955.23761,0.03263,19780.0,0.03263,31862.980836666666,0.03594,20847.0,0.03594,31819.76523
0.02919,18498.0,0.02919,31933.292484999998,0.02694,17076.0,0.02694,30177.841463333334,0.03009,16353.400000000001,0.03009,25704.58643,0.03344,19512.0,0.03344,31756.071303333334,0.03623,20724.0,0.03623,31703.960736666668
0.02964,18339.0,0.02964,31785.17265,0.02749,16762.6,0.02749,29998.507526666664,0.03012,16224.4,0.03012,25521.2225625,0.03372,19377.0,0.03372,31649.16177,0.03713,20482.0,0.03713,31588.156243333335
0.02992,18180.0,0.02992,31688.50824,0.02786,16616.0,0.02786,29819.17359,0.03062,15982.0,0.03062,25337.858695,0.03425,19242.0,0.03425,31545.85719,0.0378,20369.0,0.0378,31472.35175
0.03067,17908.0,0.03067,31591.84383,0.02804,16469.4,0.02804,29642.14111,0.03112,15710.0,0.03112,25154.4948275,0.03509,18966.0,0.03509,31442.55261,0.03806,20256.0,0.03806,31361.86421
0.03075,17772.9,0.03075,31495.17942,0.02858,16182.4,0.02858,29465.10863,0.03145,15559.2,0.03145,24971.13096,0.03517,18846.0,0.03517,31339.24803,0.03901,19998.0,0.03901,31251.37667
0.03147,17637.8,0.03147,31353.021955,0.02911,16018.2,0.02911,29288.07615,0.03162,15408.4,0.03162,24792.537565,0.0359,18726.0,0.0359,31189.09472,0.0396,19890.0,0.0396,31140.88913
0.03184,17508.8,0.03184,31210.86449,0.02919,15854.0,0.02919,29113.378803333333,0.03213,15122.4,0.03213,24613.94417,0.03657,18554.0,0.03657,31038.94141,0.04,19782.0,0.04,31035.037036666665
0.03225,17379.8,0.03225,31071.302465,0.0298,15521.0,0.0298,28938.68145666667,0.03263,14830.8,0.03263,24435.350775,0.03678,18382.0,0.03678,30941.70245,0.04098,19534.0,0.04098,30929.184943333334
0.0329,17250.199999999997,0.0329,30931.74044,0.03034,15364.0,0.03034,28763.98411,0.0328,14686.599999999999,0.0328,24256.75738,0.03774,17952.0,0.03774,30844.46349,0.04133,19422.0,0.04133,30823.33285
0.03307,17120.6,0.03307,30840.28945666667,0.03045,15207.0,0.03045,28591.664846666667,0.03315,14542.4,0.03315,24025.1282,0.03794,17760.0,0.03794,30747.22453,0.04198,19310.0,0.04198,30670.665715
0.03387,16877.8,0.03387,30748.838473333333,0.03111,14904.2,0.03111,28419.345583333336,0.0337,14218.8,0.0337,23793.49902,0.03876,17568.0,0.03876,30605.229489999998,0.043,19148.0,0.043,30517.99858
0.03395,16746.5,0.03395,30657.38749,0.03155,14778.6,0.03155,28247.02632,0.03414,14098.0,0.03414,23561.86984,0.03927,17428.0,0.03927,30463.23445,0.04301,18986.0,0.04301,30419.82731
0.03466,16615.2,0.03466,30522.41516,0.03178,14653.0,0.03178,28077.13263,0.03428,13977.2,0.03428,23336.81766333333,0.03981,17288.0,0.03981,30324.734515,0.04406,18712.0,0.04406,30321.656039999998
0.03497,16473.9,0.03497,30387.44283,0.03248,14404.6,0.03248,27907.23894,0.03487,13708.8,0.03487,23111.765486666667,0.04057,17148.0,0.04057,30186.23458,0.04463,18584.0,0.04463,30223.48477
0.03554,16332.6,0.03554,30254.517359999998,0.03274,14255.7,0.03274,27737.34525,0.03547,13566.4,0.03547,22886.71331,0.04091,17008.0,0.04091,30050.913635,0.04511,18456.0,0.04511,30081.049834999998
0.03597,16191.7,0.03597,30121.59189,0.03324,14106.8,0.03324,27486.21591,0.03548,13424.0,0.03548,22722.883385,0.04184,16828.7,0.04184,29915.59269,0.0462,18286.0,0.0462,29938.6149
0.03642,16050.8,0.03642,29990.576520000002,0.03391,13948.099999999999,0.03391,27235.08657,0.03609,13160.2,0.03609,22559.05346,0.04201,16649.4,0.04201,29783.178,0.04632,18116.0,0.04632,29846.541093333333
0.03696,15917.4,0.03696,29859.56115,0.03403,13789.4,0.03403,27070.188263333333,0.03671,12957.0,0.03671,22395.223534999997,0.04308,16521.7,0.04308,29650.76331,0.04755,17792.0,0.04755,29754.467286666666
0.03724,15784.0,0.03724,29730.33665,0.03482,13500.2,0.03482,26905.289956666667,0.03679,12852.0,0.03679,22231.39361,0.04309,16394.0,0.04309,29564.266763333333,0.04774,17605.0,0.04774,29662.39348
0.03792,15616.9,0.03792,29601.11215,0.03506,13370.3,0.03506,26740.39165,0.03733,12747.0,0.03733,22019.561176666666,0.04411,16070.2,0.04411,29477.770216666664,0.04879,17418.0,0.04879,29528.1829
0.03815,15449.8,0.03815,29473.574335,0.03558,13240.4,0.03558,26496.89195,0.03795,12506.6,0.03795,21807.728743333333,0.04429,15955.3,0.04429,29391.27367,0.04923,17251.0,0.04923,29393.97232
0.03887,15247.5,0.03887,29346.03652,0.0362,13128.9,0.0362,26253.39225,0.0381,12377.8,0.0381,21595.89631,0.04515,15840.4,0.04515,29263.99296,0.05013,17084.0,0.05013,29263.29816
0.03907,15045.2,0.03907,29220.09412,0.03632,13017.4,0.03632,26093.663790000002,0.03864,12249.0,0.03864,21390.63232,0.04548,15706.5,0.04548,29136.71225,0.05068,16937.5,0.05068,29132.624
