cfd-a,cfd-a,sim-a,sim-a,cfd-b,cfd-b,sim-b,sim-b,cfd-c,cfd-c,sim-c,sim-c,cfd-d,cfd-d,sim-d,sim-d,cfd-e,cfd-e,sim-e,sim-e
0.04377,0.05734,0.05694,0.08353,0.04275,0.03791,0.10807,0.06251,0.04278,0.03715,0.15257,0.03847,0.03793,0.07127,0.06349,0.10201,0.03116,0.08202,0.06891,0.12008
0.04523,0.05805,0.0575,0.08375,0.04413,0.03839,0.10907,0.06247,0.0439,0.03749,0.15394,0.03821,0.03953,0.07242,0.06409,0.10229,0.03268,0.08356,0.06955,0.12041
0.0467,0.05876,0.05805,0.08397,0.04553,0.03887,0.11007,0.06242,0.04502,0.03783,0.15531,0.03796,0.04116,0.07353,0.06469,0.10257,0.03429,0.08513,0.07019,0.12075
0.04827,0.05948,0.05861,0.08419,0.04697,0.03935,0.11106,0.06237,0.04624,0.03819,0.15669,0.0377,0.04287,0.07465,0.06529,0.10284,0.03607,0.08679,0.07083,0.12108
0.04999,0.06025,0.05916,0.08441,0.04833,0.03978,0.11206,0.06232,0.04747,0.03854,0.15807,0.03744,0.04461,0.07573,0.06589,0.10311,0.03784,0.08842,0.07147,0.1214
0.05181,0.06104,0.05972,0.08462,0.04965,0.04018,0.11306,0.06226,0.04872,0.0389,0.15945,0.03718,0.04647,0.07683,0.06649,0.10338,0.03965,0.09005,0.07211,0.12173
0.05363,0.06182,0.06028,0.08484,0.05103,0.04059,0.11406,0.06221,0.05012,0.03929,0.16083,0.03692,0.04833,0.0779,0.0671,0.10365,0.04152,0.09169,0.07275,0.12205
0.05539,0.06254,0.06084,0.08505,0.05251,0.04102,0.11506,0.06215,0.05153,0.03966,0.16221,0.03666,0.05023,0.07898,0.0677,0.10391,0.04349,0.09334,0.07339,0.12237
0.05721,0.06327,0.06139,0.08525,0.05406,0.04147,0.11606,0.06208,0.05298,0.04004,0.1636,0.0364,0.0522,0.08008,0.06831,0.10418,0.04574,0.09507,0.07403,0.12268
0.0591,0.06402,0.06195,0.08546,0.05574,0.04195,0.11706,0.06202,0.05439,0.04042,0.16498,0.03614,0.05445,0.08128,0.06891,0.10443,0.04794,0.09676,0.07467,0.12299
0.06104,0.06475,0.06251,0.08566,0.05755,0.04247,0.11806,0.06195,0.05577,0.04076,0.16637,0.03588,0.05675,0.08249,0.06952,0.10469,0.05013,0.09838,0.07531,0.1233
0.06306,0.0655,0.06307,0.08586,0.05927,0.04293,0.11906,0.06188,0.05721,0.04113,0.16777,0.03562,0.05907,0.08365,0.07012,0.10494,0.05242,0.10002,0.07596,0.12361
0.06516,0.06626,0.06363,0.08606,0.06103,0.0434,0.12006,0.06181,0.05871,0.04151,0.16916,0.03537,0.06139,0.08478,0.07073,0.1052,0.05477,0.10167,0.0766,0.12392
0.06719,0.06696,0.06419,0.08625,0.06276,0.04387,0.12106,0.06174,0.06035,0.04191,0.17056,0.03511,0.06386,0.08596,0.07133,0.10544,0.05717,0.10331,0.07724,0.12422
0.06923,0.06765,0.06475,0.08645,0.06452,0.04432,0.12207,0.06166,0.06199,0.0423,0.17196,0.03485,0.06644,0.0872,0.07194,0.10569,0.05968,0.10493,0.07789,0.12452
0.07148,0.0684,0.06531,0.08664,0.06639,0.04479,0.12307,0.06159,0.06351,0.04267,0.17336,0.03459,0.06898,0.08839,0.07255,0.10593,0.06224,0.10659,0.07853,0.12481
0.07371,0.06911,0.06588,0.08683,0.0682,0.04524,0.12407,0.06151,0.06501,0.04302,0.17476,0.03433,0.07161,0.08956,0.07316,0.10618,0.06479,0.10822,0.07918,0.12511
0.07608,0.06984,0.06644,0.08701,0.07009,0.0457,0.12507,0.06143,0.06657,0.04338,0.17617,0.03408,0.07429,0.09071,0.07376,0.10641,0.06717,0.10977,0.07982,0.1254
0.07844,0.07055,0.067,0.0872,0.07198,0.04614,0.12608,0.06134,0.06816,0.04372,0.17758,0.03382,0.07716,0.09191,0.07437,0.10665,0.06962,0.11133,0.08047,0.12569
0.08073,0.0712,0.06756,0.08738,0.07375,0.04652,0.12708,0.06126,0.06989,0.04409,0.17899,0.03356,0.07999,0.09303,0.07498,0.10689,0.0722,0.11293,0.08111,0.12598
0.08318,0.0719,0.06813,0.08756,0.07558,0.04691,0.12808,0.06117,0.07146,0.04442,0.18041,0.03331,0.08295,0.09415,0.07559,0.10712,0.07502,0.11461,0.08176,0.12626
0.0856,0.07257,0.06869,0.08774,0.07748,0.0473,0.12909,0.06108,0.07314,0.04476,0.18182,0.03305,0.08591,0.09526,0.0762,0.10735,0.0782,0.11634,0.08241,0.12654
0.08811,0.07324,0.06926,0.08792,0.07938,0.0477,0.13009,0.06099,0.07497,0.04513,0.18324,0.0328,0.08893,0.09636,0.07681,0.10758,0.08128,0.11802,0.08305,0.12682
0.09069,0.07389,0.06982,0.08809,0.08135,0.0481,0.1311,0.0609,0.07688,0.04551,0.18467,0.03255,0.09205,0.09746,0.07742,0.1078,0.0847,0.11976,0.0837,0.1271
0.09328,0.07456,0.07039,0.08826,0.08331,0.0485,0.13211,0.06081,0.07894,0.04591,0.18609,0.03229,0.09531,0.09857,0.07803,0.10802,0.08811,0.12144,0.08435,0.12737
0.0962,0.07526,0.07095,0.08843,0.08535,0.04889,0.13311,0.06071,0.08105,0.04632,0.18752,0.03204,0.0984,0.09962,0.07865,0.10825,0.09146,0.12306,0.085,0.12764
0.09907,0.07592,0.07152,0.0886,0.08739,0.04927,0.13412,0.06061,0.08312,0.04671,0.18895,0.03179,0.10153,0.10066,0.07926,0.10846,0.09483,0.12469,0.08565,0.12791
0.10189,0.07655,0.07209,0.08877,0.08939,0.04963,0.13513,0.06051,0.08525,0.04709,0.19039,0.03154,0.10488,0.10173,0.07987,0.10868,0.09828,0.12629,0.08629,0.12818
0.10485,0.07717,0.07265,0.08893,0.09141,0.04999,0.13613,0.06041,0.08735,0.04745,0.19183,0.03129,0.10831,0.10278,0.08048,0.1089,0.10188,0.12786,0.08694,0.12845
0.10759,0.07773,0.07322,0.08909,0.09353,0.05037,0.13714,0.06031,0.08944,0.04779,0.19327,0.03105,0.11131,0.10373,0.0811,0.10911,0.10552,0.12937,0.08759,0.12871
0.11044,0.0783,0.07379,0.08925,0.09571,0.05074,0.13815,0.06021,0.0916,0.04814,0.19472,0.0308,0.1145,0.10472,0.08171,0.10932,0.10912,0.13081,0.08824,0.12897
0.11339,0.07886,0.07436,0.08941,0.09793,0.05109,0.13916,0.06011,0.09387,0.0485,0.19616,0.03056,0.11777,0.10568,0.08232,0.10953,0.11264,0.13222,0.08889,0.12923
0.11646,0.07941,0.07493,0.08957,0.10021,0.05144,0.14017,0.06,0.09624,0.04885,0.19762,0.03031,0.12088,0.10655,0.08294,0.10973,0.1164,0.13371,0.08955,0.12949
0.11948,0.07993,0.07549,0.08972,0.1025,0.05179,0.14118,0.05989,0.09862,0.0492,0.19907,0.03007,0.12422,0.10745,0.08355,0.10994,0.12026,0.13521,0.0902,0.12974
0.12262,0.08043,0.07606,0.08987,0.10505,0.05218,0.14219,0.05979,0.10086,0.04952,0.20053,0.02983,0.12788,0.10837,0.08417,0.11014,0.12423,0.13668,0.09085,0.12999
0.1257,0.08091,0.07663,0.09002,0.10754,0.05254,0.1432,0.05968,0.10316,0.04985,0.20199,0.02959,0.13197,0.10933,0.08478,0.11034,0.12849,0.13825,0.0915,0.13024
0.12888,0.08141,0.0772,0.09017,0.11011,0.05289,0.14421,0.05957,0.10546,0.05016,0.20346,0.02935,0.13614,0.11027,0.0854,0.11054,0.13269,0.13977,0.09215,0.13049
0.13215,0.08187,0.07777,0.09032,0.11276,0.05322,0.14522,0.05946,0.10786,0.05047,0.20493,0.02911,0.14017,0.11111,0.08601,0.11073,0.13695,0.14125,0.0928,0.13074
0.13551,0.08234,0.07834,0.09047,0.11545,0.05355,0.14623,0.05934,0.1105,0.0508,0.2064,0.02887,0.14417,0.11192,0.08663,0.11093,0.14112,0.14264,0.09346,0.13098
0.13895,0.08279,0.07891,0.09061,0.11818,0.05384,0.14725,0.05923,0.11319,0.05113,0.20788,0.02864,0.14812,0.11277,0.08725,0.11112,0.1453,0.14393,0.09411,0.13122
0.14258,0.08325,0.07949,0.09075,0.12102,0.05414,0.14826,0.05912,0.11579,0.05143,0.20936,0.0284,0.15204,0.11352,0.08786,0.11131,0.14968,0.14526,0.09476,0.13146
0.14641,0.08369,0.08006,0.09089,0.1241,0.05446,0.14928,0.059,0.11866,0.05174,0.21084,0.02817,0.15618,0.11432,0.08848,0.1115,0.15412,0.14657,0.09542,0.1317
0.15007,0.08409,0.08063,0.09103,0.12725,0.05477,0.15029,0.05888,0.12167,0.05202,0.21233,0.02794,0.16089,0.11517,0.0891,0.11169,0.15861,0.14787,0.09607,0.13193
0.15396,0.08449,0.0812,0.09117,0.13039,0.05504,0.15131,0.05877,0.12476,0.05229,0.21382,0.02771,0.16557,0.11595,0.08972,0.11187,0.16338,0.14921,0.09672,0.13217
0.15795,0.08487,0.08177,0.0913,0.13357,0.05529,0.15232,0.05865,0.12775,0.05253,0.21532,0.02748,0.16995,0.11664,0.09033,0.11206,0.16845,0.1506,0.09738,0.1324
0.16222,0.08526,0.08235,0.09144,0.13694,0.05552,0.15334,0.05853,0.13086,0.05275,0.21682,0.02726,0.17445,0.11735,0.09095,0.11224,0.17351,0.15193,0.09803,0.13263
0.16674,0.08565,0.08292,0.09157,0.1403,0.05573,0.15435,0.05841,0.13411,0.05296,0.21832,0.02703,0.17902,0.11803,0.09157,0.11242,0.17872,0.15326,0.09869,0.13286
0.1713,0.086,0.08349,0.0917,0.14372,0.05593,0.15537,0.05829,0.13756,0.05314,0.21983,0.02681,0.1835,0.11868,0.09219,0.1126,0.18414,0.15459,0.09934,0.13308
0.17596,0.08633,0.08407,0.09183,0.14702,0.05609,0.15639,0.05817,0.14097,0.05331,0.22134,0.02658,0.1882,0.11935,0.09281,0.11277,0.18951,0.15586,0.1,0.13331
0.18063,0.08663,0.08464,0.09195,0.15028,0.05622,0.15741,0.05805,0.14419,0.05348,0.22286,0.02636,0.19315,0.12001,0.09343,0.11295,0.19488,0.15709,0.10066,0.13353
0.18536,0.08687,0.08521,0.09208,0.15347,0.05632,0.15843,0.05792,0.14771,0.05367,0.22438,0.02614,0.19801,0.12063,0.09405,0.11312,0.20016,0.15827,0.10131,0.13375
0.19003,0.08708,0.08579,0.0922,0.15671,0.0564,0.15945,0.0578,0.15122,0.05384,0.2259,0.02593,0.20292,0.12122,0.09467,0.11329,0.20551,0.15941,0.10197,0.13397
0.19477,0.0873,0.08636,0.09232,0.16002,0.05648,0.16047,0.05768,0.15456,0.05398,0.22743,0.02571,0.20813,0.12183,0.09529,0.11346,0.21096,0.16054,0.10263,0.13418
0.19992,0.0875,0.08694,0.09244,0.16356,0.05656,0.16149,0.05755,0.15798,0.05408,0.22896,0.0255,0.21374,0.12246,0.09591,0.11363,0.2167,0.1617,0.10328,0.1344
0.20522,0.08769,0.08751,0.09256,0.16721,0.05659,0.16252,0.05742,0.16147,0.05418,0.2305,0.02528,0.21946,0.12307,0.09653,0.11379,0.22266,0.16286,0.10394,0.13461
0.21067,0.08786,0.08809,0.09268,0.17111,0.05662,0.16354,0.0573,0.16486,0.05423,0.23204,0.02507,0.22522,0.12363,0.09715,0.11396,0.22888,0.16397,0.1046,0.13482
0.21618,0.088,0.08866,0.0928,0.17512,0.05663,0.16456,0.05717,0.16831,0.05425,0.23358,0.02486,0.23108,0.12416,0.09777,0.11412,0.23515,0.16504,0.10526,0.13503
0.22184,0.08811,0.08924,0.09291,0.17893,0.05665,0.16559,0.05705,0.17213,0.05424,0.23513,0.02465,0.23687,0.12463,0.09839,0.11428,0.24128,0.16606,0.10591,0.13524
0.22752,0.0882,0.08982,0.09302,0.18287,0.05664,0.16661,0.05692,0.17598,0.0542,0.23669,0.02445,0.24297,0.12512,0.09901,0.11444,0.24743,0.16705,0.10657,0.13545
0.23314,0.08825,0.09039,0.09314,0.18698,0.05661,0.16764,0.05679,0.17987,0.05415,0.23825,0.02424,0.24924,0.12557,0.09964,0.1146,0.25376,0.16809,0.10723,0.13565
0.23889,0.08826,0.09097,0.09325,0.19109,0.05653,0.16867,0.05666,0.1838,0.05406,0.23981,0.02404,0.25607,0.12601,0.10026,0.11475,0.26028,0.16913,0.10789,0.13585
0.24464,0.08824,0.09155,0.09335,0.19515,0.05642,0.1697,0.05653,0.1879,0.05395,0.24138,0.02383,0.26316,0.12645,0.10088,0.11491,0.26681,0.17017,0.10855,0.13605
0.25053,0.08818,0.09212,0.09346,0.19925,0.05631,0.17073,0.0564,0.19191,0.05385,0.24295,0.02363,0.27033,0.12687,0.1015,0.11506,0.27352,0.17118,0.10921,0.13625
0.25657,0.08809,0.0927,0.09357,0.20357,0.05614,0.17176,0.05627,0.19598,0.05369,0.24452,0.02344,0.27758,0.12727,0.10213,0.11521,0.28083,0.17211,0.10987,0.13645
0.263,0.08796,0.09328,0.09367,0.20801,0.05594,0.17279,0.05614,0.20001,0.05351,0.24611,0.02324,0.285,0.12765,0.10275,0.11536,0.28842,0.17308,0.11053,0.13665
0.26943,0.08782,0.09386,0.09377,0.21257,0.0557,0.17382,0.05601,0.20423,0.05331,0.24769,0.02304,0.29213,0.12798,0.10337,0.11551,0.29596,0.17401,0.11119,0.13684
0.27587,0.08764,0.09444,0.09388,0.21724,0.05542,0.17485,0.05588,0.20848,0.05308,0.24928,0.02285,0.29931,0.12829,0.104,0.11566,0.30317,0.17489,0.11185,0.13703
0.28201,0.08745,0.09501,0.09398,0.22206,0.05515,0.17588,0.05575,0.21291,0.0528,0.25087,0.02266,0.3065,0.12857,0.10462,0.11581,0.31067,0.17582,0.11251,0.13723
0.28819,0.08725,0.09559,0.09407,0.2269,0.05485,0.17692,0.05562,0.21747,0.05247,0.25247,0.02246,0.31345,0.12881,0.10525,0.11595,0.3178,0.17661,0.11317,0.13742
0.29438,0.08702,0.09617,0.09417,0.23172,0.0545,0.17795,0.05549,0.22202,0.05215,0.25408,0.02228,0.3208,0.12905,0.10587,0.11609,0.3248,0.17732,0.11383,0.1376
0.30049,0.08675,0.09675,0.09427,0.23655,0.05413,0.17899,0.05536,0.22681,0.05178,0.25568,0.02209,0.32819,0.12926,0.10649,0.11623,0.33191,0.17801,0.11449,0.13779
0.30692,0.08645,0.09733,0.09436,0.2415,0.05372,0.18003,0.05523,0.23152,0.05139,0.2573,0.0219,0.33616,0.12946,0.10712,0.11637,0.33942,0.17871,0.11515,0.13798
0.31312,0.08612,0.09791,0.09446,0.24661,0.05325,0.18107,0.0551,0.23659,0.05093,0.25891,0.02172,0.34409,0.12963,0.10774,0.11651,0.34745,0.17941,0.11581,0.13816
0.31922,0.08579,0.09849,0.09455,0.25186,0.05274,0.1821,0.05496,0.24158,0.05046,0.26054,0.02153,0.3522,0.12976,0.10837,0.11665,0.35629,0.18015,0.11647,0.13834
0.32535,0.08545,0.09907,0.09464,0.25722,0.0522,0.18314,0.05483,0.24646,0.04997,0.26216,0.02135,0.35962,0.12986,0.10899,0.11679,0.36487,0.18085,0.11714,0.13852
0.33198,0.08507,0.09965,0.09473,0.26272,0.05164,0.18419,0.0547,0.25143,0.04946,0.26379,0.02117,0.3674,0.12993,0.10962,0.11692,0.37311,0.18148,0.1178,0.1387
0.33861,0.08467,0.10023,0.09482,0.26836,0.05101,0.18523,0.05457,0.25653,0.04892,0.26543,0.02099,0.37542,0.12999,0.11025,0.11705,0.38163,0.18211,0.11846,0.13888
0.34536,0.08426,0.10081,0.0949,0.27398,0.05036,0.18627,0.05443,0.26176,0.04836,0.26707,0.02082,0.38367,0.13002,0.11087,0.11718,0.39013,0.18279,0.11912,0.13905
0.352,0.08384,0.10139,0.09499,0.27947,0.04974,0.18732,0.0543,0.26726,0.04773,0.26872,0.02064,0.39208,0.13003,0.1115,0.11731,0.39919,0.1834,0.11979,0.13923
0.35861,0.08341,0.10197,0.09507,0.2851,0.04909,0.18836,0.05417,0.2729,0.04705,0.27037,0.02047,0.40075,0.13001,0.11213,0.11744,0.40859,0.18399,0.12045,0.1394
0.36557,0.08297,0.10255,0.09516,0.29074,0.04843,0.18941,0.05404,0.27831,0.04639,0.27202,0.0203,0.4095,0.12998,0.11275,0.11757,0.41782,0.18458,0.12111,0.13957
0.3734,0.08245,0.10313,0.09524,0.29646,0.04775,0.19046,0.0539,0.28366,0.04572,0.27368,0.02013,0.41808,0.12993,0.11338,0.1177,0.42653,0.18514,0.12178,0.13974
0.38107,0.08192,0.10371,0.09532,0.30208,0.04709,0.1915,0.05377,0.28929,0.045,0.27535,0.01996,0.42771,0.12983,0.11401,0.11782,0.43553,0.18567,0.12244,0.13991
0.38859,0.08137,0.1043,0.0954,0.30788,0.04641,0.19255,0.05364,0.29527,0.04423,0.27702,0.01979,0.43756,0.12969,0.11463,0.11795,0.4451,0.18619,0.1231,0.14008
0.3964,0.08079,0.10488,0.09548,0.31374,0.04571,0.1936,0.05351,0.30132,0.04344,0.27869,0.01963,0.44747,0.12953,0.11526,0.11807,0.45488,0.18669,0.12377,0.14025
0.40441,0.08019,0.10546,0.09556,0.31987,0.04494,0.19466,0.05337,0.30742,0.04262,0.28037,0.01946,0.45762,0.12934,0.11589,0.11819,0.46493,0.18718,0.12443,0.14041
0.41279,0.07954,0.10604,0.09563,0.32591,0.04416,0.19571,0.05324,0.31374,0.04175,0.28205,0.0193,0.46713,0.12915,0.11652,0.11831,0.47528,0.18765,0.1251,0.14058
0.42093,0.07891,0.10662,0.09571,0.3322,0.04334,0.19676,0.05311,0.3201,0.04087,0.28374,0.01914,0.47717,0.12893,0.11714,0.11843,0.48562,0.18809,0.12576,0.14074
0.42891,0.07828,0.10721,0.09578,0.33856,0.0425,0.19782,0.05298,0.32641,0.03997,0.28543,0.01898,0.48696,0.1287,0.11777,0.11855,0.49611,0.1885,0.12643,0.1409
0.437,0.07765,0.10779,0.09585,0.34511,0.04164,0.19888,0.05285,0.33257,0.03907,0.28713,0.01882,0.49743,0.12845,0.1184,0.11866,0.50721,0.1889,0.12709,0.14106
0.4454,0.07699,0.10837,0.09593,0.35182,0.04077,0.19994,0.05271,0.33904,0.03814,0.28883,0.01866,0.50834,0.12818,0.11903,0.11878,0.51896,0.1893,0.12776,0.14122
0.4541,0.07631,0.10895,0.096,0.35887,0.03983,0.20099,0.05258,0.3456,0.03719,0.29054,0.01851,0.51977,0.12788,0.11966,0.11889,0.53086,0.18966,0.12842,0.14137
0.46341,0.07558,0.10954,0.09607,0.36628,0.03888,0.20205,0.05245,0.35253,0.03618,0.29225,0.01835,0.53096,0.12758,0.12029,0.119,0.54282,0.19001,0.12909,0.14153
0.47273,0.07484,0.11012,0.09614,0.37367,0.03794,0.20312,0.05232,0.35918,0.0352,0.29397,0.0182,0.54253,0.12726,0.12092,0.11912,0.55468,0.19033,0.12975,0.14168
0.48218,0.07409,0.1107,0.0962,0.38093,0.03702,0.20418,0.05219,0.36589,0.03423,0.29569,0.01805,0.55427,0.12693,0.12155,0.11923,0.56691,0.19066,0.13042,0.14184
0.49139,0.07336,0.11129,0.09627,0.38806,0.0361,0.20524,0.05206,0.37258,0.03326,0.29742,0.0179,0.56647,0.12657,0.12217,0.11934,0.57962,0.19097,0.13108,0.14199
0.50053,0.07263,0.11187,0.09633,0.39506,0.03517,0.20631,0.05193,0.37946,0.03226,0.29915,0.01775,0.57911,0.12621,0.1228,0.11944,0.59234,0.19128,0.13175,0.14214
0.50923,0.07193,0.11246,0.0964,0.40199,0.03425,0.20738,0.05179,0.38637,0.03126,0.30088,0.01761,0.59214,0.12582,0.12343,0.11955,0.60468,0.19157,0.13242,0.14229
0.51792,0.07123,0.11304,0.09646,0.40885,0.03334,0.20844,0.05166,0.39359,0.03022,0.30262,0.01746,0.60564,0.12544,0.12406,0.11966,0.61805,0.19186,0.13308,0.14244
0.52677,0.07053,0.11362,0.09652,0.41575,0.03245,0.20951,0.05153,0.40097,0.02919,0.30437,0.01732,0.61872,0.12506,0.12469,0.11976,0.63161,0.19216,0.13375,0.14258
0.53578,0.06983,0.11421,0.09658,0.42304,0.03153,0.21059,0.0514,0.40855,0.02815,0.30612,0.01717,0.6317,0.12468,0.12532,0.11986,0.64494,0.19239,0.13442,0.14273
0.54557,0.06905,0.11479,0.09665,0.43024,0.03065,0.21166,0.05127,0.41598,0.02717,0.30787,0.01703,0.64417,0.12431,0.12595,0.11997,0.65858,0.19263,0.13508,0.14287
0.55606,0.06823,0.11538,0.0967,0.43764,0.02976,0.21273,0.05115,0.42373,0.02615,0.30963,0.01689,0.65699,0.12393,0.12659,0.12007,0.6727,0.19286,0.13575,0.14302
0.56635,0.06746,0.11596,0.09676,0.44544,0.02885,0.21381,0.05102,0.43191,0.0251,0.3114,0.01675,0.66892,0.12357,0.12722,0.12017,0.68635,0.19308,0.13642,0.14316
0.577,0.0667,0.11655,0.09682,0.45363,0.0279,0.21488,0.05089,0.44038,0.02405,0.31317,0.01662,0.68081,0.12322,0.12785,0.12027,0.70041,0.19329,0.13709,0.1433
0.58837,0.0659,0.11713,0.09688,0.46176,0.02698,0.21596,0.05076,0.44883,0.02303,0.31494,0.01648,0.69343,0.12286,0.12848,0.12037,0.71387,0.1935,0.13775,0.14344
0.59972,0.06511,0.11772,0.09693,0.46979,0.0261,0.21704,0.05063,0.45735,0.022,0.31672,0.01635,0.70664,0.12247,0.12911,0.12046,0.72838,0.1937,0.13842,0.14358
0.61123,0.06434,0.1183,0.09699,0.47822,0.02519,0.21812,0.0505,0.46575,0.02101,0.3185,0.01621,0.72051,0.12206,0.12974,0.12056,0.74374,0.19389,0.13909,0.14372
0.62303,0.06357,0.11889,0.09704,0.48727,0.02425,0.2192,0.05037,0.47378,0.02009,0.32029,0.01608,0.73387,0.12169,0.13037,0.12065,0.76146,0.19413,0.13976,0.14385
0.6346,0.06285,0.11948,0.09709,0.49642,0.02333,0.22028,0.05025,0.4819,0.01915,0.32208,0.01595,0.74782,0.12134,0.131,0.12075,0.7781,0.1943,0.14043,0.14399
0.64592,0.06215,0.12006,0.09714,0.50602,0.0224,0.22137,0.05012,0.49004,0.01821,0.32388,0.01582,0.76338,0.12092,0.13164,0.12084,0.79437,0.19446,0.14109,0.14412
0.65734,0.06149,0.12065,0.09719,0.51584,0.02149,0.22246,0.04999,0.49796,0.01732,0.32568,0.0157,0.77929,0.12052,0.13227,0.12093,0.81045,0.19461,0.14176,0.14426
0.66911,0.06082,0.12123,0.09724,0.5253,0.02063,0.22354,0.04987,0.50578,0.01646,0.32749,0.01557,0.79523,0.12014,0.1329,0.12102,0.82741,0.19476,0.14243,0.14439
0.68054,0.0602,0.12182,0.09729,0.53472,0.01983,0.22463,0.04974,0.51385,0.01559,0.3293,0.01544,0.81174,0.11979,0.13353,0.12111,0.84479,0.19491,0.1431,0.14452
0.69173,0.05962,0.12241,0.09734,0.54432,0.01903,0.22572,0.04962,0.52172,0.01479,0.33112,0.01532,0.82842,0.11944,0.13417,0.1212,0.86315,0.19506,0.14377,0.14465
0.70359,0.05907,0.12299,0.09739,0.5539,0.01824,0.22682,0.04949,0.53057,0.01394,0.33294,0.0152,0.84531,0.1191,0.1348,0.12129,0.88198,0.19521,0.14444,0.14478
0.71575,0.05854,0.12358,0.09743,0.56385,0.01745,0.22791,0.04937,0.53949,0.01311,0.33476,0.01507,0.86302,0.11874,0.13543,0.12138,0.90064,0.19537,0.14511,0.14491
0.72803,0.05803,0.12417,0.09748,0.57402,0.01666,0.229,0.04924,0.54893,0.01223,0.33659,0.01495,0.88102,0.11837,0.13606,0.12147,0.92037,0.19551,0.14578,0.14503
0.74076,0.05753,0.12475,0.09752,0.58418,0.01591,0.2301,0.04912,0.55881,0.01136,0.33843,0.01483,0.89981,0.11802,0.1367,0.12155,0.94053,0.19565,0.14645,0.14516
0.75385,0.05701,0.12534,0.09757,0.59463,0.01519,0.2312,0.049,0.5689,0.01054,0.34027,0.01472,0.91892,0.11767,0.13733,0.12163,0.9604,0.19578,0.14712,0.14528
0.76709,0.0565,0.12593,0.09761,0.60453,0.0145,0.2323,0.04887,0.5791,0.00974,0.34211,0.0146,0.93823,0.11733,0.13796,0.12172,0.98142,0.19593,0.14779,0.14541
0.78059,0.05602,0.12652,0.09765,0.61492,0.01382,0.2334,0.04875,0.58905,0.00904,0.34396,0.01448,0.95645,0.11702,0.1386,0.1218,1.0033,0.19607,0.14846,0.14553
0.79485,0.05552,0.1271,0.09769,0.62572,0.01315,0.2345,0.04863,0.59923,0.00836,0.34581,0.01437,0.97524,0.11674,0.13923,0.12188,1.02547,0.19623,0.14913,0.14565
0.81052,0.05504,0.12769,0.09773,0.63662,0.01248,0.23561,0.04851,0.60957,0.00763,0.34767,0.01426,0.99431,0.11648,0.13987,0.12196,1.04807,0.19639,0.1498,0.14577
0.82681,0.05456,0.12828,0.09777,0.64804,0.01184,0.23671,0.04839,0.62003,0.00695,0.34953,0.01414,1.01469,0.11623,0.1405,0.12204,1.06984,0.19654,0.15047,0.14589
0.84232,0.05411,0.12887,0.09781,0.65938,0.01123,0.23782,0.04826,0.63046,0.00634,0.3514,0.01403,1.03712,0.11595,0.14113,0.12212,1.09198,0.19669,0.15114,0.14601
0.85827,0.05368,0.12946,0.09785,0.67083,0.01061,0.23893,0.04814,0.64109,0.00575,0.35327,0.01392,1.05943,0.1157,0.14177,0.1222,1.11407,0.19685,0.15181,0.14613
0.87503,0.05324,0.13005,0.09788,0.68192,0.01005,0.24004,0.04802,0.65213,0.00519,0.35514,0.01381,1.08114,0.11548,0.1424,0.12228,1.13664,0.19701,0.15249,0.14625
0.89237,0.05281,0.13063,0.09792,0.69337,0.00953,0.24115,0.0479,0.66397,0.00466,0.35702,0.01371,1.10322,0.11528,0.14304,0.12235,1.15893,0.19716,0.15316,0.14636
0.90976,0.05238,0.13122,0.09796,0.70543,0.00902,0.24227,0.04779,0.67619,0.00414,0.35891,0.0136,1.12599,0.11509,0.14367,0.12243,1.18137,0.19732,0.15383,0.14648
0.92749,0.05195,0.13181,0.09799,0.7178,0.00858,0.24338,0.04767,0.68894,0.0036,0.3608,0.01349,1.1495,0.11492,0.14431,0.1225,1.20571,0.19748,0.1545,0.14659
0.94521,0.05156,0.1324,0.09802,0.72942,0.00819,0.2445,0.04755,0.70153,0.00308,0.36269,0.01339,1.1736,0.11478,0.14494,0.12258,1.22924,0.19763,0.15517,0.1467
0.9637,0.05116,0.13299,0.09806,0.74111,0.00783,0.24562,0.04743,0.71316,0.00271,0.36459,0.01328,1.19766,0.11466,0.14558,0.12265,1.25359,0.19779,0.15584,0.14682
0.98321,0.05083,0.13358,0.09809,0.75392,0.00739,0.24674,0.04731,0.72445,0.00238,0.36649,0.01318,1.22121,0.11453,0.14621,0.12272,1.27806,0.19797,0.15652,0.14693
1.00309,0.05055,0.13417,0.09812,0.76707,0.007,0.24786,0.0472,0.73619,0.00208,0.3684,0.01308,1.24516,0.11443,0.14685,0.12279,1.30367,0.19816,0.15719,0.14704
1.0225,0.05027,0.13476,0.09815,0.78052,0.00674,0.24899,0.04708,0.74858,0.00181,0.37031,0.01298,1.26926,0.11434,0.14748,0.12286,1.32942,0.19835,0.15786,0.14715
1.04426,0.04998,0.13535,0.09818,0.79456,0.00643,0.25011,0.04697,0.7613,0.00156,0.37222,0.01288,1.29398,0.11426,0.14812,0.12293,1.35558,0.19855,0.15853,0.14725
1.06568,0.04971,0.13594,0.09821,0.8078,0.0062,0.25124,0.04685,0.77511,0.0013,0.37414,0.01278,1.31944,0.11418,0.14876,0.123,1.3815,0.19873,0.15921,0.14736
1.08725,0.04946,0.13653,0.09824,0.8208,0.00594,0.25237,0.04674,0.78909,0.00109,0.37607,0.01268,1.3446,0.11412,0.14939,0.12307,1.40777,0.19891,0.15988,0.14747
