x-15,y-15,x-30,y-30,x-45,y-45,x-60,y-60,x-75,y-75,x-90,y-90,x-105,y-105,x-120,y-120,x-135,y-135,x-150,y-150,x-165,y-165
-0.09659258262890684,0.02588190451025207,-0.08660254037844388,0.04999999999999999,-0.07071067811865477,0.07071067811865477,-0.05000000000000002,0.08660254037844387,-0.025881904510252074,0.09659258262890684,0.0,0.1,0.025881904510252074,0.09659258262890684,0.04999999999999999,0.08660254037844388,0.07071067811865475,0.07071067811865477,0.08660254037844388,0.04999999999999999,0.09659258262890683,0.0258819045102521
-0.09924887865120177,0.026593656884284004,-0.08898411023885108,0.05137499999999999,-0.07265522176691777,0.07265522176691777,-0.05137500000000002,0.08898411023885107,-0.026593656884284007,0.09924887865120177,-1.683889348827611e-19,0.10275000000000001,0.026593656884284007,0.09924887865120177,0.05137499999999999,0.08898411023885108,0.07265522176691776,0.07265522176691777,0.08898411023885108,0.05137499999999999,0.09924887865120176,0.026593656884284035
-0.1016132893985237,0.02723896345696925,-0.09109574546003764,0.0526195024012583,-0.07436650656041346,0.07441041272864145,-0.052567776851889354,0.09112610806238244,-0.027187237907600272,0.10162801323858654,4.3906168227987783e-05,0.1052020030932105,0.02726932605931407,0.10160665029156238,0.05263422624132114,0.09108910635307632,0.07441159300282112,0.07436768683459313,0.09111946895542114,0.05258250069195216,0.10162137413162521,0.027217600509945122
-0.10375678597990305,0.02783455201019522,-0.09300281739362123,0.05376631681793773,-0.07590059145434258,0.07602376450542941,-0.05362150511244259,0.09308850858875684,-0.02768974553751632,0.10379920349053863,0.0001231637481977274,0.10743026036802637,0.027920245060742685,0.10374013295265455,0.053808761853192534,0.0929861954866996,0.07602877755090218,0.07590562362189388,0.09307193295794561,0.0536640039081473,0.10378265898407504,0.02777548166509443
-0.10572533666333794,0.028391184528332905,-0.09474768470786621,0.054836547038874264,-0.07729383926305265,0.07752583114142704,-0.05456426087301438,0.09490987328729074,-0.02811892221132471,0.10580695529146623,0.00023195075236507202,0.10948252814826306,0.028553387062622018,0.10569709710285824,0.054918303406864516,0.09471959351504444,0.07753802312897376,0.0773061152876553,0.09488201020814559,0.05464626778959889,0.10577924044979319,0.028281326863717787
-0.10755078109153426,0.02891626699991101,-0.09635970088218904,0.05584471400941137,-0.0785714771975265,0.07893763368938331,-0.05541557242072858,0.09661673262732229,-0.02848719076465867,0.10768189560966451,0.0003660450713747997,0.1113916850526673,0.029173342434827373,0.10751045240413795,0.0559762179157981,0.09631978438938688,0.0789606782119388,0.0785947475642677,0.0965774575805545,0.055547766057952634,0.10764303194470977,0.028744824081316674
-0.10925627218484496,0.029415151423658116,-0.09786022143675539,0.05680131043324631,-0.07975187978121862,0.08027436092432808,-0.056189699240327066,0.09822825781911756,-0.028803679910492312,0.1094461623460338,0.0005222437298261843,0.11318150888153476,0.02978328407001523,0.10920401575848233,0.056992038528120244,0.097808846924847,0.08031206979032002,0.07979006583152733,0.0981782610579977,0.056381897620311615,0.10939704471511663,0.029173002918430436
-0.11085928127040336,0.02989185243781365,-0.09926536910851613,0.057714206438605274,-0.08084893463717102,0.08154740488661123,-0.05689744495673424,0.09975882944110052,-0.029075347639304496,0.1111163668116051,0.0006980336225100237,0.11486985116083105,0.03038548769319405,0.11079568077229072,0.05797282584458105,0.09920338194489046,0.08160362446030206,0.08090602465500603,0.09969936315153707,0.0571587507834939,0.11105850671567229,0.02957115824057426
-0.11237338291576608,0.030349471504469348,-0.1005876764117328,0.05858948148967673,-0.08187344842448561,0.08276556531600937,-0.057547235975301834,0.10121955701608489,-0.029307651882213244,0.11270534611253269,0.0008913905947909854,0.11647051497948352,0.030981633539508596,0.11229929281980693,0.05892396733555371,0.10051624436387777,0.08284411777087088,0.08195343763168075,0.10115227153794056,0.05788614771829005,0.11264070333135727,0.029943397093505856
-0.11380937639186463,0.03079046253093554,-0.10183711793179681,0.05943194526986558,-0.08283403089947725,0.08393580370778678,-0.058145800614093565,0.10261923030848866,-0.029504974257562294,0.11422326021819247,0.0011006497601974063,0.11799443075811902,0.031572991411400735,0.11372582335620744,0.059849674290343165,0.10175762829547859,0.08404045332155004,0.08294088598249133,0.10254606363512211,0.05857029920361568,0.1141541276873477,0.030292981616570083
