X,Y,Z,
0.584354,0.228587,1.48765,
0.598051,0.22867,1.48799,
0.611719,0.228749,1.48831,
0.625403,0.228832,1.48863,
0.639086,0.228918,1.48895,
0.65277,0.229007,1.48927,
0.666456,0.229099,1.48957,
0.680168,0.229191,1.48985,
0.697642,0.229297,1.49021,
0.715143,0.229384,1.49054,
0.732585,0.229464,1.49085,
0.750024,0.229562,1.49115,
0.767521,0.22968,1.49146,
0.785562,0.229803,1.49178,
0.803604,0.229919,1.49208,
0.821662,0.230027,1.49237,
0.840102,0.230137,1.49259,
0.860608,0.23027,1.49276,
0.881178,0.230411,1.49286,
0.901748,0.230558,1.49287,
0.922358,0.230709,1.49282,
0.950917,0.230925,1.49268,
0.979981,0.231166,1.49247,
1.01301,0.231442,1.49224,
1.04364,0.231696,1.49204,
1.07424,0.231968,1.49181,
1.10487,0.232244,1.49156,
1.14078,0.232556,1.49122,
1.18322,0.232923,1.49073,
1.21552,0.233206,1.4903,
1.25127,0.233525,1.48982,
1.28769,0.233866,1.48937,
1.32274,0.234218,1.48892,
1.35775,0.23459,1.48846,
1.38968,0.234935,1.48805,
1.42163,0.235284,1.48766,
1.45604,0.235664,1.48724,
1.49048,0.236053,1.48679,
1.51295,0.236318,1.4865,
1.55266,0.236815,1.48598,
1.59066,0.237321,1.48552,
1.62717,0.237792,1.48509,
1.6637,0.23824,1.48469,
1.68502,0.238487,1.48447,
1.70638,0.238722,1.48427,
1.72779,0.238946,1.48408,
1.76005,0.239282,1.48378,
1.79586,0.239649,1.48347,
1.83179,0.24001,1.48317,
1.85867,0.240278,1.48294,
1.88974,0.240596,1.48265,
1.91871,0.240901,1.48236,
1.94965,0.241232,1.48203,
1.98064,0.241568,1.48169,
2.02184,0.242012,1.48125,
2.06663,0.242482,1.4808,
2.11142,0.242934,1.48037,
2.15219,0.243334,1.48,
2.1877,0.24368,1.47968,
2.22296,0.244025,1.47937,
2.25818,0.244367,1.47905,
2.27369,0.244515,1.47891,
2.2892,0.244661,1.47878,
2.30473,0.24481,1.47864,
2.32025,0.24496,1.47851,
2.33576,0.245113,1.47838,
2.35128,0.245273,1.47825,
2.3668,0.245437,1.47811,
2.38232,0.245607,1.47798,
2.40632,0.245874,1.47777,
2.44645,0.246322,1.47743,
2.48843,0.246789,1.47706,
2.53041,0.247255,1.47669,
2.57239,0.247719,1.47632,
2.59527,0.247972,1.47612,
2.61816,0.248226,1.47593,
2.64107,0.248481,1.47575,
2.68725,0.248991,1.47539,
2.73344,0.249482,1.47503,
2.7797,0.249949,1.47469,
2.82187,0.250368,1.47438,
2.86402,0.250788,1.47408,
2.90617,0.251209,1.47378,
2.95439,0.251699,1.47344,
2.98623,0.25203,1.47321,
3.01804,0.252367,1.47297,
3.0498,0.252712,1.47272,
3.08157,0.253064,1.47247,
3.10824,0.253361,1.47225,
3.14187,0.253728,1.47198,
3.1755,0.25408,1.47172,
3.20847,0.254412,1.47148,
3.23815,0.254705,1.47126,
3.26783,0.254994,1.47104,
3.29751,0.255279,1.47083,
3.33311,0.255618,1.47057,
3.36934,0.255957,1.47031,
3.40557,0.256287,1.47006,
3.43898,0.256584,1.46982,
3.47039,0.256859,1.4696,
3.50182,0.257135,1.46938,
3.53325,0.257421,1.46915,
3.56826,0.257744,1.4689,
3.6077,0.258105,1.46862,
3.64715,0.258457,1.46834,
3.68683,0.258804,1.46807,
3.7263,0.259147,1.4678,
3.76579,0.259496,1.46753,
3.80526,0.259853,1.46725,
3.84221,0.260193,1.46699,
3.86403,0.260394,1.46684,
3.88588,0.260595,1.46669,
3.90775,0.260795,1.46654,
3.94888,0.261165,1.46626,
3.99002,0.261524,1.466,
4.02602,0.261828,1.46578,
4.06206,0.262124,1.46556,
4.08818,0.262337,1.46541,
4.1142,0.262551,1.46525,
4.14902,0.262846,1.46503,
4.18386,0.263149,1.4648,
4.21737,0.263446,1.46459,
4.25085,0.263747,1.46437,
4.29673,0.264161,1.46407,
4.34263,0.264569,1.46377,
4.39039,0.264992,1.46345,
4.43986,0.265435,1.46313,
4.46465,0.265655,1.46297,
4.48945,0.265874,1.46281,
4.51424,0.266087,1.46266,
4.53905,0.266295,1.46251,
4.56504,0.266513,1.46236,
4.59286,0.266747,1.4622,
4.62342,0.267007,1.46203,
4.6594,0.267318,1.46183,
4.69818,0.267657,1.46161,
4.73383,0.267972,1.4614,
4.76949,0.268289,1.46119,
4.80515,0.268607,1.46098,
4.84025,0.268921,1.46077,
4.87535,0.269235,1.46056,
4.91008,0.269546,1.46036,
4.9448,0.269857,1.46015,
4.97932,0.270166,1.45995,
5.01382,0.270475,1.45974,
5.04814,0.270781,1.45954,
5.08246,0.271087,1.45934,
5.11661,0.271391,1.45913,
5.15076,0.271694,1.45893,
5.18477,0.271995,1.45873,
5.21865,0.272293,1.45853,
5.25252,0.272591,1.45833,
5.28629,0.272888,1.45813,
5.29335,0.272949,1.45808,
5.30042,0.273011,1.45804,
5.30748,0.273073,1.458,
5.31454,0.273135,1.45796,
5.32161,0.273196,1.45792,
5.32867,0.273258,1.45787,
5.33574,0.27332,1.45783,
5.3428,0.273381,1.45779,
5.34634,0.273412,1.45777,
5.34691,0.273417,1.45777,
5.3472,0.273419,1.45776,
5.34735,0.273421,1.45776,
5.34742,0.273421,1.45776,
5.34746,0.273422,1.45776,
5.34747,0.273422,1.45776,
5.34748,0.273422,1.45776,
5.34749,0.273422,1.45776,
-0.232841,0.0316179,1.48651,
-0.232842,0.0317505,1.48651,
-0.232843,0.0319038,1.4865,
-0.232844,0.0320617,1.4865,
-0.232845,0.0322217,1.48649,
-0.232846,0.0323843,1.48649,
-0.232847,0.0325476,1.48648,
-0.232848,0.0327136,1.48648,
-0.232851,0.0328982,1.48647,
-0.232854,0.0330832,1.48647,
-0.232858,0.0332479,1.48646,
-0.232862,0.0334144,1.48646,
-0.232867,0.0335984,1.48645,
-0.232872,0.0337825,1.48645,
-0.232878,0.0339658,1.48644,
-0.232883,0.0341415,1.48643,
-0.232888,0.0343149,1.48643,
-0.232893,0.0344991,1.48642,
-0.232897,0.0346835,1.48641,
-0.232902,0.0348678,1.48641,
-0.232906,0.0350405,1.4864,
-0.232909,0.0352116,1.48639,
-0.232912,0.0353828,1.48639,
-0.232914,0.0355702,1.48638,
-0.232917,0.0357856,1.48637,
-0.232918,0.0360012,1.48636,
-0.232918,0.0363236,1.48635,
-0.232918,0.0365422,1.48634,
-0.232916,0.0367577,1.48633,
-0.232913,0.0369731,1.48632,
-0.232909,0.0371888,1.4863,
-0.232901,0.0375359,1.48629,
-0.232894,0.0377765,1.48628,
-0.232887,0.0380172,1.48626,
-0.232878,0.0382557,1.48625,
-0.23287,0.0384943,1.48624,
-0.232855,0.0388731,1.48622,
-0.232845,0.0390915,1.48621,
-0.232836,0.03931,1.48619,
-0.232826,0.0395291,1.48618,
-0.232813,0.0398201,1.48617,
-0.232799,0.0401109,1.48615,
-0.232789,0.0403239,1.48614,
-0.232779,0.0405368,1.48613,
-0.232769,0.0407504,1.48612,
-0.232759,0.04097,1.4861,
-0.232748,0.0411901,1.48609,
-0.232734,0.0414708,1.48608,
-0.23272,0.0417514,1.48606,
-0.232705,0.0420321,1.48604,
-0.232691,0.0423127,1.48603,
-0.232676,0.0425935,1.48601,
-0.232661,0.0428675,1.486,
-0.232645,0.0431399,1.48598,
-0.232622,0.0435303,1.48596,
-0.232598,0.0439205,1.48594,
-0.232572,0.0443106,1.48591,
-0.232545,0.0447005,1.48589,
-0.232516,0.04509,1.48586,
-0.232487,0.0454799,1.48583,
-0.232433,0.0461292,1.48579,
-0.232393,0.0465851,1.48576,
-0.232351,0.047036,1.48573,
-0.232307,0.0474872,1.48569,
-0.232253,0.0480355,1.48565,
-0.232215,0.0484034,1.48563,
-0.232159,0.0489229,1.48559,
-0.232108,0.0493849,1.48556,
-0.232065,0.0497577,1.48553,
-0.232022,0.050129,1.4855,
-0.231978,0.0505003,1.48547,
-0.231933,0.0508714,1.48544,
-0.231887,0.051243,1.48541,
-0.231832,0.0516829,1.48538,
-0.231777,0.0521256,1.48534,
-0.231705,0.052689,1.4853,
-0.231635,0.0532338,1.48526,
-0.231563,0.0537838,1.48521,
-0.231478,0.0544222,1.48516,
-0.231402,0.055001,1.48511,
-0.231323,0.0555815,1.48506,
-0.231259,0.0560429,1.48502,
-0.231194,0.0565032,1.48498,
-0.231127,0.0569653,1.48495,
-0.231024,0.0576615,1.48489,
-0.230918,0.0583795,1.48483,
-0.230804,0.0591398,1.48478,
-0.230689,0.0598809,1.48472,
-0.23053,0.0608634,1.48465,
-0.230363,0.0618784,1.48457,
-0.230197,0.0628935,1.48449,
-0.23003,0.0639087,1.48441,
-0.229898,0.0647226,1.48434,
-0.229811,0.0652546,1.4843,
-0.229724,0.0657673,1.48426,
-0.229631,0.066279,1.48422,
-0.229533,0.0667877,1.48418,
-0.229428,0.0672943,1.48413,
-0.229316,0.0678089,1.48409,
-0.229098,0.0688071,1.484,
-0.228875,0.0698218,1.48391,
-0.228616,0.0709957,1.48381,
-0.228394,0.0719861,1.48373,
-0.228168,0.0729576,1.48365,
-0.22788,0.0741284,1.48354,
-0.227555,0.0753692,1.48343,
-0.227224,0.0765681,1.48331,
-0.22688,0.0777578,1.48319,
-0.226529,0.0789226,1.48307,
-0.226165,0.0800837,1.48296,
-0.225786,0.081248,1.48284,
-0.225236,0.0828717,1.48267,
-0.224842,0.0840057,1.48256,
-0.224443,0.0851425,1.48245,
-0.224039,0.0862808,1.48233,
-0.223518,0.0877349,1.48219,
-0.222991,0.0891877,1.48204,
-0.222457,0.0906351,1.48191,
-0.222072,0.0916467,1.48181,
-0.221683,0.0926284,1.48173,
-0.221282,0.0936035,1.48164,
-0.220698,0.094966,1.48152,
-0.22009,0.0963199,1.48139,
-0.219411,0.0977672,1.48125,
-0.218641,0.099348,1.48108,
-0.217423,0.101784,1.48082,
-0.216182,0.104186,1.48055,
-0.214898,0.106514,1.48028,
-0.214172,0.107749,1.48013,
-0.21313,0.109459,1.47992,
-0.212068,0.111113,1.47971,
-0.211,0.112763,1.4795,
-0.209924,0.114406,1.47931,
-0.20887,0.115982,1.47913,
-0.207816,0.117503,1.47895,
-0.206406,0.119403,1.4787,
-0.204919,0.121302,1.47843,
-0.203077,0.123587,1.47811,
-0.201421,0.125587,1.47782,
-0.19972,0.127581,1.47755,
-0.198006,0.129511,1.4773,
-0.19636,0.13129,1.47707,
-0.194708,0.133006,1.47685,
-0.192549,0.135153,1.47658,
-0.190337,0.137284,1.47632,
-0.187366,0.140081,1.47596,
-0.184359,0.142841,1.47559,
-0.18133,0.145518,1.47524,
-0.178782,0.147658,1.47497,
-0.176746,0.149279,1.47478,
-0.174721,0.150812,1.4746,
-0.171217,0.153334,1.47431,
-0.167697,0.155714,1.47399,
-0.164933,0.157497,1.4737,
-0.162151,0.159251,1.47342,
-0.159575,0.160831,1.47316,
-0.15701,0.162354,1.4729,
-0.154142,0.163993,1.47264,
-0.151468,0.165469,1.4724,
-0.148795,0.1669,1.47217,
-0.146107,0.1683,1.47195,
-0.142593,0.17007,1.47167,
-0.139069,0.171789,1.47139,
-0.136972,0.172792,1.47122,
-0.134871,0.173783,1.47106,
-0.132766,0.174763,1.4709,
-0.130655,0.175733,1.47074,
-0.12854,0.176693,1.47059,
-0.12642,0.177641,1.47044,
-0.122981,0.179151,1.47022,
-0.119527,0.180624,1.47002,
-0.115111,0.182434,1.4698,
-0.109467,0.184622,1.46954,
-0.103773,0.18668,1.46929,
-0.0980258,0.188633,1.46903,
-0.0912553,0.190838,1.46874,
-0.0844652,0.192978,1.46847,
-0.0772398,0.195149,1.46819,
-0.0730553,0.196337,1.46803,
-0.0688947,0.197461,1.46789,
-0.0651989,0.1984,1.46777,
-0.061514,0.199289,1.46766,
-0.0578834,0.200146,1.46757,
-0.0542706,0.201001,1.46749,
-0.0479549,0.20249,1.46733,
-0.0416839,0.203928,1.46719,
-0.0353922,0.20531,1.46707,
-0.0289522,0.206659,1.46696,
-0.0213416,0.208194,1.46683,
-0.0137185,0.209678,1.46671,
-0.0052182,0.211245,1.46656,
3.90656e-06,0.212136,1.46648,
0.00522567,0.212954,1.4664,
0.0136635,0.21419,1.46628,
0.022054,0.215357,1.46619,
0.0304538,0.216456,1.46615,
0.038859,0.217487,1.46616,
0.0479403,0.218538,1.46621,
0.0542227,0.219236,1.46626,
0.0604833,0.219914,1.46632,
0.0665643,0.220559,1.46638,
0.0726403,0.221186,1.46643,
0.0787181,0.221795,1.46648,
0.0847969,0.222386,1.46652,
0.0908762,0.222952,1.46657,
0.0969578,0.223491,1.46662,
0.103042,0.224002,1.46669,
0.11181,0.224696,1.46681,
0.122796,0.225501,1.46699,
0.131423,0.226103,1.46715,
0.139999,0.226692,1.46733,
0.146868,0.22715,1.46747,
0.153745,0.227597,1.46762,
0.160579,0.228031,1.46777,
0.169089,0.228549,1.46796,
0.178427,0.229081,1.46819,
0.187757,0.229569,1.46845,
0.19821,0.230064,1.46877,
0.209855,0.230571,1.46915,
0.220408,0.231007,1.4695,
0.23098,0.231425,1.46987,
0.240691,0.231785,1.47021,
0.249328,0.232079,1.4705,
0.257948,0.232347,1.47079,
0.266897,0.232607,1.47113,
0.275274,0.232845,1.47147,
0.283621,0.233088,1.4718,
0.295486,0.233438,1.47226,
0.30733,0.233783,1.47271,
0.320261,0.234147,1.47323,
0.33237,0.234467,1.47371,
0.344467,0.234767,1.47421,
0.35656,0.235049,1.47471,
0.371696,0.235388,1.47536,
0.386757,0.235712,1.47601,
0.405834,0.236091,1.47683,
0.424949,0.236433,1.47766,
0.444074,0.236731,1.4785,
0.463222,0.236977,1.4793,
0.47647,0.237112,1.47979,
0.486945,0.237192,1.48013,
0.500174,0.237289,1.48054,
0.514058,0.237393,1.481,
0.536874,0.23757,1.48177,
0.560306,0.237749,1.48248,
0.583582,0.237914,1.4831,
0.597277,0.238005,1.48342,
0.610958,0.238094,1.48374,
0.624644,0.238183,1.48406,
0.638328,0.238275,1.48437,
0.652012,0.23837,1.48468,
0.6657,0.238467,1.48498,
0.679405,0.238565,1.48527,
0.69691,0.238683,1.48563,
0.714411,0.238788,1.48596,
0.731853,0.238886,1.48627,
0.749292,0.239001,1.48658,
0.766775,0.239129,1.48688,
0.784804,0.239256,1.48719,
0.802846,0.239377,1.48749,
0.820888,0.239489,1.48779,
0.838931,0.239598,1.48806,
0.8595,0.239726,1.48831,
0.88007,0.239861,1.48848,
0.90064,0.240001,1.48857,
0.92121,0.240148,1.48857,
0.941823,0.240299,1.48852,
0.97088,0.240527,1.48838,
1.004,0.240794,1.4882,
1.03464,0.241041,1.48804,
1.06523,0.241305,1.48786,
1.09585,0.241577,1.48766,
1.13168,0.241884,1.48738,
1.1676,0.242178,1.48705,
1.21004,0.242528,1.48656,
1.24638,0.242839,1.48612,
1.28279,0.243163,1.4857,
1.31784,0.243499,1.48529,
1.35285,0.243854,1.48487,
1.38479,0.244187,1.48448,
1.41925,0.244551,1.48409,
1.45367,0.24492,1.48369,
1.4936,0.245359,1.48321,
1.53319,0.245832,1.48273,
1.5687,0.246291,1.48231,
1.60424,0.246749,1.4819,
1.64076,0.247203,1.4815,
1.67729,0.247633,1.48113,
1.70943,0.247985,1.48083,
1.73083,0.248205,1.48065,
1.76309,0.248532,1.48038,
1.79891,0.248891,1.48008,
1.83473,0.249241,1.4798,
1.87059,0.24959,1.47952,
1.90169,0.249898,1.47926,
1.93042,0.25019,1.47899,
1.95329,0.250427,1.47877,
1.97613,0.250666,1.47854,
1.99897,0.250908,1.47831,
2.02184,0.251152,1.47808,
2.06663,0.251618,1.47764,
2.11141,0.252068,1.47723,
2.15219,0.252466,1.47687,
2.19296,0.252859,1.47652,
2.2282,0.253195,1.47622,
2.2635,0.253527,1.47593,
2.279,0.253671,1.4758,
2.29451,0.253813,1.47567,
2.31003,0.253955,1.47556,
2.32555,0.2541,1.47544,
2.34106,0.254251,1.47532,
2.35658,0.254408,1.4752,
2.3721,0.254571,1.47507,
2.38761,0.254741,1.47494,
2.42959,0.255204,1.47459,
2.47157,0.255666,1.47424,
2.51355,0.256126,1.47389,
2.55553,0.256585,1.47353,
2.57842,0.256835,1.47333,
2.60134,0.257085,1.47314,
2.62426,0.257337,1.47296,
2.64721,0.25759,1.47278,
2.69679,0.25813,1.47241,
2.74297,0.258612,1.47207,
2.78923,0.259074,1.47174,
2.83139,0.25949,1.47144,
2.87355,0.259905,1.47115,
2.91568,0.260324,1.47086,
2.9639,0.260814,1.47052,
2.99574,0.261146,1.47029,
3.02751,0.261484,1.47006,
3.05927,0.261829,1.46982,
3.09106,0.262179,1.46957,
3.12469,0.262545,1.4693,
3.15833,0.2629,1.46905,
3.19196,0.263238,1.4688,
3.22494,0.263561,1.46856,
3.25462,0.263847,1.46835,
3.2843,0.26413,1.46814,
3.31396,0.26441,1.46794,
3.3496,0.264743,1.46769,
3.38583,0.265072,1.46744,
3.41934,0.265369,1.46721,
3.45275,0.265659,1.46698,
3.48417,0.265931,1.46677,
3.5156,0.266208,1.46655,
3.54703,0.266494,1.46633,
3.58192,0.266814,1.46608,
3.62137,0.267166,1.46581,
3.64406,0.267365,1.46565,
3.68352,0.267706,1.46539,
3.72299,0.268045,1.46513,
3.76248,0.268389,1.46486,
3.80195,0.268742,1.46459,
3.84142,0.269102,1.46432,
3.86324,0.269301,1.46417,
3.88509,0.2695,1.46402,
3.90696,0.269699,1.46387,
3.94407,0.270031,1.46363,
3.98521,0.270388,1.46337,
4.02121,0.270689,1.46315,
4.05726,0.270983,1.46294,
4.08335,0.271193,1.46278,
4.11826,0.271478,1.46258,
4.14431,0.271695,1.46241,
4.17915,0.271993,1.4622,
4.21266,0.272283,1.46199,
4.24613,0.272578,1.46177,
4.2921,0.272986,1.46148,
4.338,0.273391,1.46118,
4.38575,0.273812,1.46087,
4.43522,0.274252,1.46055,
4.46001,0.274471,1.46039,
4.4848,0.274687,1.46024,
4.5096,0.274897,1.46009,
4.5344,0.275103,1.45994,
4.55579,0.275279,1.45982,
4.57718,0.275456,1.4597,
4.59862,0.275636,1.45958,
4.63462,0.275941,1.45938,
4.6734,0.276274,1.45917,
4.69919,0.276498,1.45902,
4.73485,0.27681,1.45881,
4.77051,0.277124,1.45861,
4.7925,0.277319,1.45848,
4.8276,0.277629,1.45828,
4.8627,0.27794,1.45807,
4.88366,0.278125,1.45795,
4.91839,0.278433,1.45775,
4.95312,0.278741,1.45755,
4.98763,0.279047,1.45735,
5.02214,0.279353,1.45714,
5.05646,0.279657,1.45694,
5.09077,0.279961,1.45674,
5.10785,0.280112,1.45664,
5.12492,0.280264,1.45654,
5.15054,0.28049,1.45639,
5.18454,0.280791,1.45619,
5.21842,0.281089,1.456,
5.2523,0.281386,1.4558,
5.28606,0.281682,1.4556,
5.29312,0.281744,1.45556,
5.30019,0.281805,1.45552,
5.30725,0.281867,1.45548,
5.31432,0.281929,1.45543,
5.32138,0.28199,1.45539,
5.32845,0.282052,1.45535,
5.33551,0.282113,1.45531,
5.34258,0.282175,1.45527,
5.34611,0.282205,1.45525,
5.34727,0.282216,1.45524,
5.34741,0.282217,1.45524,
5.34748,0.282217,1.45524,
5.34748,0.282217,1.45524,
-0.229046,0.0316179,1.48013,
-0.229043,0.0317285,1.48013,
-0.229038,0.0318622,1.48012,
-0.229034,0.0319973,1.48011,
-0.22903,0.0321349,1.48011,
-0.229026,0.0322724,1.4801,
-0.229022,0.0324106,1.48009,
-0.229018,0.03255,1.48008,
-0.229014,0.0326909,1.48008,
