CFD-a,CFD-a,SIM-a,SIM-a,CFD-b,CFD-b,SIM-b,SIM-b,CFD-c,CFD-c,SIM-c,SIM-c,CFD-d,CFD-d,SIM-d,SIM-d,CFD-e,CFD-e,SIM-e,SIM-e
,,0.42502,1546.14769,,,0.81663,576.6299,,,1.29801,474.39858,,,0.46795,1726.59133,,,0.50579,1919.35247
,,0.4257,1542.3629,,,0.81826,576.05056,,,1.30066,474.25332,,,0.46866,1722.47631,,,0.50653,1914.88237
,,0.42639,1538.59469,,,0.81989,575.47464,,,1.30332,474.10894,,,0.46938,1718.3785,,,0.50728,1910.43023
,,0.42707,1534.84297,,,0.82153,574.90214,,,1.30597,473.96543,,,0.4701,1714.29782,,,0.50802,1905.99596
,,0.42776,1531.10765,,,0.82316,574.33301,,,1.30862,473.8228,,,0.47082,1710.23419,,,0.50876,1901.57946
,,0.42844,1527.38866,,,0.82479,573.76724,,,1.31128,473.68102,,,0.47154,1706.18751,,,0.50951,1897.18066
,,0.42913,1523.6859,,,0.82642,573.20481,,,1.31393,473.5401,,,0.47226,1702.15771,,,0.51025,1892.79946
,,0.42982,1519.99931,,,0.82806,572.64568,,,1.31658,473.40003,,,0.47297,1698.1447,,,0.511,1888.43579
,,0.43051,1516.32879,,,0.82969,572.08983,,,1.31924,473.2608,,,0.47369,1694.14839,,,0.51174,1884.08954
,,0.43119,1512.67426,,,0.83133,571.53724,,,1.3219,473.1224,,,0.47441,1690.16871,,,0.51249,1879.76066
,,0.43188,1509.03565,,,0.83297,570.98788,,,1.32455,472.98483,,,0.47513,1686.20557,,,0.51323,1875.44903
,,0.43257,1505.41287,,,0.8346,570.44174,,,1.32721,472.84808,,,0.47585,1682.25889,,,0.51398,1871.15459
,,0.43326,1501.80584,,,0.83624,569.89878,,,1.32987,472.71215,,,0.47657,1678.32858,,,0.51472,1866.87725
,,0.43395,1498.21449,,,0.83788,569.35898,,,1.33253,472.57703,,,0.4773,1674.41457,,,0.51547,1862.61692
,,0.43464,1494.63873,,,0.83952,568.82233,,,1.33519,472.44271,,,0.47802,1670.51678,,,0.51621,1858.37353
,,0.43533,1491.07848,,,0.84116,568.28879,,,1.33785,472.30918,,,0.47874,1666.63512,,,0.51696,1854.14699
,,0.43601,1487.53368,,,0.8428,567.75835,,,1.34051,472.17645,,,0.47946,1662.76951,,,0.51771,1849.93721
,,0.43671,1484.00423,,,0.84444,567.23097,,,1.34317,472.0445,,,0.48018,1658.91989,,,0.51845,1845.74413
,,0.4374,1480.49006,,,0.84608,566.70665,,,1.34584,471.91333,,,0.4809,1655.08615,,,0.5192,1841.56766
,,0.43809,1476.9911,,,0.84772,566.18535,,,1.3485,471.78294,,,0.48163,1651.26824,,,0.51995,1837.40771
,,0.43878,1473.50727,,,0.84937,565.66706,,,1.35116,471.65331,,,0.48235,1647.46607,,,0.52069,1833.26422
,,0.43947,1470.03848,,,0.85101,565.15176,,,1.35383,471.52444,,,0.48307,1643.67956,,,0.52144,1829.13709
,,0.44016,1466.58468,,,0.85266,564.63941,,,1.35649,471.39633,,,0.48379,1639.90863,,,0.52219,1825.02625
,,0.44085,1463.14578,,,0.8543,564.13,,,1.35916,471.26897,,,0.48452,1636.15322,,,0.52294,1820.93163
,,0.44155,1459.7217,,,0.85595,563.62351,,,1.36183,471.14235,,,0.48524,1632.41324,,,0.52368,1816.85314
,,0.44224,1456.31237,,,0.85759,563.11993,,,1.36449,471.01647,,,0.48597,1628.68861,,,0.52443,1812.79071
,,0.44293,1452.91773,,,0.85924,562.61921,,,1.36716,470.89132,,,0.48669,1624.97927,,,0.52518,1808.74426
,,0.44362,1449.53768,,,0.86089,562.12136,,,1.36983,470.7669,,,0.48741,1621.28513,,,0.52593,1804.71371
,,0.44432,1446.17217,,,0.86254,561.62633,,,1.3725,470.6432,,,0.48814,1617.60613,,,0.52668,1800.69899
,,0.44501,1442.82112,,,0.86419,561.13413,,,1.37517,470.52022,,,0.48886,1613.94219,,,0.52743,1796.70002
,,0.44571,1439.48445,,,0.86584,560.64472,,,1.37784,470.39795,,,0.48959,1610.29322,,,0.52818,1792.71673
,,0.4464,1436.1621,,,0.86749,560.15808,,,1.38051,470.27638,,,0.49032,1606.65917,,,0.52893,1788.74904
,,0.4471,1432.85398,,,0.86914,559.6742,,,1.38318,470.15552,,,0.49104,1603.03996,,,0.52968,1784.79687
,,0.44779,1429.56004,,,0.87079,559.19306,,,1.38586,470.03535,,,0.49177,1599.43552,,,0.53043,1780.86017
,,0.44849,1426.28021,,,0.87244,558.71463,,,1.38853,469.91587,,,0.49249,1595.84577,,,0.53118,1776.93884
,,0.44918,1423.0144,,,0.8741,558.2389,,,1.3912,469.79707,,,0.49322,1592.27064,,,0.53193,1773.03281
,,0.44988,1419.76255,,,0.87575,557.76584,,,1.39388,469.67896,,,0.49395,1588.71006,,,0.53268,1769.14203
,,0.45058,1416.52459,,,0.8774,557.29544,,,1.39655,469.56152,,,0.49467,1585.16396,,,0.53343,1765.2664
,,0.45127,1413.30045,,,0.87906,556.82769,,,1.39923,469.44475,,,0.4954,1581.63227,,,0.53418,1761.40586
,,0.45197,1410.09007,,,0.88072,556.36255,,,1.4019,469.32864,,,0.49613,1578.11492,,,0.53493,1757.56034
,,0.45267,1406.89336,,,0.88237,555.90002,,,1.40458,469.2132,,,0.49686,1574.61184,,,0.53568,1753.72977
,,0.45337,1403.71028,,,0.88403,555.44007,,,1.40726,469.09841,,,0.49759,1571.12296,,,0.53644,1749.91408
,,0.45406,1400.54074,,,0.88569,554.98268,,,1.40994,468.98427,,,0.49831,1567.64822,,,0.53719,1746.11319
,,0.45476,1397.38469,,,0.88735,554.52784,,,1.41261,468.87078,,,0.49904,1564.18753,,,0.53794,1742.32703
,,0.45546,1394.24204,,,0.889,554.07554,,,1.41529,468.75792,,,0.49977,1560.74085,,,0.53869,1738.55554
,,0.45616,1391.11275,,,0.89066,553.62574,,,1.41797,468.64571,,,0.5005,1557.30809,,,0.53944,1734.79865
,,0.45686,1387.99674,,,0.89232,553.17844,,,1.42065,468.53412,,,0.50123,1553.88919,,,0.5402,1731.05629
,,0.45756,1384.89394,,,0.89398,552.73362,,,1.42334,468.42317,,,0.50196,1550.48408,,,0.54095,1727.32839
,,0.45826,1381.80429,,,0.89565,552.29125,,,1.42602,468.31283,,,0.50269,1547.0927,,,0.5417,1723.61488
,,0.45896,1378.72772,,,0.89731,551.85133,,,1.4287,468.20311,,,0.50342,1543.71498,,,0.54246,1719.91569
,,0.45966,1375.66418,,,0.89897,551.41383,,,1.43138,468.09401,,,0.50415,1540.35085,,,0.54321,1716.23076
,,0.46036,1372.61359,,,0.90063,550.97874,,,1.43407,467.98552,,,0.50488,1537.00026,,,0.54397,1712.56002
,,0.46106,1369.57589,,,0.9023,550.54604,,,1.43675,467.87763,,,0.50561,1533.66312,,,0.54472,1708.9034
,,0.46177,1366.55102,,,0.90396,550.11572,,,1.43943,467.77034,,,0.50635,1530.33939,,,0.54547,1705.26084
,,0.46247,1363.53892,,,0.90563,549.68775,,,1.44212,467.66364,,,0.50708,1527.02899,,,0.54623,1701.63227
,,0.46317,1360.53951,,,0.90729,549.26213,,,1.44481,467.55754,,,0.50781,1523.73186,,,0.54698,1698.01763
,,0.46387,1357.55274,,,0.90896,548.83883,,,1.44749,467.45203,,,0.50854,1520.44794,,,0.54774,1694.41685
,,0.46458,1354.57855,,,0.91063,548.41785,,,1.45018,467.3471,,,0.50927,1517.17716,,,0.54849,1690.82986
,,0.46528,1351.61688,,,0.91229,547.99915,,,1.45287,467.24275,,,0.51001,1513.91946,,,0.54925,1687.2566
,,0.46598,1348.66765,,,0.91396,547.58274,,,1.45556,467.13897,,,0.51074,1510.67478,,,0.55001,1683.69702
,,0.46669,1345.73082,,,0.91563,547.16858,,,1.45824,467.03576,,,0.51147,1507.44306,,,0.55076,1680.15103
,,0.46739,1342.80632,,,0.9173,546.75668,,,1.46093,466.93312,,,0.51221,1504.22422,,,0.55152,1676.61859
,,0.4681,1339.89409,,,0.91897,546.347,,,1.46362,466.83105,,,0.51294,1501.01822,,,0.55227,1673.09963
,,0.4688,1336.99406,,,0.92064,545.93954,,,1.46631,466.72953,,,0.51367,1497.82499,,,0.55303,1669.59407
,,0.46951,1334.10619,,,0.92231,545.53428,,,1.46901,466.62857,,,0.51441,1494.64447,,,0.55379,1666.10188
,,0.47021,1331.23041,,,0.92398,545.13121,,,1.4717,466.52816,,,0.51514,1491.4766,,,0.55454,1662.62297
,,0.47092,1328.36665,,,0.92566,544.73031,,,1.47439,466.42829,,,0.51588,1488.32132,,,0.5553,1659.15729
,,0.47162,1325.51487,,,0.92733,544.33156,,,1.47708,466.32897,,,0.51661,1485.17856,,,0.55606,1655.70478
,,0.47233,1322.675,,,0.929,543.93496,,,1.47978,466.23019,,,0.51735,1482.04827,,,0.55682,1652.26537
,,0.47304,1319.84698,,,0.93068,543.54048,,,1.48247,466.13194,,,0.51808,1478.9304,,,0.55758,1648.83901
,,0.47375,1317.03076,,,0.93235,543.14811,,,1.48516,466.03422,,,0.51882,1475.82487,,,0.55833,1645.42564
,,0.47445,1314.22628,,,0.93403,542.75784,,,1.48786,465.93704,,,0.51955,1472.73164,,,0.55909,1642.02519
,,0.47516,1311.43348,,,0.9357,542.36966,,,1.49055,465.84037,,,0.52029,1469.65063,,,0.55985,1638.6376
,,0.47587,1308.6523,,,0.93738,541.98354,,,1.49325,465.74423,,,0.52103,1466.58181,,,0.56061,1635.26283
,,0.47658,1305.88269,,,0.93905,541.59948,,,1.49595,465.64861,,,0.52176,1463.5251,,,0.56137,1631.9008
,,0.47729,1303.12459,,,0.94073,541.21746,,,1.49864,465.5535,,,0.5225,1460.48045,,,0.56213,1628.55146
,,0.47799,1300.37794,,,0.94241,540.83747,,,1.50134,465.4589,,,0.52324,1457.44781,,,0.56289,1625.21475
,,0.4787,1297.6427,,,0.94409,540.4595,,,1.50404,465.3648,,,0.52398,1454.42711,,,0.56365,1621.89061
,,0.47941,1294.91879,,,0.94577,540.08352,,,1.50674,465.27121,,,0.52471,1451.4183,,,0.56441,1618.57899
,,0.48012,1292.20617,,,0.94745,539.70953,,,1.50944,465.17811,,,0.52545,1448.42132,,,0.56517,1615.27982
,,0.48083,1289.50479,,,0.94913,539.33752,,,1.51214,465.08552,,,0.52619,1445.43612,,,0.56593,1611.99306
,,0.48154,1286.81458,,,0.95081,538.96746,,,1.51484,464.99341,,,0.52693,1442.46265,,,0.56669,1608.71863
,,0.48226,1284.1355,,,0.95249,538.59936,,,1.51754,464.9018,,,0.52767,1439.50084,,,0.56745,1605.4565
,,0.48297,1281.46748,,,0.95417,538.23319,,,1.52024,464.81067,,,0.52841,1436.55064,,,0.56821,1602.20659
,,0.48368,1278.81048,,,0.95585,537.86894,,,1.52294,464.72002,,,0.52915,1433.612,,,0.56897,1598.96886
,,0.48439,1276.16445,,,0.95754,537.5066,,,1.52565,464.62985,,,0.52989,1430.68486,,,0.56973,1595.74325
,,0.4851,1273.52932,,,0.95922,537.14615,,,1.52835,464.54016,,,0.53063,1427.76918,,,0.57049,1592.5297
,,0.48581,1270.90505,,,0.96091,536.78759,,,1.53105,464.45094,,,0.53137,1424.86488,,,0.57126,1589.32815
,,0.48653,1268.29158,,,0.96259,536.4309,,,1.53376,464.36219,,,0.53211,1421.97193,,,0.57202,1586.13857
,,0.48724,1265.68886,,,0.96428,536.07607,,,1.53646,464.27391,,,0.53285,1419.09026,,,0.57278,1582.96088
,,0.48795,1263.09684,,,0.96596,535.72308,,,1.53917,464.18608,,,0.53359,1416.21984,,,0.57354,1579.79503
,,0.48867,1260.51547,,,0.96765,535.37193,,,1.54187,464.09872,,,0.53433,1413.36059,,,0.57431,1576.64098
,,0.48938,1257.94469,,,0.96933,535.0226,,,1.54458,464.01182,,,0.53507,1410.51247,,,0.57507,1573.49867
,,0.4901,1255.38446,,,0.97102,534.67508,,,1.54729,463.92537,,,0.53581,1407.67543,,,0.57583,1570.36803
,,0.49081,1252.83471,,,0.97271,534.32936,,,1.54999,463.83937,,,0.53656,1404.84942,,,0.57659,1567.24903
,,0.49152,1250.29542,,,0.9744,533.98543,,,1.5527,463.75381,,,0.5373,1402.03438,,,0.57736,1564.14161
,,0.49224,1247.76651,,,0.97609,533.64327,,,1.55541,463.6687,,,0.53804,1399.23027,,,0.57812,1561.04572
,,0.49296,1245.24794,,,0.97778,533.30287,,,1.55812,463.58404,,,0.53878,1396.43703,,,0.57889,1557.9613
,,0.49367,1242.73967,,,0.97947,532.96423,,,1.56083,463.49981,,,0.53953,1393.65461,,,0.57965,1554.8883
,,0.49439,1240.24164,,,0.98116,532.62732,,,1.56354,463.41601,,,0.54027,1390.88296,,,0.58041,1551.82667
,,0.4951,1237.7538,,,0.98285,532.29214,,,1.56625,463.33265,,,0.54101,1388.12203,,,0.58118,1548.77636
,,0.49582,1235.27611,,,0.98454,531.95868,,,1.56896,463.24972,,,0.54176,1385.37178,,,0.58194,1545.73731
,,0.49654,1232.80851,,,0.98623,531.62693,,,1.57167,463.16722,,,0.5425,1382.63214,,,0.58271,1542.70949
,,0.49726,1230.35096,,,0.98793,531.29687,,,1.57438,463.08514,,,0.54325,1379.90308,,,0.58347,1539.69283
,,0.49797,1227.9034,,,0.98962,530.96849,,,1.5771,463.00348,,,0.54399,1377.18454,,,0.58424,1536.68728
,,0.49869,1225.4658,,,0.99131,530.64179,,,1.57981,462.92224,,,0.54473,1374.47647,,,0.58501,1533.6928
,,0.49941,1223.03809,,,0.99301,530.31675,,,1.58252,462.84142,,,0.54548,1371.77883,,,0.58577,1530.70934
,,0.50013,1220.62025,,,0.9947,529.99336,,,1.58524,462.761,,,0.54622,1369.09157,,,0.58654,1527.73685
,,0.50085,1218.2122,,,0.9964,529.67161,,,1.58795,462.681,,,0.54697,1366.41464,,,0.5873,1524.77527
,,0.50157,1215.81392,,,0.99809,529.3515,,,1.59067,462.60141,,,0.54772,1363.74798,,,0.58807,1521.82456
,,0.50229,1213.42536,,,0.99979,529.033,,,1.59338,462.52222,,,0.54846,1361.09157,,,0.58884,1518.88467
,,0.50301,1211.04646,,,1.00149,528.71611,,,1.5961,462.44343,,,0.54921,1358.44533,,,0.5896,1515.95555
,,0.50373,1208.67718,,,1.00318,528.40082,,,1.59881,462.36504,,,0.54996,1355.80924,,,0.59037,1513.03716
,,0.50445,1206.31747,,,1.00488,528.08712,,,1.60153,462.28705,,,0.5507,1353.18324,,,0.59114,1510.12944
,,0.50517,1203.96729,,,1.00658,527.775,,,1.60425,462.20945,,,0.55145,1350.56729,,,0.59191,1507.23235
,,0.50589,1201.6266,,,1.00828,527.46444,,,1.60697,462.13225,,,0.5522,1347.96133,,,0.59267,1504.34583
,,0.50661,1199.29535,,,1.00998,527.15544,,,1.60968,462.05543,,,0.55294,1345.36533,,,0.59344,1501.46985
,,0.50733,1196.97348,,,1.01168,526.848,,,1.6124,461.979,,,0.55369,1342.77924,,,0.59421,1498.60436
,,0.50805,1194.66097,,,1.01338,526.54209,,,1.61512,461.90295,,,0.55444,1340.203,,,0.59498,1495.7493
,,0.50877,1192.35776,,,1.01508,526.2377,,,1.61784,461.82729,,,0.55519,1337.63659,,,0.59575,1492.90464
,,0.5095,1190.06381,,,1.01678,525.93484,,,1.62056,461.752,,,0.55594,1335.07995,,,0.59652,1490.07033
,,0.51022,1187.77907,,,1.01848,525.63349,,,1.62328,461.67709,,,0.55669,1332.53303,,,0.59729,1487.24631
,,0.51094,1185.5035,,,1.02019,525.33363,,,1.626,461.60256,,,0.55743,1329.99579,,,0.59806,1484.43255
,,0.51167,1183.23706,,,1.02189,525.03527,,,1.62872,461.5284,,,0.55818,1327.4682,,,0.59882,1481.62899
,,0.51239,1180.97971,,,1.02359,524.73839,,,1.63145,461.4546,,,0.55893,1324.95019,,,0.59959,1478.8356
,,0.51311,1178.7314,,,1.0253,524.44298,,,1.63417,461.38117,,,0.55968,1322.44174,,,0.60036,1476.05233
,,0.51384,1176.49208,,,1.027,524.14903,,,1.63689,461.30811,,,0.56043,1319.94279,,,0.60113,1473.27914
,,0.51456,1174.26172,,,1.0287,523.85653,,,1.63962,461.23541,,,0.56118,1317.45331,,,0.6019,1470.51597
,,0.51529,1172.04027,,,1.03041,523.56548,,,1.64234,461.16307,,,0.56193,1314.97324,,,0.60268,1467.76279
,,0.51601,1169.82769,,,1.03212,523.27586,,,1.64506,461.09109,,,0.56268,1312.50255,,,0.60345,1465.01954
,,0.51674,1167.62394,,,1.03382,522.98766,,,1.64779,461.01946,,,0.56344,1310.04119,,,0.60422,1462.2862
,,0.51746,1165.42898,,,1.03553,522.70089,,,1.65051,460.94818,,,0.56419,1307.58912,,,0.60499,1459.5627
,,0.51819,1163.24276,,,1.03724,522.41552,,,1.65324,460.87726,,,0.56494,1305.1463,,,0.60576,1456.84902
,,0.51892,1161.06524,,,1.03894,522.13155,,,1.65597,460.80668,,,0.56569,1302.71269,,,0.60653,1454.1451
,,0.51964,1158.89639,,,1.04065,521.84897,,,1.65869,460.73645,,,0.56644,1300.28824,,,0.6073,1451.45091
,,0.52037,1156.73616,,,1.04236,521.56777,,,1.66142,460.66656,,,0.56719,1297.87292,,,0.60807,1448.76639
,,0.5211,1154.58451,,,1.04407,521.28794,,,1.66415,460.59702,,,0.56795,1295.46667,,,0.60885,1446.09152
,,0.52183,1152.4414,,,1.04578,521.00948,,,1.66688,460.52781,,,0.5687,1293.06947,,,0.60962,1443.42624
,,0.52255,1150.30678,,,1.04749,520.73237,,,1.6696,460.45895,,,0.56945,1290.68126,,,0.61039,1440.77051
,,0.52328,1148.18063,,,1.0492,520.45662,,,1.67233,460.39041,,,0.57021,1288.30201,,,0.61117,1438.1243
,,0.52401,1146.0629,,,1.05091,520.1822,,,1.67506,460.32222,,,0.57096,1285.93168,,,0.61194,1435.48755
,,0.52474,1143.95355,,,1.05262,519.90911,,,1.67779,460.25435,,,0.57171,1283.57022,,,0.61271,1432.86023
,,0.52547,1141.85253,,,1.05433,519.63734,,,1.68052,460.18681,,,0.57247,1281.2176,,,0.61348,1430.2423
,,0.5262,1139.75982,,,1.05605,519.36689,,,1.68325,460.1196,,,0.57322,1278.87378,,,0.61426,1427.63372
,,0.52693,1137.67537,,,1.05776,519.09774,,,1.68598,460.05271,,,0.57398,1276.53872,,,0.61503,1425.03444
,,0.52766,1135.59915,,,1.05947,518.8299,,,1.68872,459.98615,,,0.57473,1274.21237,,,0.61581,1422.44442
,,0.52839,1133.53111,,,1.06119,518.56334,,,1.69145,459.9199,,,0.57549,1271.8947,,,0.61658,1419.86363
,,0.52912,1131.47121,,,1.0629,518.29806,,,1.69418,459.85398,,,0.57624,1269.58566,,,0.61736,1417.29202
,,0.52985,1129.41942,,,1.06462,518.03406,,,1.69691,459.78837,,,0.577,1267.28523,,,0.61813,1414.72956
,,0.53058,1127.37571,,,1.06633,517.77133,,,1.69965,459.72308,,,0.57775,1264.99336,,,0.6189,1412.1762
,,0.53131,1125.34002,,,1.06805,517.50985,,,1.70238,459.6581,,,0.57851,1262.71001,,,0.61968,1409.6319
,,0.53204,1123.31233,,,1.06976,517.24963,,,1.70511,459.59343,,,0.57926,1260.43514,,,0.62046,1407.09663
,,0.53277,1121.2926,,,1.07148,516.99065,,,1.70785,459.52907,,,0.58002,1258.16872,,,0.62123,1404.57035
,,0.53351,1119.28078,,,1.0732,516.7329,,,1.71058,459.46502,,,0.58078,1255.91071,,,0.62201,1402.05301
,,0.53424,1117.27685,,,1.07491,516.47638,,,1.71332,459.40127,,,0.58153,1253.66107,,,0.62278,1399.54457
,,0.53497,1115.28077,,,1.07663,516.22109,,,1.71606,459.33782,,,0.58229,1251.41976,,,0.62356,1397.04501
,,0.53571,1113.29249,,,1.07835,515.967,,,1.71879,459.27468,,,0.58305,1249.18674,,,0.62433,1394.55428
,,0.53644,1111.31199,,,1.08007,515.71413,,,1.72153,459.21184,,,0.58381,1246.96198,,,0.62511,1392.07234
,,0.53717,1109.33922,,,1.08179,515.46245,,,1.72427,459.14929,,,0.58456,1244.74545,,,0.62589,1389.59915
,,0.53791,1107.37415,,,1.08351,515.21196,,,1.727,459.08704,,,0.58532,1242.53709,,,0.62666,1387.13468
,,0.53864,1105.41675,,,1.08523,514.96266,,,1.72974,459.02509,,,0.58608,1240.33689,,,0.62744,1384.67889
,,0.53938,1103.46698,,,1.08695,514.71453,,,1.73248,458.96342,,,0.58684,1238.14479,,,0.62822,1382.23174
,,0.54011,1101.5248,,,1.08867,514.46757,,,1.73522,458.90205,,,0.5876,1235.96077,,,0.629,1379.79319
,,0.54085,1099.59017,,,1.09039,514.22178,,,1.73796,458.84097,,,0.58836,1233.78479,,,0.62977,1377.36321
,,0.54158,1097.66307,,,1.09211,513.97714,,,1.7407,458.78017,,,0.58912,1231.61681,,,0.63055,1374.94177
,,0.54232,1095.74346,,,1.09384,513.73366,,,1.74344,458.71966,,,0.58988,1229.4568,,,0.63133,1372.52881
,,0.54305,1093.8313,,,1.09556,513.49131,,,1.74618,458.65943,,,0.59064,1227.30472,,,0.63211,1370.12431
,,0.54379,1091.92656,,,1.09728,513.2501,,,1.74892,458.59948,,,0.5914,1225.16053,,,0.63289,1367.72823
,,0.54453,1090.0292,,,1.09901,513.01002,,,1.75166,458.53981,,,0.59216,1223.02421,,,0.63367,1365.34053
,,0.54526,1088.13919,,,1.10073,512.77105,,,1.7544,458.48042,,,0.59292,1220.89571,,,0.63445,1362.96118
,,0.546,1086.2565,,,1.10245,512.53321,,,1.75714,458.42131,,,0.59368,1218.775,,,0.63522,1360.59015
,,0.54674,1084.38109,,,1.10418,512.29647,,,1.75989,458.36247,,,0.59444,1216.66205,,,0.636,1358.22739
,,0.54748,1082.51293,,,1.10591,512.06083,,,1.76263,458.30391,,,0.5952,1214.55682,,,0.63678,1355.87287
,,0.54821,1080.65198,,,1.10763,511.82629,,,1.76537,458.24562,,,0.59596,1212.45928,,,0.63756,1353.52656
,,0.54895,1078.79821,,,1.10936,511.59284,,,1.76812,458.18759,,,0.59672,1210.36939,,,0.63834,1351.18842
,,0.54969,1076.95159,,,1.11108,511.36047,,,1.77086,458.12984,,,0.59748,1208.28712,,,0.63912,1348.85841
,,0.55043,1075.11208,,,1.11281,511.12917,,,1.7736,458.07235,,,0.59825,1206.21244,,,0.6399,1346.5365
,,0.55117,1073.27966,,,1.11454,510.89895,,,1.77635,458.01513,,,0.59901,1204.14531,,,0.64068,1344.22267
,,0.55191,1071.45428,,,1.11627,510.66978,,,1.77909,457.95817,,,0.59977,1202.08569,,,0.64147,1341.91686
,,0.55265,1069.63593,,,1.11799,510.44168,,,1.78184,457.90147,,,0.60053,1200.03357,,,0.64225,1339.61905
,,0.55339,1067.82455,,,1.11972,510.21462,,,1.78459,457.84503,,,0.6013,1197.9889,,,0.64303,1337.3292
,,0.55413,1066.02013,,,1.12145,509.98861,,,1.78733,457.78886,,,0.60206,1195.95164,,,0.64381,1335.04729
,,0.55487,1064.22263,,,1.12318,509.76364,,,1.79008,457.73294,,,0.60282,1193.92178,,,0.64459,1332.77327
,,0.55561,1062.43201,,,1.12491,509.5397,,,1.79283,457.67727,,,0.60359,1191.89926,,,0.64537,1330.50711
,,0.55635,1060.64826,,,1.12664,509.31678,,,1.79557,457.62186,,,0.60435,1189.88407,,,0.64615,1328.24878
,,0.55709,1058.87133,,,1.12837,509.09489,,,1.79832,457.5667,,,0.60512,1187.87617,,,0.64694,1325.99824
,,0.55783,1057.10119,,,1.1301,508.874,,,1.80107,457.51179,,,0.60588,1185.87553,,,0.64772,1323.75547
,,0.55858,1055.33781,,,1.13184,508.65413,,,1.80382,457.45714,,,0.60665,1183.88211,,,0.6485,1321.52043
,,0.55932,1053.58117,,,1.13357,508.43526,,,1.80657,457.40273,,,0.60741,1181.89589,,,0.64928,1319.29309
,,0.56006,1051.83123,,,1.1353,508.21738,,,1.80932,457.34857,,,0.60818,1179.91683,,,0.65007,1317.07341
,,0.5608,1050.08795,,,1.13703,508.0005,,,1.81207,457.29465,,,0.60894,1177.9449,,,0.65085,1314.86136
,,0.56155,1048.35132,,,1.13877,507.7846,,,1.81482,457.24098,,,0.60971,1175.98007,,,0.65163,1312.65691
,,0.56229,1046.62129,,,1.1405,507.56968,,,1.81757,457.18755,,,0.61047,1174.02231,,,0.65242,1310.46003
,,0.56303,1044.89785,,,1.14223,507.35573,,,1.82032,457.13436,,,0.61124,1172.07158,,,0.6532,1308.27068
,,0.56378,1043.18095,,,1.14397,507.14275,,,1.82307,457.08141,,,0.61201,1170.12787,,,0.65398,1306.08884
,,0.56452,1041.47057,,,1.1457,506.93073,,,1.82582,457.02869,,,0.61277,1168.19112,,,0.65477,1303.91447
,,0.56527,1039.76668,,,1.14744,506.71967,,,1.82858,456.97622,,,0.61354,1166.26133,,,0.65555,1301.74754
,,0.56601,1038.06925,,,1.14918,506.50956,,,1.83133,456.92398,,,0.61431,1164.33845,,,0.65634,1299.58803
,,0.56675,1036.37825,,,1.15091,506.3004,,,1.83408,456.87197,,,0.61507,1162.42245,,,0.65712,1297.43588
,,0.5675,1034.69365,,,1.15265,506.09217,,,1.83684,456.8202,,,0.61584,1160.51331,,,0.65791,1295.29109
,,0.56825,1033.01542,,,1.15438,505.88488,,,1.83959,456.76866,,,0.61661,1158.611,,,0.65869,1293.15361
,,0.56899,1031.34353,,,1.15612,505.67852,,,1.84234,456.71735,,,0.61738,1156.71548,,,0.65948,1291.02342
,,0.56974,1029.67796,,,1.15786,505.47308,,,1.8451,456.66626,,,0.61814,1154.82673,,,0.66026,1288.90048
,,0.57048,1028.01867,,,1.1596,505.26856,,,1.84785,456.61541,,,0.61891,1152.94471,,,0.66105,1286.78477
,,0.57123,1026.36564,,,1.16134,505.06496,,,1.85061,456.56478,,,0.61968,1151.0694,,,0.66184,1284.67625
,,0.57198,1024.71883,,,1.16308,504.86226,,,1.85336,456.51437,,,0.62045,1149.20077,,,0.66262,1282.57489
,,0.57272,1023.07823,,,1.16481,504.66046,,,1.85612,456.46419,,,0.62122,1147.33878,,,0.66341,1280.48067
,,0.57347,1021.44379,,,1.16655,504.45956,,,1.85888,456.41423,,,0.62199,1145.48342,,,0.66419,1278.39356
,,0.57422,1019.8155,,,1.16829,504.25956,,,1.86163,456.36449,,,0.62276,1143.63465,,,0.66498,1276.31352
,,0.57497,1018.19333,,,1.17003,504.06044,,,1.86439,456.31497,,,0.62353,1141.79244,,,0.66577,1274.24052
,,0.57572,1016.57724,,,1.17178,503.86221,,,1.86715,456.26567,,,0.6243,1139.95676,,,0.66655,1272.17454
,,0.57646,1014.96722,,,1.17352,503.66485,,,1.8699,456.21659,,,0.62507,1138.12759,,,0.66734,1270.11555
,,0.57721,1013.36322,,,1.17526,503.46836,,,1.87266,456.16772,,,0.62584,1136.3049,,,0.66813,1268.06351
,,0.57796,1011.76523,,,1.177,503.27275,,,1.87542,456.11907,,,0.62661,1134.48866,,,0.66892,1266.0184
,,0.57871,1010.17323,,,1.17874,503.07799,,,1.87818,456.07063,,,0.62738,1132.67884,,,0.66971,1263.98019
,,0.57946,1008.58717,,,1.18049,502.88409,,,1.88094,456.0224,,,0.62815,1130.87542,,,0.67049,1261.94886
,,0.58021,1007.00703,,,1.18223,502.69105,,,1.8837,455.97438,,,0.62892,1129.07836,,,0.67128,1259.92436
,,0.58096,1005.4328,,,1.18397,502.49885,,,1.88646,455.92657,,,0.6297,1127.28764,,,0.67207,1257.90668
,,0.58171,1003.86443,,,1.18572,502.3075,,,1.88922,455.87897,,,0.63047,1125.50323,,,0.67286,1255.89578
,,0.58246,1002.30192,,,1.18746,502.11698,,,1.89198,455.83158,,,0.63124,1123.72511,,,0.67365,1253.89164
