CFD-a,CFD-a,SIM-a,SIM-a,CFD-b,CFD-b,SIM-b,SIM-b,CFD-c,CFD-c,SIM-c,SIM-c,CFD-d,CFD-d,SIM-d,SIM-d,CFD-e,CFD-e,SIM-e,SIM-e
,,1.29442,543.90902,,,2.76342,450.97484,,,4.33407,442.94228,,,1.35236,578.03974,,,1.40207,616.13879
,,1.2953,543.76225,,,2.76531,450.95961,,,4.33696,442.93831,,,1.35325,577.85248,,,1.40296,615.90773
,,1.29619,543.61578,,,2.7672,450.94441,,,4.33986,442.93436,,,1.35413,577.66559,,,1.40385,615.67711
,,1.29707,543.46961,,,2.76909,450.92924,,,4.34276,442.93041,,,1.35502,577.47907,,,1.40474,615.44692
,,1.29795,543.32373,,,2.77098,450.9141,,,4.34565,442.92647,,,1.35591,577.29291,,,1.40563,615.21717
,,1.29883,543.17815,,,2.77287,450.899,,,4.34855,442.92254,,,1.3568,577.10711,,,1.40652,614.98785
,,1.29972,543.03286,,,2.77476,450.88392,,,4.35144,442.91861,,,1.35768,576.92167,,,1.40742,614.75897
,,1.3006,542.88787,,,2.77665,450.86887,,,4.35434,442.91469,,,1.35857,576.7366,,,1.40831,614.53051
,,1.30148,542.74317,,,2.77855,450.85386,,,4.35724,442.91079,,,1.35946,576.55188,,,1.4092,614.30249
,,1.30237,542.59876,,,2.78044,450.83887,,,4.36013,442.90688,,,1.36035,576.36752,,,1.41009,614.07489
,,1.30325,542.45464,,,2.78233,450.82392,,,4.36303,442.90299,,,1.36123,576.18353,,,1.41098,613.84773
,,1.30413,542.31082,,,2.78422,450.80899,,,4.36593,442.8991,,,1.36212,575.99988,,,1.41188,613.62099
,,1.30501,542.16728,,,2.78611,450.7941,,,4.36882,442.89523,,,1.36301,575.8166,,,1.41277,613.39467
,,1.3059,542.02404,,,2.788,450.77924,,,4.37172,442.89136,,,1.3639,575.63367,,,1.41366,613.16879
,,1.30678,541.88108,,,2.78989,450.7644,,,4.37462,442.88749,,,1.36479,575.4511,,,1.41455,612.94332
,,1.30766,541.73841,,,2.79179,450.7496,,,4.37752,442.88364,,,1.36568,575.26888,,,1.41544,612.71828
,,1.30855,541.59603,,,2.79368,450.73483,,,4.38041,442.87979,,,1.36656,575.08701,,,1.41634,612.49366
,,1.30943,541.45394,,,2.79557,450.72008,,,4.38331,442.87595,,,1.36745,574.9055,,,1.41723,612.26947
,,1.31031,541.31213,,,2.79746,450.70537,,,4.38621,442.87212,,,1.36834,574.72433,,,1.41812,612.04569
,,1.3112,541.17061,,,2.79935,450.69068,,,4.3891,442.86829,,,1.36923,574.54352,,,1.41901,611.82233
,,1.31208,541.02937,,,2.80125,450.67603,,,4.392,442.86448,,,1.37012,574.36305,,,1.41991,611.59939
,,1.31297,540.88841,,,2.80314,450.66141,,,4.3949,442.86067,,,1.37101,574.18294,,,1.4208,611.37687
,,1.31385,540.74774,,,2.80503,450.64681,,,4.3978,442.85686,,,1.3719,574.00317,,,1.42169,611.15476
,,1.31473,540.60735,,,2.80692,450.63224,,,4.40069,442.85307,,,1.37278,573.82375,,,1.42258,610.93307
,,1.31562,540.46724,,,2.80882,450.61771,,,4.40359,442.84928,,,1.37367,573.64468,,,1.42348,610.71179
,,1.3165,540.32741,,,2.81071,450.6032,,,4.40649,442.8455,,,1.37456,573.46595,,,1.42437,610.49093
,,1.31739,540.18786,,,2.8126,450.58872,,,4.40939,442.84173,,,1.37545,573.28756,,,1.42526,610.27047
,,1.31827,540.04859,,,2.81449,450.57427,,,4.41229,442.83796,,,1.37634,573.10952,,,1.42615,610.05043
,,1.31916,539.9096,,,2.81639,450.55985,,,4.41518,442.83421,,,1.37723,572.93182,,,1.42705,609.8308
,,1.32004,539.77088,,,2.81828,450.54546,,,4.41808,442.83046,,,1.37812,572.75446,,,1.42794,609.61158
,,1.32092,539.63244,,,2.82017,450.5311,,,4.42098,442.82671,,,1.37901,572.57745,,,1.42883,609.39276
,,1.32181,539.49428,,,2.82206,450.51676,,,4.42388,442.82298,,,1.3799,572.40077,,,1.42973,609.17435
,,1.32269,539.3564,,,2.82396,450.50246,,,4.42678,442.81925,,,1.38079,572.22443,,,1.43062,608.95635
,,1.32358,539.21879,,,2.82585,450.48818,,,4.42967,442.81553,,,1.38168,572.04843,,,1.43151,608.73876
,,1.32446,539.08145,,,2.82774,450.47394,,,4.43257,442.81182,,,1.38257,571.87277,,,1.43241,608.52157
,,1.32535,538.94439,,,2.82964,450.45972,,,4.43547,442.80811,,,1.38346,571.69744,,,1.4333,608.30478
,,1.32623,538.8076,,,2.83153,450.44553,,,4.43837,442.80441,,,1.38434,571.52245,,,1.43419,608.08839
,,1.32712,538.67108,,,2.83342,450.43136,,,4.44127,442.80072,,,1.38523,571.3478,,,1.43509,607.8724
,,1.328,538.53483,,,2.83532,450.41723,,,4.44417,442.79703,,,1.38612,571.17348,,,1.43598,607.65682
,,1.32889,538.39886,,,2.83721,450.40312,,,4.44706,442.79336,,,1.38701,570.99949,,,1.43688,607.44163
,,1.32977,538.26315,,,2.8391,450.38904,,,4.44996,442.78969,,,1.3879,570.82584,,,1.43777,607.22685
,,1.33066,538.12772,,,2.841,450.375,,,4.45286,442.78602,,,1.38879,570.65252,,,1.43866,607.01246
,,1.33155,537.99255,,,2.84289,450.36097,,,4.45576,442.78237,,,1.38968,570.47952,,,1.43956,606.79846
,,1.33243,537.85765,,,2.84479,450.34698,,,4.45866,442.77872,,,1.39058,570.30686,,,1.44045,606.58487
,,1.33332,537.72302,,,2.84668,450.33301,,,4.46156,442.77508,,,1.39147,570.13453,,,1.44135,606.37166
,,1.3342,537.58865,,,2.84857,450.31907,,,4.46446,442.77144,,,1.39236,569.96253,,,1.44224,606.15885
,,1.33509,537.45455,,,2.85047,450.30516,,,4.46736,442.76781,,,1.39325,569.79085,,,1.44313,605.94644
,,1.33597,537.32071,,,2.85236,450.29128,,,4.47026,442.76419,,,1.39414,569.6195,,,1.44403,605.73441
,,1.33686,537.18714,,,2.85426,450.27743,,,4.47316,442.76058,,,1.39503,569.44848,,,1.44492,605.52278
,,1.33775,537.05384,,,2.85615,450.2636,,,4.47605,442.75697,,,1.39592,569.27778,,,1.44582,605.31153
,,1.33863,536.92079,,,2.85804,450.2498,,,4.47895,442.75337,,,1.39681,569.1074,,,1.44671,605.10068
,,1.33952,536.78801,,,2.85994,450.23602,,,4.48185,442.74978,,,1.3977,568.93735,,,1.44761,604.89021
,,1.3404,536.65549,,,2.86183,450.22228,,,4.48475,442.74619,,,1.39859,568.76763,,,1.4485,604.68013
,,1.34129,536.52323,,,2.86373,450.20856,,,4.48765,442.74262,,,1.39948,568.59822,,,1.44939,604.47044
,,1.34218,536.39124,,,2.86562,450.19487,,,4.49055,442.73904,,,1.40037,568.42914,,,1.45029,604.26113
,,1.34306,536.2595,,,2.86752,450.1812,,,4.49345,442.73548,,,1.40126,568.26037,,,1.45118,604.05221
,,1.34395,536.12802,,,2.86941,450.16756,,,4.49635,442.73192,,,1.40215,568.09193,,,1.45208,603.84367
,,1.34484,535.9968,,,2.87131,450.15395,,,4.49925,442.72837,,,1.40305,567.9238,,,1.45297,603.63551
,,1.34572,535.86584,,,2.8732,450.14037,,,4.50215,442.72482,,,1.40394,567.756,,,1.45387,603.42773
,,1.34661,535.73513,,,2.8751,450.12681,,,4.50505,442.72129,,,1.40483,567.58851,,,1.45476,603.22034
,,1.3475,535.60468,,,2.87699,450.11328,,,4.50795,442.71776,,,1.40572,567.42133,,,1.45566,603.01332
,,1.34838,535.47449,,,2.87889,450.09978,,,4.51085,442.71423,,,1.40661,567.25448,,,1.45655,602.80668
,,1.34927,535.34455,,,2.88078,450.0863,,,4.51375,442.71071,,,1.4075,567.08794,,,1.45745,602.60043
,,1.35016,535.21487,,,2.88268,450.07285,,,4.51665,442.7072,,,1.40839,566.92171,,,1.45834,602.39454
,,1.35104,535.08544,,,2.88457,450.05942,,,4.51955,442.7037,,,1.40929,566.75579,,,1.45924,602.18904
,,1.35193,534.95626,,,2.88647,450.04603,,,4.52245,442.7002,,,1.41018,566.59019,,,1.46014,601.98391
,,1.35282,534.82734,,,2.88836,450.03265,,,4.52535,442.69671,,,1.41107,566.4249,,,1.46103,601.77915
,,1.35371,534.69867,,,2.89026,450.01931,,,4.52825,442.69323,,,1.41196,566.25992,,,1.46193,601.57477
,,1.35459,534.57025,,,2.89215,450.00599,,,4.53115,442.68975,,,1.41285,566.09525,,,1.46282,601.37076
,,1.35548,534.44208,,,2.89405,449.99269,,,4.53405,442.68628,,,1.41375,565.9309,,,1.46372,601.16713
,,1.35637,534.31416,,,2.89595,449.97943,,,4.53695,442.68282,,,1.41464,565.76685,,,1.46461,600.96386
,,1.35726,534.18649,,,2.89784,449.96618,,,4.53986,442.67936,,,1.41553,565.60311,,,1.46551,600.76097
,,1.35814,534.05907,,,2.89974,449.95297,,,4.54276,442.67591,,,1.41642,565.43967,,,1.46641,600.55844
,,1.35903,533.9319,,,2.90163,449.93978,,,4.54566,442.67247,,,1.41731,565.27654,,,1.4673,600.35628
,,1.35992,533.80498,,,2.90353,449.92662,,,4.54856,442.66903,,,1.41821,565.11372,,,1.4682,600.15449
,,1.36081,533.6783,,,2.90543,449.91348,,,4.55146,442.6656,,,1.4191,564.95121,,,1.46909,599.95306
,,1.3617,533.55187,,,2.90732,449.90036,,,4.55436,442.66217,,,1.41999,564.789,,,1.46999,599.75201
,,1.36258,533.42568,,,2.90922,449.88728,,,4.55726,442.65876,,,1.42088,564.62709,,,1.47089,599.55131
,,1.36347,533.29974,,,2.91111,449.87421,,,4.56016,442.65535,,,1.42178,564.46548,,,1.47178,599.35098
,,1.36436,533.17405,,,2.91301,449.86118,,,4.56306,442.65194,,,1.42267,564.30418,,,1.47268,599.15102
,,1.36525,533.0486,,,2.91491,449.84817,,,4.56596,442.64854,,,1.42356,564.14318,,,1.47357,598.95141
,,1.36614,532.92339,,,2.9168,449.83518,,,4.56887,442.64515,,,1.42445,563.98248,,,1.47447,598.75217
,,1.36703,532.79842,,,2.9187,449.82222,,,4.57177,442.64177,,,1.42535,563.82208,,,1.47537,598.55329
,,1.36791,532.6737,,,2.9206,449.80929,,,4.57467,442.63839,,,1.42624,563.66198,,,1.47626,598.35477
,,1.3688,532.54922,,,2.92249,449.79637,,,4.57757,442.63501,,,1.42713,563.50218,,,1.47716,598.1566
,,1.36969,532.42498,,,2.92439,449.78349,,,4.58047,442.63165,,,1.42803,563.34267,,,1.47806,597.9588
,,1.37058,532.30098,,,2.92629,449.77063,,,4.58337,442.62829,,,1.42892,563.18347,,,1.47895,597.76135
,,1.37147,532.17722,,,2.92818,449.75779,,,4.58628,442.62493,,,1.42981,563.02455,,,1.47985,597.56426
,,1.37236,532.05369,,,2.93008,449.74498,,,4.58918,442.62159,,,1.43071,562.86594,,,1.48075,597.36753
,,1.37325,531.93041,,,2.93198,449.7322,,,4.59208,442.61825,,,1.4316,562.70762,,,1.48164,597.17115
,,1.37414,531.80737,,,2.93387,449.71944,,,4.59498,442.61491,,,1.43249,562.54959,,,1.48254,596.97512
,,1.37502,531.68456,,,2.93577,449.7067,,,4.59788,442.61158,,,1.43339,562.39186,,,1.48344,596.77944
,,1.37591,531.56199,,,2.93767,449.69399,,,4.60079,442.60826,,,1.43428,562.23442,,,1.48434,596.58412
,,1.3768,531.43965,,,2.93957,449.6813,,,4.60369,442.60495,,,1.43517,562.07728,,,1.48523,596.38915
,,1.37769,531.31755,,,2.94146,449.66864,,,4.60659,442.60164,,,1.43607,561.92042,,,1.48613,596.19453
,,1.37858,531.19569,,,2.94336,449.656,,,4.60949,442.59833,,,1.43696,561.76386,,,1.48703,596.00027
,,1.37947,531.07406,,,2.94526,449.64338,,,4.61239,442.59504,,,1.43785,561.60759,,,1.48792,595.80635
,,1.38036,530.95266,,,2.94716,449.63079,,,4.6153,442.59175,,,1.43875,561.4516,,,1.48882,595.61277
,,1.38125,530.8315,,,2.94905,449.61823,,,4.6182,442.58846,,,1.43964,561.2959,,,1.48972,595.41955
,,1.38214,530.71056,,,2.95095,449.60569,,,4.6211,442.58518,,,1.44054,561.1405,,,1.49062,595.22667
,,1.38303,530.58987,,,2.95285,449.59317,,,4.624,442.58191,,,1.44143,560.98538,,,1.49151,595.03414
,,1.38392,530.4694,,,2.95475,449.58068,,,4.62691,442.57865,,,1.44232,560.83054,,,1.49241,594.84195
,,1.38481,530.34916,,,2.95664,449.56821,,,4.62981,442.57539,,,1.44322,560.676,,,1.49331,594.65011
,,1.3857,530.22916,,,2.95854,449.55576,,,4.63271,442.57213,,,1.44411,560.52173,,,1.49421,594.45861
,,1.38659,530.10938,,,2.96044,449.54334,,,4.63561,442.56889,,,1.44501,560.36776,,,1.49511,594.26745
,,1.38748,529.98983,,,2.96234,449.53094,,,4.63852,442.56564,,,1.4459,560.21406,,,1.496,594.07664
,,1.38837,529.87051,,,2.96424,449.51857,,,4.64142,442.56241,,,1.4468,560.06065,,,1.4969,593.88617
,,1.38926,529.75142,,,2.96613,449.50622,,,4.64432,442.55918,,,1.44769,559.90752,,,1.4978,593.69603
,,1.39015,529.63256,,,2.96803,449.49389,,,4.64723,442.55595,,,1.44859,559.75468,,,1.4987,593.50624
,,1.39104,529.51393,,,2.96993,449.48159,,,4.65013,442.55274,,,1.44948,559.60211,,,1.4996,593.31678
,,1.39193,529.39552,,,2.97183,449.46931,,,4.65303,442.54953,,,1.45037,559.44983,,,1.50049,593.12767
,,1.39282,529.27733,,,2.97373,449.45705,,,4.65594,442.54632,,,1.45127,559.29782,,,1.50139,592.93888
,,1.39371,529.15937,,,2.97563,449.44482,,,4.65884,442.54312,,,1.45216,559.1461,,,1.50229,592.75044
,,1.3946,529.04164,,,2.97752,449.43261,,,4.66174,442.53993,,,1.45306,558.99465,,,1.50319,592.56233
,,1.39549,528.92413,,,2.97942,449.42042,,,4.66465,442.53674,,,1.45395,558.84348,,,1.50409,592.37456
,,1.39638,528.80684,,,2.98132,449.40826,,,4.66755,442.53356,,,1.45485,558.69259,,,1.50499,592.18712
,,1.39727,528.68978,,,2.98322,449.39612,,,4.67045,442.53038,,,1.45574,558.54198,,,1.50588,592.00001
,,1.39817,528.57294,,,2.98512,449.384,,,4.67336,442.52721,,,1.45664,558.39164,,,1.50678,591.81324
,,1.39906,528.45632,,,2.98702,449.37191,,,4.67626,442.52405,,,1.45753,558.24158,,,1.50768,591.6268
,,1.39995,528.33993,,,2.98892,449.35984,,,4.67916,442.52089,,,1.45843,558.09179,,,1.50858,591.44069
,,1.40084,528.22375,,,2.99082,449.34779,,,4.68207,442.51774,,,1.45933,557.94227,,,1.50948,591.2549
,,1.40173,528.10779,,,2.99272,449.33576,,,4.68497,442.51459,,,1.46022,557.79303,,,1.51038,591.06945
,,1.40262,527.99206,,,2.99461,449.32376,,,4.68788,442.51145,,,1.46112,557.64406,,,1.51128,590.88433
,,1.40351,527.87654,,,2.99651,449.31178,,,4.69078,442.50832,,,1.46201,557.49537,,,1.51218,590.69954
,,1.4044,527.76124,,,2.99841,449.29982,,,4.69368,442.50519,,,1.46291,557.34694,,,1.51307,590.51507
,,1.4053,527.64616,,,3.00031,449.28789,,,4.69659,442.50207,,,1.4638,557.19879,,,1.51397,590.33093
,,1.40619,527.5313,,,3.00221,449.27598,,,4.69949,442.49895,,,1.4647,557.0509,,,1.51487,590.14711
,,1.40708,527.41665,,,3.00411,449.26409,,,4.7024,442.49584,,,1.46559,556.90329,,,1.51577,589.96362
,,1.40797,527.30223,,,3.00601,449.25222,,,4.7053,442.49273,,,1.46649,556.75594,,,1.51667,589.78045
,,1.40886,527.18801,,,3.00791,449.24038,,,4.7082,442.48963,,,1.46739,556.60887,,,1.51757,589.59761
,,1.40975,527.07402,,,3.00981,449.22855,,,4.71111,442.48654,,,1.46828,556.46206,,,1.51847,589.41509
,,1.41065,526.96023,,,3.01171,449.21675,,,4.71401,442.48345,,,1.46918,556.31551,,,1.51937,589.23289
,,1.41154,526.84667,,,3.01361,449.20498,,,4.71692,442.48036,,,1.47007,556.16924,,,1.52027,589.05101
,,1.41243,526.73331,,,3.01551,449.19322,,,4.71982,442.47729,,,1.47097,556.02323,,,1.52117,588.86946
,,1.41332,526.62017,,,3.01741,449.18149,,,4.72273,442.47422,,,1.47187,555.87748,,,1.52207,588.68822
,,1.41421,526.50725,,,3.01931,449.16978,,,4.72563,442.47115,,,1.47276,555.732,,,1.52297,588.5073
,,1.41511,526.39453,,,3.02121,449.15809,,,4.72854,442.46809,,,1.47366,555.58678,,,1.52387,588.3267
,,1.416,526.28203,,,3.02311,449.14642,,,4.73144,442.46504,,,1.47456,555.44183,,,1.52477,588.14642
,,1.41689,526.16974,,,3.02501,449.13477,,,4.73434,442.46199,,,1.47545,555.29714,,,1.52567,587.96646
,,1.41778,526.05766,,,3.02691,449.12315,,,4.73725,442.45894,,,1.47635,555.15271,,,1.52657,587.78681
,,1.41868,525.94579,,,3.02881,449.11155,,,4.74015,442.4559,,,1.47725,555.00854,,,1.52747,587.60747
,,1.41957,525.83413,,,3.03071,449.09997,,,4.74306,442.45287,,,1.47814,554.86463,,,1.52837,587.42846
,,1.42046,525.72268,,,3.03261,449.08841,,,4.74596,442.44985,,,1.47904,554.72098,,,1.52927,587.24975
,,1.42135,525.61143,,,3.03451,449.07687,,,4.74887,442.44682,,,1.47994,554.5776,,,1.53017,587.07136
,,1.42225,525.5004,,,3.03641,449.06536,,,4.75178,442.44381,,,1.48083,554.43447,,,1.53107,586.89328
,,1.42314,525.38957,,,3.03831,449.05386,,,4.75468,442.4408,,,1.48173,554.2916,,,1.53197,586.71551
,,1.42403,525.27895,,,3.04021,449.04239,,,4.75759,442.43779,,,1.48263,554.14898,,,1.53287,586.53806
,,1.42493,525.16854,,,3.04211,449.03094,,,4.76049,442.43479,,,1.48352,554.00663,,,1.53377,586.36091
,,1.42582,525.05834,,,3.04402,449.01951,,,4.7634,442.4318,,,1.48442,553.86453,,,1.53467,586.18408
,,1.42671,524.94834,,,3.04592,449.0081,,,4.7663,442.42881,,,1.48532,553.72269,,,1.53557,586.00755
,,1.4276,524.83854,,,3.04782,448.99672,,,4.76921,442.42583,,,1.48621,553.5811,,,1.53647,585.83133
,,1.4285,524.72895,,,3.04972,448.98535,,,4.77211,442.42285,,,1.48711,553.43976,,,1.53737,585.65542
,,1.42939,524.61957,,,3.05162,448.97401,,,4.77502,442.41988,,,1.48801,553.29869,,,1.53827,585.47982
,,1.43028,524.51038,,,3.05352,448.96269,,,4.77792,442.41691,,,1.48891,553.15786,,,1.53917,585.30452
,,1.43118,524.40141,,,3.05542,448.95138,,,4.78083,442.41395,,,1.4898,553.01729,,,1.54007,585.12953
,,1.43207,524.29263,,,3.05732,448.9401,,,4.78374,442.411,,,1.4907,552.87697,,,1.54097,584.95484
,,1.43296,524.18406,,,3.05922,448.92884,,,4.78664,442.40805,,,1.4916,552.7369,,,1.54187,584.78046
,,1.43386,524.07569,,,3.06113,448.9176,,,4.78955,442.4051,,,1.4925,552.59708,,,1.54277,584.60638
,,1.43475,523.96752,,,3.06303,448.90638,,,4.79245,442.40216,,,1.49339,552.45752,,,1.54368,584.4326
,,1.43565,523.85955,,,3.06493,448.89519,,,4.79536,442.39923,,,1.49429,552.3182,,,1.54458,584.25913
,,1.43654,523.75178,,,3.06683,448.88401,,,4.79827,442.3963,,,1.49519,552.17913,,,1.54548,584.08596
,,1.43743,523.64421,,,3.06873,448.87285,,,4.80117,442.39337,,,1.49609,552.04032,,,1.54638,583.91308
,,1.43833,523.53684,,,3.07063,448.86172,,,4.80408,442.39045,,,1.49699,551.90175,,,1.54728,583.74051
,,1.43922,523.42967,,,3.07254,448.8506,,,4.80698,442.38754,,,1.49788,551.76342,,,1.54818,583.56824
,,1.44012,523.3227,,,3.07444,448.83951,,,4.80989,442.38463,,,1.49878,551.62535,,,1.54908,583.39626
,,1.44101,523.21593,,,3.07634,448.82843,,,4.8128,442.38173,,,1.49968,551.48752,,,1.54998,583.22459
,,1.4419,523.10935,,,3.07824,448.81738,,,4.8157,442.37883,,,1.50058,551.34994,,,1.55089,583.05321
,,1.4428,523.00297,,,3.08014,448.80635,,,4.81861,442.37594,,,1.50148,551.2126,,,1.55179,582.88213
,,1.44369,522.89679,,,3.08204,448.79534,,,4.82152,442.37305,,,1.50238,551.07551,,,1.55269,582.71134
,,1.44459,522.7908,,,3.08395,448.78434,,,4.82442,442.37017,,,1.50327,550.93866,,,1.55359,582.54085
,,1.44548,522.68501,,,3.08585,448.77337,,,4.82733,442.3673,,,1.50417,550.80206,,,1.55449,582.37066
,,1.44638,522.57942,,,3.08775,448.76242,,,4.83024,442.36442,,,1.50507,550.6657,,,1.55539,582.20076
,,1.44727,522.47402,,,3.08965,448.75149,,,4.83314,442.36156,,,1.50597,550.52958,,,1.5563,582.03115
,,1.44817,522.36881,,,3.09156,448.74058,,,4.83605,442.3587,,,1.50687,550.39371,,,1.5572,581.86183
,,1.44906,522.2638,,,3.09346,448.72968,,,4.83896,442.35584,,,1.50777,550.25807,,,1.5581,581.69281
,,1.44995,522.15898,,,3.09536,448.71881,,,4.84186,442.35299,,,1.50867,550.12268,,,1.559,581.52408
,,1.45085,522.05435,,,3.09726,448.70796,,,4.84477,442.35014,,,1.50956,549.98753,,,1.5599,581.35564
,,1.45174,521.94992,,,3.09917,448.69713,,,4.84768,442.3473,,,1.51046,549.85261,,,1.56081,581.18749
,,1.45264,521.84568,,,3.10107,448.68632,,,4.85058,442.34447,,,1.51136,549.71794,,,1.56171,581.01963
,,1.45353,521.74162,,,3.10297,448.67553,,,4.85349,442.34164,,,1.51226,549.58351,,,1.56261,580.85206
,,1.45443,521.63777,,,3.10487,448.66475,,,4.8564,442.33881,,,1.51316,549.44931,,,1.56351,580.68477
,,1.45533,521.5341,,,3.10678,448.654,,,4.85931,442.33599,,,1.51406,549.31535,,,1.56441,580.51778
,,1.45622,521.43062,,,3.10868,448.64327,,,4.86221,442.33318,,,1.51496,549.18163,,,1.56532,580.35107
,,1.45712,521.32733,,,3.11058,448.63256,,,4.86512,442.33037,,,1.51586,549.04814,,,1.56622,580.18464
,,1.45801,521.22423,,,3.11249,448.62186,,,4.86803,442.32756,,,1.51676,548.91489,,,1.56712,580.01851
,,1.45891,521.12132,,,3.11439,448.61119,,,4.87094,442.32476,,,1.51766,548.78188,,,1.56802,579.85266
,,1.4598,521.0186,,,3.11629,448.60053,,,4.87384,442.32197,,,1.51856,548.6491,,,1.56893,579.68709
,,1.4607,520.91606,,,3.1182,448.5899,,,4.87675,442.31918,,,1.51946,548.51656,,,1.56983,579.5218
,,1.46159,520.81371,,,3.1201,448.57928,,,4.87966,442.31639,,,1.52035,548.38425,,,1.57073,579.3568
,,1.46249,520.71155,,,3.122,448.56869,,,4.88257,442.31361,,,1.52125,548.25217,,,1.57163,579.19208
,,1.46338,520.60958,,,3.12391,448.55811,,,4.88547,442.31083,,,1.52215,548.12032,,,1.57254,579.02765
,,1.46428,520.50779,,,3.12581,448.54755,,,4.88838,442.30806,,,1.52305,547.98871,,,1.57344,578.86349
,,1.46518,520.40619,,,3.12771,448.53701,,,4.89129,442.3053,,,1.52395,547.85733,,,1.57434,578.69962
,,1.46607,520.30478,,,3.12962,448.52649,,,4.8942,442.30254,,,1.52485,547.72618,,,1.57525,578.53602
,,1.46697,520.20354,,,3.13152,448.51599,,,4.89711,442.29978,,,1.52575,547.59526,,,1.57615,578.37271
,,1.46786,520.1025,,,3.13342,448.50551,,,4.90001,442.29703,,,1.52665,547.46458,,,1.57705,578.20967
,,1.46876,520.00163,,,3.13533,448.49505,,,4.90292,442.29429,,,1.52755,547.33412,,,1.57796,578.04691
,,1.46966,519.90095,,,3.13723,448.48461,,,4.90583,442.29154,,,1.52845,547.20389,,,1.57886,577.88443
,,1.47055,519.80046,,,3.13913,448.47418,,,4.90874,442.28881,,,1.52935,547.07389,,,1.57976,577.72223
,,1.47145,519.70014,,,3.14104,448.46378,,,4.91165,442.28608,,,1.53025,546.94411,,,1.58066,577.5603
,,1.47235,519.60001,,,3.14294,448.45339,,,4.91456,442.28335,,,1.53115,546.81457,,,1.58157,577.39865
,,1.47324,519.50006,,,3.14485,448.44302,,,4.91746,442.28063,,,1.53205,546.68525,,,1.58247,577.23727
,,1.47414,519.40029,,,3.14675,448.43267,,,4.92037,442.27791,,,1.53295,546.55616,,,1.58337,577.07617
,,1.47504,519.30071,,,3.14865,448.42234,,,4.92328,442.2752,,,1.53385,546.42729,,,1.58428,576.91534
,,1.47593,519.2013,,,3.15056,448.41203,,,4.92619,442.27249,,,1.53476,546.29865,,,1.58518,576.75479
,,1.47683,519.10207,,,3.15246,448.40174,,,4.9291,442.26979,,,1.53566,546.17024,,,1.58609,576.59451
,,1.47773,519.00302,,,3.15437,448.39146,,,4.93201,442.26709,,,1.53656,546.04205,,,1.58699,576.4345
,,1.47862,518.90416,,,3.15627,448.38121,,,4.93491,442.2644,,,1.53746,545.91408,,,1.58789,576.27476
,,1.47952,518.80547,,,3.15818,448.37097,,,4.93782,442.26171,,,1.53836,545.78634,,,1.5888,576.11529
,,1.48042,518.70696,,,3.16008,448.36075,,,4.94073,442.25903,,,1.53926,545.65882,,,1.5897,575.95609
,,1.48131,518.60862,,,3.16198,448.35055,,,4.94364,442.25635,,,1.54016,545.53152,,,1.5906,575.79716
,,1.48221,518.51047,,,3.16389,448.34037,,,4.94655,442.25367,,,1.54106,545.40444,,,1.59151,575.6385
,,1.48311,518.41249,,,3.16579,448.3302,,,4.94946,442.25101,,,1.54196,545.27759,,,1.59241,575.48011
,,1.48401,518.31469,,,3.1677,448.32006,,,4.95237,442.24834,,,1.54286,545.15095,,,1.59332,575.32199
,,1.4849,518.21706,,,3.1696,448.30993,,,4.95528,442.24568,,,1.54376,545.02454,,,1.59422,575.16414
,,1.4858,518.11961,,,3.17151,448.29982,,,4.95819,442.24303,,,1.54466,544.89835,,,1.59512,575.00655
,,1.4867,518.02234,,,3.17341,448.28973,,,4.9611,442.24038,,,1.54557,544.77237,,,1.59603,574.84923
,,1.48759,517.92524,,,3.17532,448.27966,,,4.964,442.23773,,,1.54647,544.64662,,,1.59693,574.69217
,,1.48849,517.82832,,,3.17722,448.2696,,,4.96691,442.23509,,,1.54737,544.52108,,,1.59784,574.53538
,,1.48939,517.73157,,,3.17913,448.25956,,,4.96982,442.23245,,,1.54827,544.39576,,,1.59874,574.37885
,,1.49029,517.63499,,,3.18103,448.24955,,,4.97273,442.22982,,,1.54917,544.27066,,,1.59965,574.22259
,,1.49119,517.53859,,,3.18294,448.23954,,,4.97564,442.22719,,,1.55007,544.14578,,,1.60055,574.06659
,,1.49208,517.44236,,,3.18484,448.22956,,,4.97855,442.22457,,,1.55097,544.02111,,,1.60146,573.91085
,,1.49298,517.34631,,,3.18675,448.2196,,,4.98146,442.22195,,,1.55187,543.89666,,,1.60236,573.75538
,,1.49388,517.25042,,,3.18865,448.20965,,,4.98437,442.21934,,,1.55278,543.77243,,,1.60326,573.60016
,,1.49478,517.15471,,,3.19056,448.19972,,,4.98728,442.21673,,,1.55368,543.64841,,,1.60417,573.44521
,,1.49567,517.05917,,,3.19247,448.18981,,,4.99019,442.21412,,,1.55458,543.5246,,,1.60507,573.29052
,,1.49657,516.9638,,,3.19437,448.17991,,,4.9931,442.21152,,,1.55548,543.40101,,,1.60598,573.13609
,,1.49747,516.8686,,,3.19628,448.17004,,,4.99601,442.20893,,,1.55638,543.27763,,,1.60688,572.98191
,,1.49837,516.77357,,,3.19818,448.16018,,,4.99892,442.20634,,,1.55729,543.15446,,,1.60779,572.828
,,1.49927,516.67871,,,3.20009,448.15033,,,5.00183,442.20375,,,1.55819,543.03151,,,1.60869,572.67434
