x,y,u_real_x,u_real_y,s,d,Q,ppm,d_u_x,d_u_y,d_U_s_x,d_U_s_y
0.5251881780904999,0.0882010979399612,0.14990704059427365,-0.00238929743188058,0.5787121782369652,0.3190784537128636,0.011988422105141262,1010.173225111023,5.399590709337376e-05,7.610393499045756e-06,"[0.1497092343, -0.0082833843, 160.2577160749, 0.1381115081147517, 0.058366776697355474]","[0.1497634079, -0.0082641429, 160.2848675059, 0.1381966405491828, 0.058301483206008885]"
0.5259377132934713,0.08818915145280179,0.1499609655637913,-0.0023817073772516347,0.5794618086385958,0.3194658627044263,0.012021863466717233,1008.5871674224906,5.3924969517643584e-05,7.590054628945492e-06,"[0.1497634079, -0.0082641429, 160.2848675059, 0.1381966405491828, 0.058301483206008885]","[0.1498175102, -0.0082449547, 160.3119564154, 0.13828159354295053, 0.0582362991499063]"
0.5266875181212902,0.08817724291591553,0.15001481969464683,-0.002374137679037153,0.5802117080272282,0.3198534107084715,0.012055365955636046,1007.0070341153763,5.3854130855540694e-05,7.569698214481696e-06,"[0.1498175102, -0.0082449547, 160.3119564154, 0.13828159354295053, 0.0582362991499063]","[0.1498715413, -0.0082258196, 160.3389829854, 0.13836636751089182, 0.058171224369297184]"
0.5274375922197635,0.08816537222752033,0.15006860288536303,-0.0023665883542804862,0.5809618760527021,0.3202410975440364,0.012088929596228417,1005.432798766009,5.378319071619453e-05,7.549324756666795e-06,"[0.1498715413, -0.0082258196, 160.3389829854, 0.13836636751089182, 0.058171224369297184]","[0.1499255011, -0.0082067375, 160.3659473973, 0.13845096286738465, 0.058106258703753515]"
0.5281879352341903,0.08815353928574893,0.15012231513466673,-0.002359059319313534,0.5817123123643303,0.3206289230298859,0.012122554420539012,1003.8644347184332,5.371224930370011e-05,7.5290349669521195e-06,"[0.1499255011, -0.0082067375, 160.3659473973, 0.13845096286738465, 0.058106258703753515]","[0.1499793896, -0.0081877082, 160.3928498319, 0.13853538002595936, 0.0580414019931556]"
0.5289385468098636,0.08814174398915237,0.15017595634109288,-0.0023515505901628014,0.5824630166113921,0.32101688698476744,0.012156240452480266,1002.3019158267814,5.3641206426147114e-05,7.508729150732668e-06,"[0.1499793896, -0.0081877082, 160.3928498319, 0.13853538002595936, 0.0580414019931556]","[0.1500332067, -0.0081687316, 160.4196904697, 0.13861961939978396, 0.05797665407628214]"
0.5296894265915691,0.08812998623620155,0.15022952670377462,-0.0023440620821489344,0.5832139884426405,0.3214049892271566,0.012189987739973474,1000.7452149656999,5.357036268174853e-05,7.4885080138670235e-06,"[0.1500332067, -0.0081687316, 160.4196904697, 0.13861961939978396, 0.05797665407628214]","[0.1500869526, -0.0081498075, 160.4464694904, 0.1387036814013023, 0.05791201479180113]"
0.5304405742250881,0.0881182659257908,0.15028302592086332,-0.0023365939105042706,0.5839652275077969,0.3217932295760294,0.012223796290498813,999.194307008673,5.349921708869276e-05,7.468171644663818e-06,"[0.1500869526, -0.0081498075, 160.4464694904, 0.1387036814013023, 0.05791201479180113]","[0.150140627, -0.0081309359, 160.473187073, 0.1387875664420652, 0.05784748397930628]"
0.5311919893546924,0.08810658295623827,0.15033645419150313,-0.0023291459895478216,0.5847167334550627,0.3221816078495764,0.01225766615167462,997.6491651101808,5.342827063981037e-05,7.4479209564489585e-06,"[0.150140627, -0.0081309359, 160.473187073, 0.1387875664420652, 0.05784748397930628]","[0.1501942301, -0.0081121166, 160.4998433965, 0.13887127493351542, 0.05778306147589409]"
0.5319436716256499,0.08809493722629053,0.1503898114142515,-0.0023217182331212016,0.5854685059336078,0.3225701238664885,0.012291597346602208,996.1097636809766,5.3357222748379174e-05,7.42775642662008e-06,"[0.1501942301, -0.0081121166, 160.4998433965, 0.13887127493351542, 0.05778306147589409]","[0.1502477618, -0.0080933494, 160.5264386387, 0.13895480728603196, 0.057718747120140364]"
0.5326956206827211,0.08808332863512491,0.1504430975878688,-0.0023143107549614093,0.5862205445920684,0.322958777445181,0.012325589906591888,994.5760768841554,5.32861736173007e-05,7.407478159792216e-06,"[0.1502477618, -0.0080933494, 160.5264386387, 0.13895480728603196, 0.057718747120140364]","[0.1503012221, -0.0080746343, 160.5529729771, 0.13903816390923696, 0.057654540750652246]"
0.5334478361706605,0.0880717570813501,0.15049631271112077,-0.0023069234679234975,0.5869728490790632,0.32334756840405987,0.012359643862548767,993.0480790302547,5.321512325195954e-05,7.3872870379118605e-06,"[0.1503012221, -0.0080746343, 160.5529729771, 0.13903816390923696, 0.057654540750652246]","[0.150354611, -0.0080559711, 160.5794465888, 0.1391213452127336, 0.057590442203649894]"
0.5342003177342161,0.08806022246401046,0.15054945678277842,-0.002299556284377346,0.5877254190431783,0.32373649656151454,0.012393759245225277,991.525744564875,5.3144071657657e-05,7.367183546151679e-06,"[0.150354611, -0.0080559711, 160.5794465888, 0.1391213452127336, 0.057590442203649894]","[0.1504079285, -0.0080373596, 160.6058596503, 0.13920435160494427, 0.05752645131692353]"
0.53495306501813,0.08804872468258856,0.15060252980161806,-0.0022922093166022166,0.5884782541329672,0.32412556173591744,0.012427936085472517,990.0090480567341,5.3073018839638886e-05,7.346967775129221e-06,"[0.1504079285, -0.0080373596, 160.6058596503, 0.13920435160494427, 0.05752645131692353]","[0.1504611746, -0.0080187998, 160.6322123371, 0.1392871834936884, 0.05746256792790919]"
0.5357060776671381,0.08803726363600556,0.15065553166622547,-0.0022848823758078746,0.5892313539969659,0.324514763745632,0.01246217440532454,988.4979645895642,5.300186460741041e-05,7.3269407943419435e-06,"[0.1504611746, -0.0080187998, 160.6322123371, 0.1392871834936884, 0.05746256792790919]","[0.1505143492, -0.0080002914, 160.6585048247, 0.1393698412862904, 0.0573987918732216]"
0.5364593553254692,0.08802583922412652,0.15070846237538824,-0.0022775755733067393,0.5899847182831699,0.32490410240874223,0.012496474235245483,986.9924689959076,5.293070916276288e-05,7.306802501135315e-06,"[0.1505143492, -0.0080002914, 160.6585048247, 0.1393698412862904, 0.0573987918732216]","[0.1505674523, -0.0079818344, 160.684737288, 0.13945232538942373, 0.05733512298917597]"
0.5372128976373461,0.08801445134625999,0.15076132212829044,-0.002270288919738751,0.5907383466395573,0.32529357754332316,0.012530835622071627,985.4925355209963,5.285975290220124e-05,7.286653567988369e-06,"[0.1505674523, -0.0079818344, 160.684737288, 0.13945232538942373, 0.05733512298917597]","[0.1506204841, -0.0079634287, 160.7109099008, 0.139534636208802, 0.05727156111281076]"
0.5379667042479876,0.0880030999016613,0.15081411062314223,-0.0022630222248940235,0.5914922387150835,0.3256831889679551,0.012565258570703609,983.9981403659974,5.2788494851796486e-05,7.266694844727459e-06,"[0.1506204841, -0.0079634287, 160.7109099008, 0.139534636208802, 0.05727156111281076]","[0.1506734443, -0.007945074, 160.7370228371, 0.13961677415000093, 0.057208106079463965]"
0.5387207748011034,0.08799178479053682,0.1508668280591382,-0.0022557755986563083,0.5922463941571616,0.3260729365004212,0.012599743127793937,982.5092580341742,5.271743599596923e-05,7.246626237715145e-06,"[0.1506734443, -0.007945074, 160.7370228371, 0.13961677415000093, 0.057208106079463965]","[0.1507263331, -0.0079267703, 160.7630762697, 0.13969873961738852, 0.05714475772574229]"
0.539475108941399,0.08798050591254353,0.15091947443508583,-0.002248548950064157,0.5930008126141896,0.32646281995901316,0.012634289323017588,981.0258638946602,5.264637594762367e-05,7.226648592151275e-06,"[0.1507263331, -0.0079267703, 160.7630762697, 0.13969873961738852, 0.05714475772574229]","[0.1507791505, -0.0079085174, 160.7890703714, 0.13978053301501142, 0.0570815158871063]"
0.5402297063135745,0.08796926316779322,0.1509720496496029,-0.002241342287885013,0.5937554937345335,0.3268528391620069,0.012668897177613546,979.5479337979976,5.2575214517069924e-05,7.2066621791440355e-06,"[0.1507791505, -0.0079085174, 160.7890703714, 0.13978053301501142, 0.0570815158871063]","[0.1508318964, -0.0078903152, 160.8150053141, 0.13986215474623637, 0.05701838039888137]"
0.5409845665618225,0.0879580564563538,0.15102455370150794,-0.0022341556204146257,0.5945104371660344,0.3272429939274065,0.012703566720991188,978.0754433623614,5.250405190504459e-05,7.186667470387292e-06,"[0.1508318964, -0.0078903152, 160.8150053141, 0.13986215474623637, 0.05701838039888137]","[0.1508845708, -0.0078721636, 160.8408812692, 0.13994360521353758, 0.05695535109677993]"
