X,Y,Z,ppm
-0.203429,0.0811486,1.4794,1.43E+04
-0.202723,0.0822015,1.47925,1.40E+04
-0.201928,0.0833691,1.47909,1.38E+04
-0.201136,0.0845121,1.47893,1.34E+04
-0.200229,0.0857937,1.47875,1.30E+04
-0.199305,0.0870632,1.47858,1.25E+04
-0.198381,0.0882945,1.47842,1.22E+04
-0.197579,0.0893195,1.47829,1.18E+04
-0.196781,0.0902867,1.47817,1.12E+04
-0.196006,0.0911836,1.47806,1.10E+04
-0.195227,0.0920505,1.47795,1.08E+04
-0.194319,0.0930229,1.47781,1.07E+04
-0.192943,0.0944421,1.47759,1.06E+04
-0.191558,0.0958286,1.47739,1.04E+04
-0.190154,0.0971908,1.47721,1.02E+04
-0.188726,0.0985329,1.47703,1.00E+04
-0.186929,0.100172,1.47682,9.75E+03
-0.185106,0.101783,1.47662,9.49E+03
-0.183258,0.103361,1.47642,9.19E+03
-0.181337,0.104938,1.47623,9.01E+03
-0.179914,0.106049,1.47609,8.70E+03
-0.178488,0.107097,1.47595,8.36E+03
-0.176929,0.108191,1.47581,8.17E+03
-0.174832,0.109623,1.47562,8.00E+03
-0.172719,0.111027,1.47545,7.93E+03
-0.170198,0.112652,1.47526,7.71E+03
-0.167433,0.114362,1.47506,7.35E+03
-0.165056,0.11577,1.4749,7.06E+03
-0.16268,0.11713,1.47475,7.06E+03
-0.160043,0.118601,1.47461,7.05E+03
-0.157995,0.119716,1.47451,7.04E+03
-0.155954,0.120796,1.47443,6.90E+03
-0.153896,0.121836,1.47434,6.76E+03
-0.151822,0.122848,1.47426,6.53E+03
-0.148194,0.124576,1.47413,6.16E+03
-0.144556,0.126247,1.47402,6.18E+03
-0.140521,0.128008,1.47393,6.22E+03
-0.137146,0.129392,1.47388,6.00E+03
-0.133781,0.130696,1.47386,5.79E+03
-0.129835,0.132173,1.47384,5.54E+03
-0.124966,0.133905,1.47383,5.17E+03
-0.120064,0.135541,1.47383,5.05E+03
-0.114501,0.137274,1.47386,4.99E+03
-0.10995,0.138605,1.47393,4.95E+03
-0.105408,0.139868,1.47402,4.92E+03
-0.102355,0.140691,1.47411,4.78E+03
-0.099358,0.141486,1.4742,4.62E+03
-0.094687,0.142687,1.47435,4.44E+03
-0.0900136,0.143846,1.47449,4.25E+03
-0.0853267,0.144968,1.47466,4.17E+03
-0.0800782,0.146169,1.47487,4.02E+03
-0.0747646,0.147317,1.47509,3.96E+03
-0.0699643,0.148289,1.4753,3.90E+03
-0.0647669,0.149277,1.47555,3.90E+03
-0.059194,0.150273,1.47584,3.87E+03
-0.0536164,0.151215,1.47614,3.70E+03
-0.0495609,0.151872,1.47635,3.58E+03
-0.0424681,0.152966,1.47672,3.36E+03
-0.0353221,0.153995,1.47708,3.19E+03
-0.0324204,0.154387,1.47723,3.13E+03
-0.0295146,0.154766,1.47737,3.05E+03
-0.0266061,0.155123,1.47752,2.93E+03
-0.0236951,0.155459,1.47766,2.85E+03
-0.0207854,0.155781,1.47781,2.83E+03
-0.0149375,0.156407,1.47812,2.86E+03
-0.00908919,0.157007,1.47846,2.89E+03
-0.003241,0.157579,1.47884,2.90E+03
0.00304281,0.158163,1.47927,2.86E+03
0.00934529,0.158713,1.47972,2.86E+03
0.0171393,0.15935,1.48028,2.81E+03
0.0229405,0.1598,1.48071,2.74E+03
0.0287479,0.160234,1.48116,2.68E+03
0.0345086,0.160647,1.4816,2.62E+03
0.0402698,0.161044,1.48205,2.55E+03
0.0460256,0.161416,1.48251,2.52E+03
0.0525446,0.161799,1.48303,2.44E+03
0.0585345,0.162121,1.48352,2.32E+03
0.0645161,0.162411,1.48404,2.24E+03
0.0719306,0.162727,1.48468,2.20E+03
0.0802946,0.163035,1.4854,2.13E+03
0.0886466,0.163291,1.48612,2.09E+03
0.09626,0.163486,1.48679,2.05E+03
0.103822,0.163655,1.48746,2.08E+03
0.11336,0.163831,1.48831,2.08E+03
0.122911,0.163955,1.48914,2.07E+03
0.135772,0.164046,1.49023,2.07E+03
0.144631,0.164077,1.49098,2.03E+03
0.153511,0.164088,1.49173,1.98E+03
0.162355,0.164079,1.49247,1.93E+03
0.171531,0.164045,1.49325,1.83E+03
0.180663,0.163986,1.49401,1.78E+03
0.191448,0.163891,1.49488,1.78E+03
0.202147,0.163771,1.49572,1.73E+03
0.209502,0.163676,1.49628,1.70E+03
0.219718,0.163542,1.49704,1.67E+03
0.229007,0.16343,1.49774,1.61E+03
0.234441,0.163362,1.49815,1.57E+03
0.239884,0.163288,1.49857,1.55E+03
0.245324,0.163208,1.49899,1.57E+03
0.250765,0.16312,1.49941,1.59E+03
0.256206,0.163025,1.49981,1.61E+03
0.261647,0.162923,1.50021,1.63E+03
0.26709,0.162812,1.5006,1.63E+03
0.273801,0.162662,1.50107,1.62E+03
0.283111,0.162444,1.50172,1.58E+03
0.292424,0.162217,1.50236,1.52E+03
0.301723,0.161981,1.50299,1.46E+03
0.311022,0.161741,1.50361,1.40E+03
0.320317,0.161496,1.50422,1.40E+03
0.330819,0.161208,1.50487,1.41E+03
0.341323,0.160907,1.5055,1.39E+03
0.352468,0.160573,1.50612,1.36E+03
0.363622,0.160221,1.50671,1.32E+03
0.37555,0.159831,1.50732,1.30E+03
0.386201,0.159475,1.50786,1.29E+03
0.396852,0.159112,1.5084,1.27E+03
0.407503,0.158741,1.50895,1.25E+03
0.418128,0.158365,1.50947,1.23E+03
0.429575,0.157957,1.50996,1.21E+03
0.440913,0.157553,1.51037,1.18E+03
0.452278,0.157151,1.5107,1.16E+03
0.469735,0.156564,1.51113,1.13E+03
0.487294,0.156029,1.51148,1.11E+03
0.50169,0.15562,1.51172,1.09E+03
0.521625,0.155067,1.51204,1.04E+03
0.546247,0.154399,1.5124,9.97E+02
0.570902,0.153757,1.51268,9.58E+02
0.596959,0.15315,1.5128,9.39E+02
0.621476,0.15266,1.51276,9.41E+02
0.644692,0.152242,1.51267,9.22E+02
0.667891,0.151854,1.51253,9.01E+02
0.681598,0.15164,1.51243,8.89E+02
0.698859,0.151383,1.51228,8.76E+02
0.712579,0.151178,1.51219,8.65E+02
0.729875,0.150922,1.5121,8.50E+02
0.747018,0.150675,1.51201,8.31E+02
0.764151,0.150457,1.5119,8.10E+02
0.782915,0.150274,1.51172,7.75E+02
0.801724,0.150146,1.51149,7.46E+02
0.822879,0.150036,1.51118,7.37E+02
0.844033,0.149939,1.51083,7.28E+02
0.865225,0.149869,1.51045,7.24E+02
0.892792,0.149813,1.50993,7.11E+02
0.921799,0.149776,1.50935,6.96E+02
0.950718,0.149797,1.50865,6.89E+02
0.97981,0.149867,1.50786,6.81E+02
1.00987,0.149939,1.50707,6.76E+02
1.04018,0.150014,1.50632,6.60E+02
1.06242,0.150073,1.5058,6.49E+02
1.08476,0.150135,1.50529,6.44E+02
1.10713,0.150203,1.50477,6.40E+02
1.13533,0.150311,1.50406,6.30E+02
1.17096,0.150473,1.50313,6.22E+02
1.2066,0.150637,1.50224,6.11E+02
1.2389,0.150786,1.50148,6.03E+02
1.27133,0.150947,1.50075,6.00E+02
1.30111,0.151112,1.5001,5.97E+02
1.33102,0.151289,1.49948,5.95E+02
1.37058,0.151537,1.4987,5.91E+02
1.40253,0.151749,1.49808,5.87E+02
1.43447,0.151972,1.49749,5.83E+02
1.4664,0.152205,1.49691,5.80E+02
1.50328,0.152486,1.49625,5.79E+02
1.54018,0.152779,1.4956,5.69E+02
1.57827,0.153092,1.49493,5.58E+02
1.61628,0.153409,1.49428,5.63E+02
1.6543,0.15372,1.49366,5.69E+02
1.6724,0.153867,1.49338,5.71E+02
1.69373,0.154038,1.49306,5.73E+02
1.71192,0.154184,1.49281,5.71E+02
1.74416,0.154439,1.49236,5.70E+02
1.77963,0.154722,1.49186,5.64E+02
1.82214,0.155065,1.49125,5.54E+02
1.86644,0.155426,1.49061,5.44E+02
1.9108,0.15579,1.48996,5.35E+02
1.94364,0.156065,1.48949,5.34E+02
1.97657,0.156352,1.48901,5.32E+02
1.99529,0.156523,1.48874,5.31E+02
2.01397,0.156698,1.48846,5.31E+02
2.03263,0.156877,1.48819,5.29E+02
2.05129,0.157057,1.48791,5.29E+02
2.06996,0.157241,1.48763,5.28E+02
2.093,0.157466,1.4873,5.28E+02
2.11605,0.157689,1.48696,5.27E+02
2.1391,0.15791,1.48663,5.26E+02
2.16217,0.15813,1.4863,5.26E+02
2.2018,0.158513,1.48574,5.26E+02
2.24143,0.1589,1.48519,5.26E+02
2.28109,0.159291,1.48464,5.25E+02
2.30328,0.159508,1.48434,5.25E+02
2.3318,0.159779,1.48397,5.24E+02
2.35408,0.159981,1.48369,5.21E+02
2.38201,0.160215,1.48335,5.20E+02
2.4072,0.160418,1.48307,5.19E+02
2.43238,0.160623,1.4828,5.16E+02
2.45758,0.16083,1.48254,5.14E+02
2.49771,0.161161,1.48214,5.14E+02
2.53784,0.161496,1.48173,5.14E+02
2.57796,0.161837,1.48132,5.13E+02
2.60427,0.162064,1.48106,5.11E+02
2.64655,0.162431,1.48064,5.08E+02
2.67292,0.162661,1.48039,5.07E+02
2.71096,0.162982,1.48004,5.07E+02
2.73558,0.163181,1.47981,5.07E+02
2.77232,0.163468,1.47948,5.06E+02
2.80906,0.163753,1.47915,5.06E+02
2.84666,0.164045,1.47882,5.08E+02
2.87995,0.164302,1.47853,5.08E+02
2.91323,0.164556,1.47825,5.08E+02
2.94648,0.164809,1.47798,5.07E+02
2.98629,0.165119,1.47764,5.07E+02
3.02306,0.165413,1.47732,5.06E+02
3.0598,0.165713,1.477,5.03E+02
3.09655,0.166018,1.47668,5.01E+02
3.12102,0.166221,1.47647,5.02E+02
3.14606,0.166427,1.47625,5.03E+02
3.17054,0.166625,1.47605,5.03E+02
3.1956,0.16682,1.47585,5.02E+02
3.22312,0.167029,1.47563,5.02E+02
3.25116,0.16724,1.47541,5.02E+02
3.28565,0.167502,1.47513,5.01E+02
3.32015,0.167769,1.47483,5.00E+02
3.35463,0.16804,1.47453,5.00E+02
3.38073,0.168247,1.47429,4.99E+02
3.40683,0.16845,1.47406,4.99E+02
3.43292,0.168647,1.47383,4.98E+02
3.45902,0.16884,1.47361,4.97E+02
3.48515,0.16903,1.47339,4.97E+02
3.51289,0.169234,1.47316,4.98E+02
3.54066,0.169441,1.47292,4.97E+02
3.58101,0.169743,1.47259,4.97E+02
3.61876,0.170026,1.47228,4.96E+02
3.65651,0.170306,1.47198,4.94E+02
3.69178,0.170567,1.47171,4.94E+02
3.72704,0.170823,1.47144,4.94E+02
3.76228,0.171075,1.47116,4.94E+02
3.80116,0.171351,1.47086,4.94E+02
3.84002,0.171629,1.47056,4.93E+02
3.86381,0.171799,1.47039,4.92E+02
3.90269,0.172077,1.47011,4.91E+02
3.95209,0.17243,1.46976,4.90E+02
4.00149,0.172781,1.46942,4.91E+02
4.04653,0.173093,1.46911,4.92E+02
4.07961,0.173321,1.46888,4.91E+02
4.11042,0.173535,1.46867,4.91E+02
4.14348,0.173771,1.46844,4.90E+02
4.18919,0.174102,1.46812,4.90E+02
4.23144,0.174409,1.46782,4.90E+02
4.26871,0.17468,1.46756,4.90E+02
4.30594,0.17495,1.46729,4.90E+02
4.34044,0.175198,1.46705,4.90E+02
4.37494,0.175443,1.46681,4.90E+02
4.40945,0.175686,1.46657,4.89E+02
4.45604,0.176015,1.46624,4.89E+02
4.49701,0.176307,1.46596,4.89E+02
4.51284,0.176419,1.46585,4.88E+02
4.53132,0.17655,1.46573,4.88E+02
4.54717,0.176661,1.46562,4.88E+02
4.56567,0.176792,1.4655,4.88E+02
4.59103,0.176971,1.46533,4.87E+02
4.61642,0.177147,1.46517,4.88E+02
4.63421,0.17727,1.46506,4.87E+02
4.65199,0.177393,1.46495,4.87E+02
4.6725,0.177536,1.46482,4.87E+02
4.69302,0.17768,1.46469,4.87E+02
4.7153,0.177837,1.46455,4.86E+02
4.74031,0.178014,1.46439,4.87E+02
4.77589,0.178268,1.46417,4.87E+02
4.79747,0.178422,1.46403,4.87E+02
4.83247,0.178672,1.46381,4.87E+02
4.86747,0.178924,1.46358,4.87E+02
4.90206,0.179172,1.46336,4.87E+02
4.93665,0.179422,1.46314,4.87E+02
4.95711,0.179569,1.46301,4.87E+02
4.99144,0.179817,1.46279,4.86E+02
5.02577,0.180065,1.46257,4.86E+02
5.03435,0.180127,1.46252,4.86E+02
5.03864,0.180158,1.46249,4.86E+02
5.0429,0.180189,1.46246,4.86E+02
5.04929,0.180235,1.46242,4.86E+02
5.05888,0.180304,1.46236,4.86E+02
5.07327,0.180408,1.46227,4.86E+02
5.09484,0.180564,1.46213,4.86E+02
5.12701,0.180795,1.46192,4.86E+02
5.16089,0.181038,1.4617,4.86E+02
5.1946,0.181279,1.46149,4.86E+02
5.22814,0.181518,1.46127,4.86E+02
5.247,0.181652,1.46115,4.86E+02
5.28039,0.181888,1.46094,4.86E+02
5.28746,0.181938,1.46089,4.86E+02
5.29453,0.181988,1.46085,4.86E+02
5.30159,0.182038,1.4608,4.86E+02
5.30866,0.182088,1.46076,4.86E+02
5.31573,0.182138,1.46071,4.86E+02
5.3228,0.182188,1.46067,4.86E+02
5.32987,0.182237,1.46062,4.86E+02
5.33694,0.182287,1.46058,4.86E+02
5.344,0.182337,1.46053,4.86E+02
5.34577,0.182349,1.46052,4.86E+02
5.34692,0.182357,1.46051,4.85E+02
5.3472,0.182359,1.46051,4.85E+02
5.34735,0.18236,1.46051,4.85E+02
5.34742,0.182361,1.46051,4.85E+02
5.34745,0.182361,1.46051,4.85E+02
5.34747,0.182361,1.46051,4.85E+02
5.34748,0.182361,1.46051,4.85E+02
5.34748,0.182361,1.46051,4.85E+02
5.34748,0.182361,1.46051,4.85E+02
-0.232841,0.0316179,1.48651,2.71E+04
-0.23284,0.0317505,1.48651,3.10E+04
-0.23284,0.0319038,1.4865,3.55E+04
-0.232839,0.0320617,1.4865,3.56E+04
-0.232839,0.0322216,1.48649,3.31E+04
-0.232839,0.0323842,1.48649,3.08E+04
-0.232839,0.0325476,1.48648,3.38E+04
-0.23284,0.0327136,1.48647,3.38E+04
-0.232841,0.0328981,1.48647,3.38E+04
-0.232843,0.0330831,1.48646,3.37E+04
-0.232846,0.0332477,1.48646,3.29E+04
-0.232849,0.0334142,1.48645,3.33E+04
-0.232853,0.0335983,1.48645,3.33E+04
-0.232858,0.0337818,1.48644,3.31E+04
-0.232863,0.0339651,1.48643,3.29E+04
-0.232867,0.0341409,1.48642,3.24E+04
-0.232871,0.0343139,1.48642,3.26E+04
-0.232875,0.034498,1.48641,3.24E+04
-0.23288,0.0346823,1.4864,3.22E+04
-0.232884,0.0348665,1.48639,3.20E+04
-0.232887,0.0350392,1.48638,3.14E+04
-0.232891,0.03521,1.48637,3.10E+04
-0.232893,0.0353811,1.48637,3.17E+04
-0.232896,0.0355682,1.48636,3.15E+04
-0.232898,0.0357551,1.48635,3.11E+04
-0.2329,0.0359702,1.48633,3.07E+04
-0.232901,0.0361858,1.48632,2.91E+04
-0.232901,0.0365073,1.4863,2.92E+04
-0.2329,0.0367268,1.48629,2.89E+04
-0.232897,0.0369416,1.48627,2.85E+04
-0.232894,0.0371566,1.48626,2.79E+04
-0.232886,0.0375024,1.48623,2.65E+04
-0.232875,0.0378548,1.48621,2.62E+04
-0.232866,0.0380961,1.48619,2.59E+04
-0.232856,0.0383337,1.48617,2.55E+04
-0.232845,0.0385716,1.48616,2.51E+04
-0.232834,0.0387907,1.48614,2.48E+04
-0.232822,0.0389983,1.48612,2.46E+04
-0.232809,0.0392163,1.4861,2.45E+04
-0.232794,0.039435,1.48609,2.44E+04
-0.232774,0.0397253,1.48607,2.43E+04
-0.232752,0.0400153,1.48604,2.42E+04
-0.23273,0.0403053,1.48602,2.41E+04
-0.232713,0.0405173,1.486,2.41E+04
-0.232695,0.0407295,1.48599,2.42E+04
-0.232677,0.0409425,1.48597,2.41E+04
-0.232657,0.0411618,1.48595,2.41E+04
-0.232632,0.0414412,1.48593,2.42E+04
-0.232606,0.0417214,1.48591,2.42E+04
-0.232574,0.0420537,1.48589,2.42E+04
-0.232542,0.0423856,1.48586,2.41E+04
-0.232509,0.0427165,1.48583,2.39E+04
-0.232471,0.0430756,1.4858,2.37E+04
-0.232428,0.0434638,1.48577,2.34E+04
-0.232383,0.043852,1.48574,2.31E+04
-0.232337,0.0442399,1.48571,2.28E+04
-0.232288,0.0446275,1.48567,2.25E+04
-0.232238,0.0450144,1.48564,2.22E+04
-0.232185,0.0454006,1.4856,2.17E+04
-0.232093,0.0460379,1.48554,2.15E+04
-0.231993,0.0466886,1.48547,2.12E+04
-0.231901,0.0472576,1.48542,2.10E+04
-0.23183,0.0476901,1.48537,2.07E+04
-0.231745,0.0481973,1.48532,2.04E+04
-0.231656,0.048704,1.48527,2.01E+04
-0.231567,0.0492002,1.48522,2.02E+04
-0.231479,0.049682,1.48517,2.00E+04
-0.231389,0.0501592,1.48512,1.98E+04
-0.231297,0.0506372,1.48507,1.97E+04
-0.231202,0.0511209,1.48502,1.97E+04
-0.231093,0.0516703,1.48497,1.98E+04
-0.230981,0.052227,1.48491,2.00E+04
-0.230862,0.0528091,1.48486,2.00E+04
-0.23074,0.0533942,1.48479,2.01E+04
-0.230609,0.0540227,1.48473,2.02E+04
-0.230477,0.0546517,1.48466,2.02E+04
-0.230344,0.0552766,1.48459,2.01E+04
-0.230188,0.0559854,1.48451,2.01E+04
-0.230028,0.0566984,1.48444,2.02E+04
-0.229861,0.0574315,1.48436,2.00E+04
-0.229693,0.0581645,1.48428,1.99E+04
-0.22955,0.0587751,1.48422,1.98E+04
-0.229402,0.0593929,1.48416,1.92E+04
-0.229251,0.05999,1.4841,1.87E+04
-0.229094,0.0605863,1.48404,1.83E+04
-0.228873,0.0614075,1.48396,1.85E+04
-0.22865,0.0622279,1.48388,1.87E+04
-0.228425,0.0630476,1.48379,1.90E+04
-0.228195,0.0638665,1.4837,1.86E+04
-0.227924,0.0647954,1.4836,1.80E+04
-0.227658,0.0656622,1.48351,1.76E+04
-0.227385,0.0664966,1.48341,1.72E+04
-0.227098,0.0673266,1.48332,1.69E+04
-0.22682,0.0680943,1.48323,1.67E+04
-0.226539,0.0688463,1.48314,1.64E+04
-0.226114,0.0699627,1.48302,1.63E+04
-0.225669,0.0711091,1.4829,1.59E+04
-0.225219,0.0722391,1.48277,1.54E+04
-0.224849,0.073142,1.48268,1.49E+04
-0.224475,0.074027,1.48258,1.46E+04
-0.224003,0.0750814,1.48247,1.37E+04
-0.223451,0.07623,1.48233,1.30E+04
-0.222865,0.0773988,1.48219,1.32E+04
-0.222092,0.0789167,1.48201,1.35E+04
-0.221305,0.0804297,1.48181,1.37E+04
-0.220495,0.0819452,1.48161,1.35E+04
-0.219718,0.0833374,1.48142,1.31E+04
-0.218937,0.0846629,1.48125,1.27E+04
-0.218103,0.0860185,1.48109,1.28E+04
-0.217248,0.0873669,1.48093,1.25E+04
-0.216307,0.0888157,1.48076,1.19E+04
-0.215349,0.0902512,1.4806,1.16E+04
-0.214337,0.0917137,1.48043,1.14E+04
-0.213232,0.0932579,1.48025,1.11E+04
-0.211964,0.0949827,1.48004,1.08E+04
-0.210656,0.0966893,1.47983,1.05E+04
-0.209897,0.0976397,1.47971,1.04E+04
-0.209135,0.0985679,1.4796,1.05E+04
-0.208362,0.0994872,1.47949,1.04E+04
-0.207164,0.100862,1.47932,1.02E+04
-0.205963,0.10218,1.47916,9.85E+03
-0.204659,0.103564,1.47899,9.38E+03
-0.203431,0.104825,1.47883,9.22E+03
-0.202102,0.106133,1.47867,9.06E+03
-0.200743,0.107412,1.47851,8.92E+03
-0.199355,0.108662,1.47836,8.80E+03
-0.19794,0.109874,1.47821,8.52E+03
-0.196136,0.111338,1.47803,8.39E+03
-0.194082,0.112945,1.47783,8.07E+03
-0.190996,0.115276,1.47754,7.56E+03
-0.18786,0.117539,1.47725,7.06E+03
-0.184936,0.119543,1.47699,6.80E+03
-0.182794,0.120948,1.4768,6.73E+03
-0.180631,0.122323,1.47662,6.69E+03
-0.178464,0.123659,1.47646,6.69E+03
-0.176009,0.125132,1.47627,6.69E+03
-0.17329,0.126724,1.47607,6.50E+03
-0.170404,0.128353,1.47588,6.47E+03
-0.167523,0.129908,1.4757,6.44E+03
-0.164644,0.131392,1.47555,6.42E+03
-0.1615,0.132946,1.4754,6.25E+03
-0.158974,0.134154,1.47528,6.11E+03
-0.156792,0.135173,1.47517,6.08E+03
-0.154604,0.136175,1.47507,5.95E+03
-0.152411,0.137163,1.47497,5.83E+03
-0.150213,0.138138,1.47488,5.66E+03
-0.147422,0.139345,1.47477,5.44E+03
-0.144115,0.140716,1.47465,5.21E+03
-0.140791,0.14202,1.47454,5.01E+03
-0.137367,0.143296,1.47445,4.87E+03
-0.133922,0.144517,1.47438,4.74E+03
-0.129485,0.146006,1.4743,4.58E+03
-0.125053,0.147419,1.47424,4.52E+03
-0.120197,0.148892,1.47419,4.52E+03
-0.115334,0.150285,1.47417,4.54E+03
-0.111217,0.151405,1.47417,4.60E+03
-0.10783,0.152286,1.47419,4.48E+03
-0.104432,0.153143,1.47421,4.39E+03
-0.100241,0.154177,1.47424,4.30E+03
-0.0960481,0.155187,1.47428,4.21E+03
-0.0919556,0.156148,1.47433,4.08E+03
-0.0878684,0.157081,1.47438,3.87E+03
-0.0837692,0.157984,1.47444,3.85E+03
-0.0792758,0.158927,1.47451,3.83E+03
-0.0745183,0.159868,1.47461,3.75E+03
-0.0697727,0.160733,1.47471,3.60E+03
-0.0642627,0.161671,1.47484,3.64E+03
-0.0596567,0.162422,1.47496,3.61E+03
-0.05568,0.163048,1.47507,3.44E+03
-0.051698,0.163656,1.47519,3.27E+03
-0.0449881,0.164636,1.47541,2.97E+03
-0.0382855,0.165556,1.47564,2.93E+03
-0.0353726,0.165936,1.47575,2.89E+03
-0.0324624,0.166302,1.47586,2.81E+03
-0.0295503,0.166649,1.47596,2.72E+03
-0.0266367,0.166981,1.47607,2.66E+03
-0.0211372,0.167582,1.47628,2.63E+03
-0.0158822,0.168136,1.47648,2.60E+03
-0.0106513,0.168666,1.47669,2.63E+03
-0.00412491,0.169298,1.47698,2.66E+03
0.00239688,0.169896,1.4773,2.70E+03
0.00933178,0.170493,1.47766,2.69E+03
0.0162688,0.171047,1.47804,2.62E+03
0.0231083,0.171561,1.47841,2.55E+03
0.0283214,0.171931,1.4787,2.48E+03
0.0350996,0.172391,1.47909,2.39E+03
0.0418747,0.172827,1.47948,2.32E+03
0.0485105,0.173228,1.47989,2.30E+03
0.0550651,0.173593,1.48031,2.22E+03
0.0616351,0.173919,1.48074,2.09E+03
0.0683486,0.17422,1.48116,2.03E+03
0.0751077,0.174503,1.48156,1.97E+03
0.0815182,0.174746,1.48195,1.94E+03
0.0878762,0.174956,1.48237,1.97E+03
0.0942496,0.17514,1.48281,1.96E+03
0.103046,0.175364,1.48342,1.95E+03
0.111747,0.175553,1.48403,1.94E+03
0.120454,0.175708,1.48463,1.94E+03
0.131034,0.175868,1.48537,1.93E+03
0.143366,0.176019,1.48625,1.91E+03
